pl_hostname,pl_name,ra,dec,st_dist,st_optmag
HD 159243,HD 159243 c,263.339783,5.700733,73.46,8.646
HD 159868,HD 159868 b,264.748016,-43.145515,55.94,7.242
HD 159868,HD 159868 c,264.748016,-43.145515,55.94,7.242
HD 1605,HD 1605 b,5.13133,30.974804,89.03,7.52
HD 1605,HD 1605 c,5.13133,30.974804,89.03,7.52
HD 160691,HD 160691 b,266.036255,-51.834053,15.61,5.15
HD 160691,HD 160691 c,266.036255,-51.834053,15.61,5.15
HD 160691,HD 160691 d,266.036255,-51.834053,15.61,5.15
HD 160691,HD 160691 e,266.036255,-51.834053,15.61,5.15
HD 16141,HD 16141 b,38.833035,-3.560602,37.83,6.83
HD 16175,HD 16175 b,39.257961,42.062634,59.96,7.282
HD 162020,HD 162020 b,267.659821,-40.318348,30.85,9.1
HD 163607,HD 163607 b,268.418732,56.391956,67.92,8
HD 163607,HD 163607 c,268.418732,56.391956,67.92,8
HD 16417,HD 16417 b,39.244198,-34.577976,25.41,5.78
HD 164509,HD 164509 b,270.380127,0.104556,53.19,8.1
HD 164595,HD 164595 b,270.162048,29.571922,28.28,7.1
HD 164604,HD 164604 b,270.7789,-28.560644,39.41,9.7
HD 164922,HD 164922 b,270.628601,26.313002,22.13,6.99
HD 164922,HD 164922 c,270.628601,26.313002,22.13,6.99
HD 165155,HD 165155 b,271.488953,-29.917253,64.98,9.36
HD 1666,HD 1666 b,5.218085,-19.931225,118.31,8.17
HD 166724,HD 166724 b,273.498657,-42.575375,45.19,9.344
HD 167042,HD 167042 b,272.631836,54.286552,49.73,5.94
HD 168443,HD 168443 b,275.016388,-9.595722,39.67,6.917
HD 168443,HD 168443 c,275.016388,-9.595722,39.67,6.917
HD 168746,HD 168746 b,275.457428,-11.922684,41.62,7.946
HD 1690,HD 1690 b,5.305497,-8.281169,769.37,9.17
HD 169830,HD 169830 b,276.956177,-29.816866,37.64,5.902
HD 169830,HD 169830 c,276.956177,-29.816866,37.64,5.902
HD 170469,HD 170469 b,277.295746,11.695502,60.28,8.21
HD 17092,HD 17092 b,41.592117,49.653076,229.89,7.732
HD 171028,HD 171028 b,278.064527,6.945743,90,8.31
HD 171238,HD 171238 b,278.681976,-28.072313,44.87,8.61
HD 17156,HD 17156 b,42.435364,71.753235,75,8.172
HD 173416,HD 173416 b,280.900452,36.556606,132.68,6.057
HD 175167,HD 175167 b,285.003479,-69.944244,71.23,8.01
HD 175541,HD 175541 b,283.920349,4.265325,130.08,8.03
HD 175607,HD 175607 b,285.272858,-66.19268,45.27,8.61
HD 17674,HD 17674 b,42.767853,30.286739,44.48,7.56
HD 176986,HD 176986 b,285.774475,-11.043926,27.81,8.42
HD 176986,HD 176986 c,285.774475,-11.043926,27.81,8.42
HD 177565,HD 177565 b,286.718597,-37.810658,16.93,6.16
HD 177830,HD 177830 b,286.336548,25.92066,62.88,7.177
HD 177830,HD 177830 c,286.336548,25.92066,62.88,7.177
HD 178911 B,HD 178911 B b,287.262939,34.59985,47,7.792
HD 179079,HD 179079 b,287.790955,-2.638385,69.85,7.95
HD 179949,HD 179949 b,288.888458,-24.179352,27.48,6.25
HD 180314,HD 180314 b,288.709198,31.86035,122.79,6.608
HD 180902,HD 180902 b,289.823792,-23.558155,104.89,7.778
HD 181342,HD 181342 b,290.267639,-23.619572,110.62,7.55
HD 181433,HD 181433 b,291.289856,-66.468796,26.9,8.4
HD 181433,HD 181433 c,291.289856,-66.468796,26.9,8.4
HD 181433,HD 181433 d,291.289856,-66.468796,26.9,8.4
HD 181720,HD 181720 b,290.720764,-32.919056,60.31,7.849
HD 183263,HD 183263 b,292.102386,8.358054,54.28,7.861
HD 183263,HD 183263 c,292.102386,8.358054,54.28,7.861
HD 185269,HD 185269 b,294.29892,28.499865,52.07,6.669
HD 187085,HD 187085 b,297.391541,-37.780552,45.96,7.214
HD 187123,HD 187123 b,296.742126,34.419525,46.02,7.832
HD 187123,HD 187123 c,296.742126,34.419525,46.02,7.832
HD 18742,HD 18742 b,45.044407,-20.802603,163.37,7.97
HD 188015,HD 188015 b,298.018921,28.100376,50.74,8.234
HD 189733,HD 189733 b,300.182129,22.710854,19.78,7.67
HD 190360,HD 190360 b,300.905853,29.896805,16.01,5.73
HD 190360,HD 190360 c,300.905853,29.896805,16.01,5.73
HD 190647,HD 190647 b,301.83197,-35.538631,54.56,7.775
HD 190984,HD 190984 b,302.877991,-64.620468,148.81,8.76
HD 191806,HD 191806 b,302.36795,52.276329,65.79,8.084
HD 192263,HD 192263 b,303.499359,-0.866877,19.65,7.79
HD 192310,HD 192310 b,303.822449,-27.032976,8.8,5.73
HD 192310,HD 192310 c,303.822449,-27.032976,8.8,5.73
HD 192699,HD 192699 b,304.025024,4.580795,72.01,6.44
HD 195019,HD 195019 b,307.077637,18.769497,37.71,6.87
HD 196050,HD 196050 b,309.465454,-60.634483,50.75,7.5
HD 196067,HD 196067 b,310.433716,-75.3508,39.98,6.03
HD 196885,HD 196885 b,309.966156,11.249649,34.2,6.398
HD 197037,HD 197037 b,309.887329,42.24855,33,6.809
HD 19994,HD 19994 b,48.193485,-1.196101,22.54,5.06
HD 200964,HD 200964 b,316.666016,3.803119,72.74,6.487
HD 200964,HD 200964 c,316.666016,3.803119,72.74,6.487
HD 202206,HD 202206 c,318.740692,-20.789209,45.5,8.08
HD 203030,HD 203030 b,319.742584,26.230545,39.29,8.425
HD 203473,HD 203473 b,320.578644,5.023597,72.79,8.23
HD 2039,HD 2039 b,6.084491,-56.650047,85.9,9
HD 204313,HD 204313 b,322.050873,-21.726255,47.86,7.99
HD 204313,HD 204313 c,322.050873,-21.726255,47.86,7.99
HD 204941,HD 204941 b,323.097961,-20.957422,28.74,8.45
HD 205739,HD 205739 b,324.535034,-31.737484,92.74,8.56
HD 206610,HD 206610 b,325.85376,-7.408253,147.78,8.346
HD 20782,HD 20782 b,50.014908,-28.854071,35.5,7.4
HD 207832,HD 207832 b,328.151184,-26.02656,59.03,8.78
HD 207832,HD 207832 c,328.151184,-26.02656,59.03,8.78
HD 20794,HD 20794 b,49.981876,-43.069782,6,4.27
HD 20794,HD 20794 c,49.981876,-43.069782,6,4.27
HD 20794,HD 20794 d,49.981876,-43.069782,6,4.27
HD 20794,HD 20794 e,49.981876,-43.069782,6,4.27
HD 208487,HD 208487 b,329.332703,-37.763622,44,7.471
HD 208527,HD 208527 b,329.099945,21.239859,314.48,6.4
HD 20868,HD 20868 b,50.177895,-33.730103,48.9,9.92
HD 208897,HD 208897 b,329.748718,19.020302,64.68,6.51
HD 209458,HD 209458 b,330.794891,18.884319,48.37,7.632
HD 210277,HD 210277 b,332.374451,-7.548654,21.31,6.53
HD 210702,HD 210702 b,332.963867,16.04055,54.28,5.93
HD 211810,HD 211810 b,334.527252,61.134438,64.76,8.59
HD 212301,HD 212301 b,336.878845,-77.717926,54.32,7.764
HD 212771,HD 212771 b,336.762787,-17.263659,111.51,7.595
HD 213240,HD 213240 b,337.751526,-49.43327,40.92,6.814
HD 214823,HD 214823 b,340.082794,31.787594,101.66,8.06
HD 215152,HD 215152 b,340.838745,-6.400821,21.61,8.11
HD 215152,HD 215152 c,340.838745,-6.400821,21.61,8.11
HD 215152,HD 215152 d,340.838745,-6.400821,21.61,8.11
HD 215152,HD 215152 e,340.838745,-6.400821,21.61,8.11
HD 215497,HD 215497 b,341.653137,-56.599533,40.59,8.96
HD 215497,HD 215497 c,341.653137,-56.599533,40.59,8.96
HD 216435,HD 216435 b,343.408051,-48.598286,33.01,6.03
HD 216437,HD 216437 b,343.66452,-70.073708,26.71,6.05
HD 216536,HD 216536 b,343.266598,44.477753,380.33,9.23
HD 216770,HD 216770 b,343.973785,-26.658764,36.7,8.094
HD 217107,HD 217107 b,344.564758,-2.395385,20.07,6.16
HD 217107,HD 217107 c,344.564758,-2.395385,20.07,6.16
HD 217786,HD 217786 b,345.78418,-0.429622,54.8,7.8
HD 217850,HD 217850 b,345.652771,58.875927,65.9,8.52
HD 218566,HD 218566 b,347.294708,-2.260742,28.85,8.628
HD 219077,HD 219077 b,348.527435,-62.700005,29.21,6.12
HD 219134,HD 219134 b,348.32074,57.168354,6.55,5.57
HD 219134,HD 219134 c,348.32074,57.168354,6.55,5.57
HD 219134,HD 219134 d,348.32074,57.168354,6.55,5.57
HD 219134,HD 219134 f,348.32074,57.168354,6.55,5.57
HD 219134,HD 219134 g,348.32074,57.168354,6.55,5.57
HD 219134,HD 219134 h,348.32074,57.168354,6.55,5.57
HD 219415,HD 219415 b,348.724278,56.730328,169.78,8.94
HD 219828,HD 219828 b,349.694733,18.64572,77.9,8.04
HD 219828,HD 219828 c,349.694733,18.64572,77.9,8.04
HD 220074,HD 220074 b,350.059906,61.970127,327.41,6.4
HD 220689,HD 220689 b,351.470795,-20.61603,46.94,7.758
HD 220773,HD 220773 b,351.614349,8.643845,49,7.093
HD 220842,HD 220842 b,351.654114,56.886528,62.5,7.99
HD 221287,HD 221287 b,352.834747,-58.209732,56.01,7.807
HD 221585,HD 221585 b,353.225189,63.155483,55.94,7.465
HD 222076,HD 222076 b,354.533112,-70.903358,83.5,7.459
HD 222155,HD 222155 b,354.501282,48.996521,50.68,7.114
HD 222582,HD 222582 b,355.464722,-5.985757,42.21,7.68
HD 224538,HD 224538 b,359.715668,-61.586773,77.76,8.06
HD 224693,HD 224693 b,359.974304,-22.428114,93.75,8.23
HD 22781,HD 22781 b,55.206356,31.82629,32.63,8.766
HD 23079,HD 23079 b,54.929562,-52.915836,33.49,7.12
HD 23127,HD 23127 b,54.848495,-60.077843,94.11,8.55
HD 231701,HD 231701 b,293.017334,16.474291,109.22,8.97
HD 233604,HD 233604 b,137.45338,53.56823,868.63,10.406
HD 23596,HD 23596 b,57.001556,40.530636,52,7.244
HD 238914,HD 238914 b,279.584229,59.253857,527.24,8.79
HD 240210,HD 240210 b,347.621792,57.029456,142.86,8.33
HD 240237,HD 240237 b,348.925934,58.04324,958.16,8.19
HD 24040,HD 24040 b,57.595699,17.476366,46.68,7.493
HD 24064,HD 24064 b,59.151241,74.080032,264.4,6.75
HD 25171,HD 25171 b,58.956001,-65.186676,55.7,7.79
HD 2638,HD 2638 b,7.499466,-5.764002,55.05,9.375
HD 26965,HD 26965 b,63.818001,-7.652871,5.04,4.43
HD 27442,HD 27442 b,64.120956,-59.302155,18.28,4.44
HD 27631,HD 27631 b,64.939461,-41.960266,50.36,8.243
HD 27894,HD 27894 b,65.19603,-59.410835,43.88,9.349
HD 27894,HD 27894 c,65.19603,-59.410835,43.88,9.349
HD 27894,HD 27894 d,65.19603,-59.410835,43.88,9.349
HD 28185,HD 28185 b,66.609673,-10.550821,39.6,7.81
HD 28254,HD 28254 b,66.211273,-50.622192,54.7,7.684
HD 285507,HD 285507 b,61.755104,15.335032,45.09,10.267
HD 285968,HD 285968 b,70.732407,18.958172,9.47,10.038
HD 28678,HD 28678 b,67.856056,4.575287,190.92,8.54
HD 29021,HD 29021 b,69.46759,60.676197,31.02,7.76
HD 290327,HD 290327 b,80.839851,-2.277619,56.7,8.99
HD 2952,HD 2952 b,8.293311,54.894985,110.45,5.922
HD 30177,HD 30177 b,70.476555,-58.020756,55.68,8.374
HD 30177,HD 30177 c,70.476555,-58.020756,55.68,8.374
HD 30562,HD 30562 b,72.151604,-5.674045,26.18,5.78
HD 30669,HD 30669 b,72.11869,-28.419298,57.1,9.11
HD 30856,HD 30856 b,72.574425,-24.368839,131.7,8.07
HD 31253,HD 31253 b,73.681892,12.352201,58.24,7.133
HD 3167,HD 3167 b,8.739684,4.381469,47.36,8.94
HD 3167,HD 3167 c,8.739684,4.381469,47.36,8.94
HD 3167,HD 3167 d,8.739684,4.381469,47.36,8.94
HD 32518,HD 32518 b,77.403,69.639404,122.55,6.421
HD 32963,HD 32963 b,76.982353,26.327963,38.12,7.6
HD 330075,HD 330075 b,237.407043,-49.963524,45.36,9.334
HD 33142,HD 33142 b,76.898087,-13.98648,121.8,8.13
HD 33283,HD 33283 b,77.004219,-26.797472,90.1,8.05
HD 33564,HD 33564 b,80.639717,79.231148,20.97,5.08
HD 33844,HD 33844 b,78.150421,-14.951111,100.9,7.286
HD 33844,HD 33844 c,78.150421,-14.951111,100.9,7.286
HD 34445,HD 34445 b,79.420746,7.353343,46.15,7.328
HD 34445,HD 34445 c,79.420746,7.353343,46.15,7.328
HD 34445,HD 34445 d,79.420746,7.353343,46.15,7.328
HD 34445,HD 34445 e,79.420746,7.353343,46.15,7.328
HD 34445,HD 34445 f,79.420746,7.353343,46.15,7.328
HD 34445,HD 34445 g,79.420746,7.353343,46.15,7.328
HD 35759,HD 35759 b,82.888962,64.318779,72.5,7.74
HD 3651,HD 3651 b,9.840858,21.250473,11.1,5.86
HD 37124,HD 37124 b,84.260361,20.730787,31.69,7.7
HD 37124,HD 37124 c,84.260361,20.730787,31.69,7.7
HD 37124,HD 37124 d,84.260361,20.730787,31.69,7.7
HD 37605,HD 37605 b,85.00721,6.060579,46.85,8.67
HD 37605,HD 37605 c,85.00721,6.060579,46.85,8.67
HD 38283,HD 38283 b,84.258408,-73.699341,38.1,6.696
HD 38529,HD 38529 b,86.64547,1.168193,42.4,5.95
HD 38529,HD 38529 c,86.64547,1.168193,42.4,5.95
HD 38801,HD 38801 b,86.996567,-8.3277,91.68,8.26
HD 39091,HD 39091 b,84.291214,-80.469124,18.28,5.67
HD 40307,HD 40307 b,88.51767,-60.023472,12.94,7.17
HD 40307,HD 40307 c,88.51767,-60.023472,12.94,7.17
HD 40307,HD 40307 d,88.51767,-60.023472,12.94,7.17
HD 40307,HD 40307 f,88.51767,-60.023472,12.94,7.17
HD 40307,HD 40307 g,88.51767,-60.023472,12.94,7.17
HD 40956,HD 40956 b,91.663147,63.453838,118.48,6.423
HD 40979,HD 40979 b,91.124763,44.260445,33.3,6.735
HD 41004 A,HD 41004 A b,89.956871,-48.239693,43.03,8.65
HD 41004 B,HD 41004 B b,89.956886,-48.239841,43.03,
HD 4113,HD 4113 b,10.802486,-37.982632,41.92,7.881
HD 42012,HD 42012 b,92.485275,34.1353,37.1,8.44
HD 4203,HD 4203 b,11.171676,20.448927,81.57,8.687
HD 4203,HD 4203 c,11.171676,20.448927,81.57,8.687
HD 4208,HD 4208 b,11.111043,-26.51568,34.23,7.78
HD 42618,HD 42618 b,93.002357,6.783074,23.5,6.839
HD 4308,HD 4308 b,11.163615,-65.649521,22.03,6.56
HD 4313,HD 4313 b,11.41816,7.845021,136.82,7.822
HD 43197,HD 43197 b,93.39859,-29.89727,56.3,8.98
HD 43691,HD 43691 b,94.894485,41.092304,85.81,8.03
HD 44219,HD 44219 b,95.059677,-10.725009,50.4,7.69
HD 45350,HD 45350 b,97.19046,38.962963,46.94,7.885
HD 45364,HD 45364 b,96.410316,-31.480953,34.39,8.062
HD 45364,HD 45364 c,96.410316,-31.480953,34.39,8.062
HD 45652,HD 45652 b,97.304962,10.933891,34.89,8.1
HD 46375,HD 46375 b,98.302597,5.462925,29.58,7.912
HD 47186,HD 47186 b,99.036613,-27.622297,37.5,7.626
HD 47186,HD 47186 c,99.036613,-27.622297,37.5,7.626
HD 4732,HD 4732 b,12.308117,-24.136671,54.87,5.89
HD 4732,HD 4732 c,12.308117,-24.136671,54.87,5.89
HD 47366,HD 47366 b,99.419968,-12.985116,80,6.11
HD 47366,HD 47366 c,99.419968,-12.985116,80,6.11
HD 47536,HD 47536 b,99.44841,-32.339733,122.95,5.25
HD 48265,HD 48265 b,100.007195,-48.541954,85.4,8.05
HD 49674,HD 49674 b,102.877151,40.867756,43.09,8.1
HD 50499,HD 50499 b,103.008438,-33.915562,46.35,7.195
HD 50554,HD 50554 b,103.678436,24.245558,31.19,6.84
HD 52265,HD 52265 b,105.07515,-5.367162,30.01,6.3
HD 5319,HD 5319 b,13.755836,0.789553,114,8.05
HD 5319,HD 5319 c,13.755836,0.789553,114,8.05
HD 55696,HD 55696 b,108.062378,-38.174541,78.15,7.95
HD 5583,HD 5583 b,14.486255,34.985561,221,7.6
HD 5608,HD 5608 b,14.559246,33.950886,58.21,5.98
HD 564,HD 564 b,2.470091,-50.267822,53.6,8.29
HD 5891,HD 5891 b,15.1383,20.292484,285.75,8.25
HD 59686 A,HD 59686 A b,112.951653,17.086046,96.8,5.442
HD 60532,HD 60532 b,113.513252,-22.296066,25.3,4.44
HD 60532,HD 60532 c,113.513252,-22.296066,25.3,4.44
HD 62509,HD 62509 b,116.328957,28.026199,10.34,1.14
HD 63454,HD 63454 b,114.841049,-78.278969,37.73,9.37
HD 63765,HD 63765 b,116.957161,-54.264145,32.57,8.1
HD 6434,HD 6434 b,16.167295,-39.488216,42.41,7.71
HD 65216,HD 65216 b,118.422173,-63.647324,35.16,7.964
HD 65216,HD 65216 c,118.422173,-63.647324,35.16,7.964
HD 66141,HD 66141 b,120.566406,2.334571,68.16,4.38
HD 66428,HD 66428 b,120.869438,-1.162709,53.36,8.258
HD 67087,HD 67087 b,121.915649,31.551319,76.69,8.05
HD 67087,HD 67087 c,121.915649,31.551319,76.69,8.05
HD 6718,HD 6718 b,16.952761,-8.233706,54.9,8.45
HD 68402,HD 68402 b,121.348717,-74.410416,78,9.11
HD 68988,HD 68988 b,124.592384,61.460724,60.95,8.2
HD 69830,HD 69830 b,124.599777,-12.632174,12.56,6
HD 69830,HD 69830 c,124.599777,-12.632174,12.56,6
HD 69830,HD 69830 d,124.599777,-12.632174,12.56,6
HD 70573,HD 70573 b,125.708135,1.859323,45.7,11.424
HD 70642,HD 70642 b,125.367233,-39.70541,29.3,7.18
HD 7199,HD 7199 b,17.696762,-66.188164,36.19,8.027
HD 72659,HD 72659 b,128.51329,-1.568217,51.4,7.46
HD 72892,HD 72892 b,128.719147,-14.456694,72.78,8.83
HD 73256,HD 73256 b,129.095901,-30.037626,36.75,8.08
HD 73267,HD 73267 b,129.074066,-34.45998,54.91,8.9
HD 73526,HD 73526 b,129.31868,-41.319103,97.51,8.971
HD 73526,HD 73526 c,129.31868,-41.319103,97.51,8.971
HD 73534,HD 73534 b,129.815842,12.960376,81,8.23
HD 74156,HD 74156 b,130.604675,4.578097,64.6,7.614
HD 74156,HD 74156 c,130.604675,4.578097,64.6,7.614
HD 7449,HD 7449 b,18.622173,-5.047387,38.71,7.483
HD 75289,HD 75289 b,131.918289,-41.736794,29.14,6.35
HD 75784,HD 75784 b,133.099747,13.233433,68.7,7.84
HD 75784,HD 75784 c,133.099747,13.233433,68.7,7.84
HD 75898,HD 75898 b,133.461685,33.056812,78.23,8.03
HD 76700,HD 76700 b,133.481308,-66.800995,60.99,8.155
HD 76920,HD 76920 b,133.820068,-67.265472,184.8,7.817
HD 77338,HD 77338 b,135.302063,-25.527061,46,8.591
HD 7924,HD 7924 b,20.496313,76.710281,16.82,7.185
HD 7924,HD 7924 c,20.496313,76.710281,16.82,7.185
HD 7924,HD 7924 d,20.496313,76.710281,16.82,7.185
HD 79498,HD 79498 b,138.789169,23.375549,49,8.05
HD 80606,HD 80606 b,140.65654,50.603722,66.6,9.001
HD 81040,HD 81040 b,140.946198,20.364454,34.47,7.72
HD 81688,HD 81688 b,142.166626,45.601482,85.92,5.393
HD 82886,HD 82886 b,143.938263,34.780743,127.52,7.78
HD 82943,HD 82943 b,143.711395,-12.129546,27.61,6.53
HD 82943,HD 82943 c,143.711395,-12.129546,27.61,6.53
HD 83443,HD 83443 b,144.299286,-43.272205,40.95,8.222
HD 8535,HD 8535 b,20.905149,-41.269802,52.5,7.7
HD 85390,HD 85390 b,147.510406,-49.790268,33.56,8.526
HD 85512,HD 85512 b,147.779388,-43.502789,11.28,7.67
HD 8574,HD 8574 b,21.302153,28.566692,44.2,7.112
HD 86081,HD 86081 b,149.024658,-3.808422,104.24,8.73
HD 86226,HD 86226 b,149.124359,-24.09939,45.74,7.932
HD 86264,HD 86264 b,149.240997,-15.895122,67.94,7.407
HD 8673,HD 8673 b,21.536604,34.5797,37.9,6.31
HD 86950,HD 86950 b,150.406708,-17.333023,169,7.459
HD 87646,HD 87646 b,151.669861,17.895103,135.17,8
HD 87883,HD 87883 b,152.179749,34.24226,18.3,7.55
HD 88133,HD 88133 b,152.531982,18.186871,73.77,8.01
HD 89307,HD 89307 b,154.588699,12.621108,32.04,7.009
HD 89345,HD 89345 b,154.671066,10.129028,132.8,9.376
HD 89744,HD 89744 b,155.544006,41.22953,39,5.72
HD 90156,HD 90156 b,155.980316,-29.645529,21.96,6.92
HD 9174,HD 9174 b,22.504177,-19.604502,78.93,8.4
HD 92788,HD 92788 b,160.702209,-2.183756,34.69,7.3
HD 93083,HD 93083 b,161.087143,-33.577023,28.54,8.3
HD 9446,HD 9446 b,23.334101,29.265148,50.42,8.369
HD 9446,HD 9446 c,23.334101,29.265148,50.42,8.369
HD 95086,HD 95086 b,164.262589,-68.667343,86.44,7.36
HD 95089,HD 95089 b,164.698898,1.729216,137.46,7.946
HD 95127,HD 95127 b,164.896194,43.814465,332,8.15
HD 95872,HD 95872 b,165.867114,-22.093977,7.56,9.895
HD 96063,HD 96063 b,166.185226,-2.513218,140.62,8.37
HD 96127,HD 96127 b,166.441452,44.301559,597.42,7.43
HD 96167,HD 96167 b,166.31279,-10.291301,85.51,8.09
HD 97658,HD 97658 b,168.638184,25.710384,21.58,7.71
HD 98219,HD 98219 b,169.448135,-23.975414,114.07,8.21
HD 98649,HD 98649 b,170.215698,-23.217342,42.22,7.991
HD 98736,HD 98736 b,170.455597,18.190001,32.48,7.93
HD 99109,HD 99109 b,171.072327,-1.529076,54.88,9.1
HD 99492,HD 99492 b,171.692825,3.006328,55.7,7.58
HD 99706,HD 99706 b,172.125885,43.966579,147.21,7.81
HIP 105854,HIP 105854 b,321.595306,-37.82943,78.8,5.64
HIP 107773,HIP 107773 b,327.500519,-64.71254,103.63,5.62
HIP 109384,HIP 109384 b,332.405823,71.314331,56.2,9.63
HIP 109600,HIP 109600 b,333.026062,29.065811,58.6,9.16
HIP 116454,HIP 116454 b,353.955353,0.445516,55.2,10.19
HIP 12961,HIP 12961 b,41.678692,-23.086611,23.39,10.24
HIP 14810,HIP 14810 b,47.809292,21.097359,50.55,8.52
HIP 14810,HIP 14810 c,47.809292,21.097359,50.55,8.52
HIP 14810,HIP 14810 d,47.809292,21.097359,50.55,8.52
HIP 41378,HIP 41378 b,126.616043,10.080378,106.61,8.93
HIP 41378,HIP 41378 c,126.616043,10.080378,106.61,8.93
HIP 41378,HIP 41378 d,126.616043,10.080378,106.61,8.93
HIP 41378,HIP 41378 e,126.616043,10.080378,106.61,8.93
HIP 41378,HIP 41378 f,126.616043,10.080378,106.61,8.93
HIP 5158,HIP 5158 b,16.508533,-22.453154,51.68,10.167
HIP 5158,HIP 5158 c,16.508533,-22.453154,51.68,10.167
HIP 57274,HIP 57274 b,176.170685,30.959293,25.88,8.98
HIP 57274,HIP 57274 c,176.170685,30.959293,25.88,8.98
HIP 57274,HIP 57274 d,176.170685,30.959293,25.88,8.98
HIP 63242,HIP 63242 b,194.383163,-65.646461,157.16,6.871
HIP 65407,HIP 65407 b,201.087662,48.885094,55.5,9.42
HIP 65407,HIP 65407 c,201.087662,48.885094,55.5,9.42
HIP 65426,HIP 65426 b,201.150406,-51.504459,111.4,6.982
HIP 65891,HIP 65891 b,202.605301,-58.664356,136.05,6.75
HIP 67537,HIP 67537 b,207.580826,-39.900856,112.6,6.44
HIP 67851,HIP 67851 b,208.466919,-35.314362,65.96,6.17
HIP 67851,HIP 67851 c,208.466919,-35.314362,65.96,6.17
HIP 70849,HIP 70849 b,217.327347,-46.463818,24.07,10.36
HIP 74890,HIP 74890 b,229.572205,-41.42057,91.49,7.05
HIP 75458,HIP 75458 b,231.232391,58.966064,31.67,3.29
HIP 78530,HIP 78530 b,240.481064,-21.980389,156.7,7.192
HIP 79431,HIP 79431 b,243.174057,-18.875504,14.54,11.34
HIP 8541,HIP 8541 b,27.526375,-54.464962,168.63,7.88
HIP 91258,HIP 91258 b,279.221466,61.702503,45.95,8.646
HIP 97233,HIP 97233 b,296.421967,-0.696645,106.5,7.34
HN Peg,HN Peg b,326.130554,14.771939,18.13,5.95
HR 2562,HR 2562 b,102.504227,-60.249146,33.63,6.11
HR 810,HR 810 b,40.639442,-50.800293,17.33,5.41
HR 8799,HR 8799 b,346.869659,21.134251,39.4,5.953
HR 8799,HR 8799 c,346.869659,21.134251,39.4,5.953
HR 8799,HR 8799 d,346.869659,21.134251,39.4,5.953
HR 8799,HR 8799 e,346.869659,21.134251,39.4,5.953
IC 4651 9122,IC 4651 9122 b,261.208618,-49.948917,879.38,
K2-10,K2-10 b,172.121964,1.690636,274.48,12.418
K2-100,K2-100 b,129.601257,20.106064,190.04,10.651
K2-101,K2-101 b,130.344086,18.933874,189.33,12.957
K2-102,K2-102 b,130.056046,19.778811,189.17,13.2
K2-104,K2-104 b,129.636749,19.773829,190.21,15.149
K2-105,K2-105 b,125.42028,13.49753,199.28,11.752
K2-107,K2-107 b,284.985382,-22.293402,696.95,12.92
K2-108,K2-108 b,123.381874,16.419609,484.99,12.33
K2-11,K2-11 b,169.042007,1.98684,332.46,13.386
K2-110,K2-110 b,207.349533,-12.284491,116.84,11.915
K2-111,K2-111 b,59.889755,21.298685,201.51,11.137
K2-113,K2-113 b,19.449286,6.868895,649.75,13.684
K2-114,K2-114 b,127.882965,11.922265,484.8,14.556
K2-115,K2-115 b,126.553444,12.281936,418.58,13.362
K2-116,K2-116 b,336.151611,-11.578691,49.46,10.91
K2-117,K2-117 b,133.855682,10.469131,101.95,14.655
K2-117,K2-117 c,133.855682,10.469131,101.95,14.655
K2-118,K2-118 b,132.126892,15.655983,324.7,14.049
K2-119,K2-119 b,132.009735,16.901854,369.66,14.883
K2-12,K2-12 b,173.192032,2.244884,329.36,12.258
K2-120,K2-120 b,132.14299,17.190685,,14.045
K2-121,K2-121 b,126.936722,17.579397,170.37,13.319
K2-122,K2-122 b,126.476311,20.35957,72.19,13.15
K2-123,K2-123 b,134.444183,21.453533,162.36,14.781
K2-124,K2-124 b,133.64119,23.132891,140.67,15.105
K2-125,K2-125 b,204.14212,-14.947603,124.6,16.122
K2-126,K2-126 b,203.546539,-13.576928,103.29,12.918
K2-127,K2-127 b,207.078384,-11.588979,723.97,15.037
K2-128,K2-128 b,204.437653,-8.597065,115.01,12.627
K2-129,K2-129 b,289.148315,-25.644964,27.82,13.63
K2-13,K2-13 b,170.155533,2.502696,345.76,12.901
K2-130,K2-130 b,290.270264,-19.690807,118.41,12.759
K2-131,K2-131 b,182.751556,-9.765218,153.7,12.115
K2-132,K2-132 b,182.166397,-8.747175,620.41,11.897
K2-133,K2-133 b,70.148567,25.010006,75.33,14.288
K2-133,K2-133 c,70.148567,25.010006,75.33,14.288
K2-133,K2-133 d,70.148567,25.010006,75.33,14.288
K2-136,K2-136 b,67.41246,22.882721,59.35,10.9
K2-136,K2-136 c,67.41246,22.882721,59.35,10.9
K2-136,K2-136 d,67.41246,22.882721,59.35,10.9
K2-137,K2-137 b,186.870728,-6.195224,99.15,15.498
K2-138,K2-138 b,348.949036,-10.849696,183,12.21
K2-138,K2-138 c,348.949036,-10.849696,183,12.21
K2-138,K2-138 d,348.949036,-10.849696,183,12.21
K2-138,K2-138 e,348.949036,-10.849696,183,12.21
K2-138,K2-138 f,348.949036,-10.849696,183,12.21
K2-139,K2-139 b,289.066528,-17.910688,154.6,11.653
K2-14,K2-14 b,178.057022,2.594245,367.72,16.31
K2-140,K2-140 b,188.137344,-9.60764,341.6,12.624
K2-141,K2-141 b,350.916534,-1.189274,61.98,11.389
K2-141,K2-141 c,350.916534,-1.189274,61.98,11.389
K2-146,K2-146 b,130.026779,19.092878,79.5,16.248
K2-147,K2-147 b,293.833191,-28.497833,88,14.019
