pl_hostname,pl_name,ra,dec,st_dist,st_optmag
K2-197,K2-197 b,202.393661,-7.374002,249.59,12.157
K2-198,K2-198 b,198.843811,-6.464886,110.91,10.971
K2-199,K2-199 b,208.901703,-6.136143,107.97,12.289
K2-199,K2-199 c,208.901703,-6.136143,107.97,12.289
K2-200,K2-200 b,202.251602,-4.610228,185.09,12.459
K2-201,K2-201 b,293.56073,-23.131035,199.05,12.809
K2-201,K2-201 c,293.56073,-23.131035,199.05,12.809
K2-202,K2-202 b,283.264282,-22.407034,302.99,13.297
K2-203,K2-203 b,12.773741,-1.195891,166.93,12.353
K2-204,K2-204 b,17.382523,-0.51762,586.87,13.01
K2-205,K2-205 b,15.217487,0.425996,409.95,12.391
K2-206,K2-206 b,11.256313,0.593257,246.14,13.1
K2-207,K2-207 b,11.699704,0.640796,366.84,13.166
K2-208,K2-208 b,20.779097,0.889177,258.76,12.503
K2-209,K2-209 b,14.690681,1.383812,76.67,11.205
K2-21,K2-21 b,340.30368,-14.488987,83.85,12.85
K2-21,K2-21 c,340.30368,-14.488987,83.85,12.85
K2-210,K2-210 b,17.640936,1.578266,177.39,11.535
K2-211,K2-211 b,21.105953,1.704954,274.39,13.075
K2-212,K2-212 b,18.423407,3.096936,109.32,13.1
K2-213,K2-213 b,13.140305,3.507705,394.05,11.803
K2-214,K2-214 b,14.876077,4.227798,303.28,11.805
K2-215,K2-215 b,18.470087,6.123902,408.67,12.986
K2-216,K2-216 b,11.480249,6.346971,115.94,12.476
K2-217,K2-217 b,11.298392,6.481562,386.01,12.187
K2-218,K2-218 b,12.809659,6.84646,398.41,12.876
K2-219,K2-219 b,12.845309,8.86764,328.42,12.09
K2-219,K2-219 c,12.845309,8.86764,328.42,12.09
K2-219,K2-219 d,12.845309,8.86764,328.42,12.09
K2-22,K2-22 b,169.482819,2.61907,245.53,15.597
K2-220,K2-220 b,12.769862,9.516806,234.92,11.89
K2-221,K2-221 b,16.654982,10.189687,321.63,12.703
K2-222,K2-222 b,16.46228,11.753423,101.59,9.543
K2-223,K2-223 b,185.306152,-10.282037,201.1,11.431
K2-223,K2-223 c,185.306152,-10.282037,201.1,11.431
K2-224,K2-224 b,189.704086,-10.060654,277.7,12.682
K2-224,K2-224 c,189.704086,-10.060654,277.7,12.682
K2-225,K2-225 b,186.54129,-9.624804,360.3,11.836
K2-226,K2-226 b,183.645752,-9.562642,211.2,12.308
K2-227,K2-227 b,190.948471,-8.478236,188.22,12.015
K2-228,K2-228 b,187.294785,-6.834258,142.4,12.995
K2-229,K2-229 b,186.87326,-6.721861,103.8,10.985
K2-229,K2-229 c,186.87326,-6.721861,103.8,10.985
K2-230,K2-230 b,191.363205,-6.576109,548.9,12.707
K2-231,K2-231 b,289.091827,-15.771108,295,12.708
K2-232,K2-232 b,73.76651,18.654535,131.21,9.899
K2-233,K2-233 b,230.47998,-20.231684,67.64,10.726
K2-233,K2-233 c,230.47998,-20.231684,67.64,10.726
K2-233,K2-233 d,230.47998,-20.231684,67.64,10.726
K2-237,K2-237 b,253.76889,-28.710564,458,11.601
K2-238,K2-238 b,347.704346,-7.857499,453,13.748
K2-239,K2-239 b,160.594299,4.441349,49,14.549
K2-239,K2-239 c,160.594299,4.441349,49,14.549
K2-239,K2-239 d,160.594299,4.441349,49,14.549
K2-24,K2-24 b,242.573715,-24.990332,171.39,11.07
K2-24,K2-24 c,242.573715,-24.990332,171.39,11.07
K2-240,K2-240 b,227.849609,-17.875217,70,13.392
K2-240,K2-240 c,227.849609,-17.875217,70,13.392
K2-241,K2-241 b,181.239365,-6.804924,149.6,11.97
K2-242,K2-242 b,179.835907,-6.517851,109.6,16.588
K2-243,K2-243 b,181.121399,-4.899185,269.2,10.97
K2-243,K2-243 c,181.121399,-4.899185,269.2,10.97
K2-244,K2-244 b,183.468918,-3.831868,214,11.78
K2-245,K2-245 b,185.181686,-1.590889,463.4,12.212
K2-246,K2-246 b,181.629715,-1.16056,723.1,14.55
K2-247,K2-247 b,188.893692,-10.069232,260.2,14.956
K2-247,K2-247 c,188.893692,-10.069232,260.2,14.956
K2-248,K2-248 b,182.817245,-9.414005,410.5,13.402
K2-249,K2-249 b,183.366669,-8.995114,528.3,11.827
K2-25,K2-25 b,63.273434,15.247763,45.01,15.881
K2-250,K2-250 b,185.031769,-8.975785,417.6,14.267
K2-251,K2-251 b,190.689224,-8.53592,147.7,15.621
K2-252,K2-252 b,182.366364,-8.30952,229.9,12.847
K2-253,K2-253 b,186.085403,-6.378884,901.8,14.868
K2-254,K2-254 b,185.550751,-4.717236,229.4,14.183
K2-254,K2-254 c,185.550751,-4.717236,229.4,14.183
K2-255,K2-255 b,189.912994,-3.370542,192.4,13.756
K2-256,K2-256 b,186.227158,-2.065931,580.5,14.939
K2-257,K2-257 b,188.278488,-1.953159,64.1,13.716
K2-258,K2-258 b,187.631332,-1.16092,675.2,13.298
K2-259,K2-259 b,186.802689,1.566849,422.1,12.536
K2-26,K2-26 b,94.206581,24.596411,99.33,14.53
K2-260,K2-260 b,76.867325,16.867718,676.32,12.689
K2-261,K2-261 b,163.032425,0.493352,214.58,10.612
K2-263,K2-263 b,129.682388,15.680626,163.23,11.606
K2-264,K2-264 b,131.358566,19.698462,186.57,15.318
K2-264,K2-264 c,131.358566,19.698462,186.57,15.318
K2-265,K2-265 b,342.031525,-14.494689,139.22,11.102
K2-266,K2-266 b,157.93544,0.937571,77.16,11.808
K2-266,K2-266 c,157.93544,0.937571,77.16,11.808
K2-266,K2-266 d,157.93544,0.937571,77.16,11.808
K2-266,K2-266 e,157.93544,0.937571,77.16,11.808
K2-268,K2-268 b,133.709549,11.848265,331.46,13.853
K2-268,K2-268 c,133.709549,11.848265,331.46,13.853
K2-269,K2-269 b,130.155167,13.014676,362.07,11.784
K2-27,K2-27 b,171.515167,1.230738,251.43,12.64
K2-270,K2-270 b,131.266602,13.549833,283.53,13.782
K2-270,K2-270 c,131.266602,13.549833,283.53,13.782
K2-271,K2-271 b,125.223885,16.090946,571.47,13.827
K2-272,K2-272 b,132.621124,17.542444,426.57,13.841
K2-273,K2-273 b,129.777054,19.010023,310.6,13.371
K2-274,K2-274 b,129.28244,20.399372,232.82,13.086
K2-275,K2-275 b,132.169891,20.455076,124.09,12.063
K2-275,K2-275 c,132.169891,20.455076,124.09,12.063
K2-276,K2-276 b,125.952751,22.634024,489.88,14.627
K2-277,K2-277 b,202.016632,-15.93782,113.53,10.364
K2-278,K2-278 b,203.301773,-14.504056,804.13,13.412
K2-279,K2-279 b,204.779724,-6.041594,183.8,11.491
K2-28,K2-28 b,335.62439,-7.955366,63.11,16.061
K2-280,K2-280 b,291.595337,-22.247662,396.9,12.536
K2-281,K2-281 b,16.22735,7.269234,466.11,15.117
K2-282,K2-282 b,13.432017,7.995316,502.28,14.042
K2-283,K2-283 b,13.194414,9.692924,408.24,14.445
K2-284,K2-284 b,79.140686,20.255108,107.6,13.322
K2-29,K2-29 b,62.670647,24.402042,179.39,12.526
K2-3,K2-3 b,172.334946,-1.454787,44.13,12.17
K2-3,K2-3 c,172.334946,-1.454787,44.13,12.17
K2-3,K2-3 d,172.334946,-1.454787,44.13,12.17
K2-30,K2-30 b,52.341961,22.299404,336.26,13.53
K2-31,K2-31 b,245.44075,-23.547865,110.87,10.775
K2-32,K2-32 b,252.426086,-19.542822,158.39,12.31
K2-32,K2-32 c,252.426086,-19.542822,158.39,12.31
K2-32,K2-32 d,252.426086,-19.542822,158.39,12.31
K2-33,K2-33 b,242.561401,-19.319273,139.8,15.714
K2-34,K2-34 b,127.578773,22.235909,352.34,11.548
K2-35,K2-35 b,170.103088,1.285956,254.43,14.35
K2-35,K2-35 c,170.103088,1.285956,254.43,14.35
K2-36,K2-36 b,169.449066,3.866393,110.09,11.8
K2-36,K2-36 c,169.449066,3.866393,110.09,11.8
K2-37,K2-37 b,243.451004,-24.787062,180.86,12.52
K2-37,K2-37 c,243.451004,-24.787062,180.86,12.52
K2-37,K2-37 d,243.451004,-24.787062,180.86,12.52
K2-38,K2-38 b,240.033585,-23.189287,193.71,11.39
K2-38,K2-38 c,240.033585,-23.189287,193.71,11.39
K2-39,K2-39 b,338.368378,-9.022769,310.14,10.83
K2-4,K2-4 b,174.745636,-3.905585,233.37,14.907
K2-42,K2-42 b,176.665726,-5.171913,401.36,15.023
K2-43,K2-43 b,169.117142,-3.97544,183.48,15.596
K2-44,K2-44 b,174.011627,-2.520881,483.19,12.189
K2-45,K2-45 b,169.632874,-1.77413,502.34,15.78
K2-46,K2-46 b,174.266342,-0.907261,454.93,12.029
K2-47,K2-47 b,168.582596,2.780711,353.38,14.085
K2-48,K2-48 b,176.12355,3.272425,316.61,14.277
K2-49,K2-49 b,177.320206,3.475569,463.06,15.668
K2-5,K2-5 b,169.303497,-1.877976,204.12,14.91
K2-5,K2-5 c,169.303497,-1.877976,204.12,14.91
K2-50,K2-50 b,169.483627,5.988378,259.33,14.717
K2-52,K2-52 b,246.61142,-24.969948,1064.53,15.037
K2-53,K2-53 b,244.141815,-20.400534,138.56,11.888
K2-54,K2-54 b,338.054199,-17.543995,175.84,14.042
K2-55,K2-55 b,333.751923,-17.250708,160.26,13.546
K2-57,K2-57 b,342.691711,-14.069886,266.23,14.501
K2-58,K2-58 b,333.821808,-14.049808,182.69,12.378
K2-58,K2-58 c,333.821808,-14.049808,182.69,12.378
K2-58,K2-58 d,333.821808,-14.049808,182.69,12.378
K2-59,K2-59 b,338.942352,-14.027745,314.09,14.226
K2-59,K2-59 c,338.942352,-14.027745,314.09,14.226
K2-6,K2-6 b,178.192261,-1.198477,319.59,12.654
K2-60,K2-60 b,338.606171,-13.731702,498.7,12.789
K2-61,K2-61 b,339.674744,-13.560024,410.35,12.991
K2-62,K2-62 b,334.364166,-12.187498,112.83,12.397
K2-62,K2-62 c,334.364166,-12.187498,112.83,12.397
K2-63,K2-63 b,333.426666,-12.066374,524.41,12.876
K2-64,K2-64 b,332.413605,-11.428742,506.87,14.086
K2-65,K2-65 b,333.211761,-10.925379,78.06,10.801
K2-66,K2-66 b,331.526703,-10.711549,520.43,11.71
K2-68,K2-68 b,334.019775,-10.567318,169.47,12.977
K2-69,K2-69 b,335.759552,-10.48858,181.63,14.807
K2-7,K2-7 b,167.093765,-1.065755,754.64,13.213
K2-70,K2-70 b,338.4758,-10.084946,234.47,12.989
K2-71,K2-71 b,341.724426,-9.881619,153.86,14.875
K2-72,K2-72 b,334.621979,-9.612382,66.56,15.309
K2-72,K2-72 c,334.621979,-9.612382,66.56,15.309
K2-72,K2-72 d,334.621979,-9.612382,66.56,15.309
K2-72,K2-72 e,334.621979,-9.612382,66.56,15.309
K2-73,K2-73 b,335.025482,-9.056093,271.27,11.345
K2-74,K2-74 b,339.919342,-8.714505,381.85,12.588
K2-75,K2-75 b,338.844849,-7.469853,570.86,12.701
K2-75,K2-75 c,338.844849,-7.469853,570.86,12.701
K2-77,K2-77 b,55.228428,12.572612,142.31,12.158
K2-79,K2-79 b,55.255905,13.519372,257.9,12.075
K2-8,K2-8 b,169.793671,-0.284375,407.93,14.61
K2-8,K2-8 c,169.793671,-0.284375,407.93,14.61
K2-80,K2-80 b,59.037487,13.559289,201.96,12.626
K2-80,K2-80 c,59.037487,13.559289,201.96,12.626
K2-80,K2-80 d,59.037487,13.559289,201.96,12.626
K2-81,K2-81 b,57.485489,14.5022,254.14,14.364
K2-83,K2-83 b,59.901562,15.558886,125.98,14.514
K2-83,K2-83 c,59.901562,15.558886,125.98,14.514
K2-84,K2-84 b,55.809273,16.634548,287.23,13.443
K2-84,K2-84 c,55.809273,16.634548,287.23,13.443
K2-85,K2-85 b,59.464394,18.465254,97.49,12.831
K2-86,K2-86 b,51.552799,18.635616,260.61,13.167
K2-87,K2-87 b,66.236221,18.827417,498.24,14.134
K2-88,K2-88 b,54.751598,19.120178,110.91,15.476
K2-89,K2-89 b,57.066715,20.459639,86.25,14.162
K2-9,K2-9 b,176.264465,0.005301,83.16,15.63
K2-90,K2-90 b,59.152405,22.472631,134.71,13.855
K2-90,K2-90 c,59.152405,22.472631,134.71,13.855
K2-91,K2-91 b,63.218063,24.205112,62.69,15.572
K2-95,K2-95 b,129.362747,18.976685,180.63,15.498
K2-97,K2-97 b,127.762833,10.847586,869.76,12.611
K2-98,K2-98 b,126.488289,11.511145,526.31,12.166
K2-99,K2-99 b,208.773743,-5.442466,522.29,11.149
KELT-1,KELT-1 b,0.362142,39.383808,262,10.701
KELT-10,KELT-10 b,284.548373,-47.003242,183,10.854
KELT-11,KELT-11 b,161.70726,-9.399025,98,8.037
KELT-12,KELT-12 b,267.640503,36.570232,360,10.59
KELT-14,KELT-14 b,108.301485,-42.409744,266,11
KELT-15,KELT-15 b,117.415037,-52.120453,291,11.189
KELT-16,KELT-16 b,314.268494,31.661034,450.28,11.898
KELT-17,KELT-17 b,125.617523,13.735319,210,9.286
KELT-18,KELT-18 b,216.524017,59.444275,311,10.117
KELT-19 A,KELT-19 A b,111.509499,7.615806,302.8,9.885
KELT-2 A,KELT-2 A b,92.663948,30.957144,134.57,8.713
KELT-20,KELT-20 b,294.661407,31.219225,139.7,7.58
KELT-21,KELT-21 b,304.800049,32.581039,415,
KELT-3,KELT-3 b,148.643324,40.388069,178,9.873
KELT-4 A,KELT-4 A b,157.062546,25.573189,210,9.98
KELT-6,KELT-6 b,195.981868,30.640051,222,10.418
KELT-6,KELT-6 c,195.981868,30.640051,222,10.418
KELT-7,KELT-7 b,78.295532,33.318165,129,8.54
KELT-8,KELT-8 b,283.30551,24.12738,236,10.833
KELT-9,KELT-9 b,307.859802,39.938828,188.7,7.55
KIC 10001893,KIC 10001893 b,287.389188,46.984489,1758.47,15.846
KIC 10001893,KIC 10001893 c,287.389188,46.984489,1758.47,15.846
KIC 10001893,KIC 10001893 d,287.389188,46.984489,1758.47,15.846
KIC 10525077,KIC 10525077 b,287.378077,47.771187,1464.12,15.355
KIC 3558849,KIC 3558849 b,294.949847,38.605197,1215.64,14.218
KIC 5437945,KIC 5437945 b,288.474857,40.651357,848,13.771
KIC 5951458,KIC 5951458 b,288.991582,41.223038,742.54,12.713
KIC 7917485,KIC 7917485 b,299.434592,43.632622,1382.51,13.2
KOI-7892,KIC 8540376 b,282.37753,44.694592,1072.12,14.294
KOI-7892,KIC 8540376 c,282.37753,44.694592,1072.12,14.294
KIC 9663113,KIC 9663113 b,297.045421,46.328701,1594.34,13.955
KMT-2016-BLG-1397L,KMT-2016-BLG-1397L b,272.664612,-24.857738,6600,
KMT-2016-BLG-1820L,KMT-2016-BLG-1820L b,268.76474,-29.51692,6260,
KMT-2016-BLG-2142L,KMT-2016-BLG-2142L b,268.112,-29.384562,7010,
KOI-12,KOI-12 b,297.453731,41.010991,426,11.353
KOI-1257,KOI-1257 b,291.22518,44.927383,900,14.867
KOI-13,KOI-13 b,286.971199,46.868362,415,9.958
KOI-142,KOI-142 b,291.148088,40.669407,339,13.11
KOI-142,KOI-142 c,291.148088,40.669407,339,13.11
KOI-217,KOI-217 b,294.865505,46.285854,800,15.127
KOI-351,KOI-351 b,284.433492,49.305161,780,13.804
KOI-351,KOI-351 c,284.433492,49.305161,780,13.804
KOI-351,KOI-351 d,284.433492,49.305161,780,13.804
KOI-351,KOI-351 e,284.433492,49.305161,780,13.804
KOI-351,KOI-351 f,284.433492,49.305161,780,13.804
KOI-351,KOI-351 g,284.433492,49.305161,780,13.804
KOI-351,KOI-351 h,284.433492,49.305161,780,13.804
KOI-351,KOI-351 i,284.433492,49.305161,780,13.804
KOI-55,KOI-55 b,296.356105,41.092755,1180,14.87
KOI-55,KOI-55 c,296.356105,41.092755,1180,14.87
KOI-94,KOI-94 b,297.333057,41.891117,462,12.205
KOI-94,KOI-94 c,297.333057,41.891117,462,12.205
KOI-94,KOI-94 d,297.333057,41.891117,462,12.205
KOI-94,KOI-94 e,297.333057,41.891117,462,12.205
KPS-1,KPS-1 b,165.167404,64.96402,264.69,13.033
Kapteyn,Kapteyn c,77.91909,-45.018414,3.93,8.845
Kepler-10,Kepler-10 b,285.679394,50.241299,173,10.94
Kepler-10,Kepler-10 c,285.679394,50.241299,173,10.94
Kepler-100,Kepler-100 b,291.385979,41.990273,297,11.197
Kepler-100,Kepler-100 c,291.385979,41.990273,297,11.197
Kepler-100,Kepler-100 d,291.385979,41.990273,297,11.197
Kepler-1000,Kepler-1000 b,286.685523,47.098221,925,13.256
Kepler-1001,Kepler-1001 b,286.273871,48.618706,1009,15.338
Kepler-1002,Kepler-1002 b,293.079495,43.073715,425,11.704
Kepler-1003,Kepler-1003 b,292.020456,44.876217,873,14.053
Kepler-1004,Kepler-1004 b,297.359299,49.79755,1080,13.427
Kepler-1005,Kepler-1005 b,286.286014,43.320461,515,13.25
Kepler-1006,Kepler-1006 b,295.754127,42.537476,496,14.563
Kepler-1007,Kepler-1007 b,295.906552,45.80912,365,14.744
Kepler-1008,Kepler-1008 b,296.547525,44.941933,299,13.395
Kepler-1009,Kepler-1009 b,282.85993,42.665764,281,15.278
Kepler-101,Kepler-101 b,283.255489,48.355228,657,13.8
Kepler-101,Kepler-101 c,283.255489,48.355228,657,13.8
Kepler-1010,Kepler-1010 b,289.192636,44.149326,610,14.685
Kepler-1011,Kepler-1011 b,297.401546,46.824001,860,15.196
Kepler-1012,Kepler-1012 b,289.29627,46.457954,420,13.317
Kepler-1013,Kepler-1013 b,290.248072,44.435242,433,14.417
Kepler-1014,Kepler-1014 b,285.122033,44.110603,672,14.64
Kepler-1015,Kepler-1015 b,292.75733,43.42691,932,12.818
Kepler-1016,Kepler-1016 b,294.613645,45.984623,1239,15.356
Kepler-1016,Kepler-1016 c,294.613645,45.984623,1239,15.356
Kepler-1017,Kepler-1017 b,283.469362,40.132607,554,14.139
Kepler-1018,Kepler-1018 b,283.596696,45.407879,894,15.041
Kepler-1019,Kepler-1019 b,283.717526,47.204449,198,13.59
Kepler-102,Kepler-102 b,281.482749,47.208031,110,11.492
Kepler-102,Kepler-102 c,281.482749,47.208031,110,11.492
Kepler-102,Kepler-102 d,281.482749,47.208031,110,11.492
Kepler-102,Kepler-102 e,281.482749,47.208031,110,11.492
Kepler-102,Kepler-102 f,281.482749,47.208031,110,11.492
Kepler-1020,Kepler-1020 b,292.672551,46.377422,446,14.031
Kepler-1021,Kepler-1021 b,295.204905,42.559681,837,15.164
Kepler-1022,Kepler-1022 b,289.352005,46.973728,455,15.389
Kepler-1023,Kepler-1023 b,289.029742,49.769707,686,14.52
Kepler-1024,Kepler-1024 b,291.950991,38.251698,1017,15.983
Kepler-1025,Kepler-1025 b,284.510201,43.961666,716,13.573
Kepler-1026,Kepler-1026 b,283.605263,39.99798,389,14.254
Kepler-1027,Kepler-1027 b,287.571185,42.813923,291,12.852
Kepler-1028,Kepler-1028 b,289.593097,49.781158,633,14.325
Kepler-1029,Kepler-1029 b,292.132976,41.54754,422,14.31
Kepler-103,Kepler-103 b,288.984555,40.064521,485,12.287
Kepler-103,Kepler-103 c,288.984555,40.064521,485,12.287
Kepler-1030,Kepler-1030 b,293.681915,45.817559,795,15.719
Kepler-1031,Kepler-1031 b,296.089747,48.955376,741,13.8
Kepler-1032,Kepler-1032 b,289.930872,40.097751,607,15.753
Kepler-1033,Kepler-1033 b,283.845142,44.609093,1425,15.986
Kepler-1034,Kepler-1034 b,286.115368,37.966997,706,15.09
Kepler-1035,Kepler-1035 b,289.042225,42.882488,408,12.987
Kepler-1036,Kepler-1036 b,295.181638,49.945786,507,13.8
Kepler-1037,Kepler-1037 b,296.341029,47.170856,451,14.229
Kepler-1038,Kepler-1038 b,298.972184,44.132378,622,14.839
Kepler-1039,Kepler-1039 b,298.326591,45.315514,324,14.145
Kepler-104,Kepler-104 b,287.604612,42.166779,403,12.596
Kepler-104,Kepler-104 c,287.604612,42.166779,403,12.596
Kepler-104,Kepler-104 d,287.604612,42.166779,403,12.596
Kepler-1040,Kepler-1040 b,283.113784,48.131393,473,13.328
Kepler-1041,Kepler-1041 b,293.881768,49.683155,979,14.49
Kepler-1042,Kepler-1042 b,288.668933,39.824006,659,15.629
Kepler-1043,Kepler-1043 b,281.662983,47.568584,838,14.777
Kepler-1044,Kepler-1044 b,293.144456,46.666237,1507,15.368
Kepler-1045,Kepler-1045 b,284.183296,45.074104,971,15.593
Kepler-1046,Kepler-1046 b,296.755759,46.998291,518,13.286
Kepler-1047,Kepler-1047 b,288.646254,50.788982,566,13.351
Kepler-1047,Kepler-1047 c,288.646254,50.788982,566,13.351
Kepler-1048,Kepler-1048 b,281.898352,42.165787,415,14.832
Kepler-1049,Kepler-1049 b,287.346741,47.772957,129,14.22
Kepler-105,Kepler-105 b,287.887325,46.276237,524,12.791
Kepler-105,Kepler-105 c,287.887325,46.276237,524,12.791
Kepler-1050,Kepler-1050 b,282.924996,48.626392,555,13.127
Kepler-1050,Kepler-1050 c,282.924996,48.626392,555,13.127
Kepler-1051,Kepler-1051 b,295.158106,40.898849,1021,13.2
Kepler-1052,Kepler-1052 b,295.342731,46.602264,1051,14.876
Kepler-1053,Kepler-1053 b,291.418635,39.127415,171,13.156
Kepler-1054,Kepler-1054 b,290.601152,44.556385,1050,14.136
Kepler-1055,Kepler-1055 b,290.486779,44.932617,422,13.09
Kepler-1056,Kepler-1056 b,299.52598,46.899261,971,14.55
Kepler-1057,Kepler-1057 b,297.452152,41.558124,1462,15.624
Kepler-1058,Kepler-1058 b,294.595783,45.875034,525,15.498
Kepler-1059,Kepler-1059 b,289.220209,41.706486,673,15.484
Kepler-106,Kepler-106 b,300.863971,44.337555,451,12.882
Kepler-106,Kepler-106 c,300.863971,44.337555,451,12.882
Kepler-106,Kepler-106 d,300.863971,44.337555,451,12.882
Kepler-106,Kepler-106 e,300.863971,44.337555,451,12.882
Kepler-1060,Kepler-1060 b,286.025189,39.630929,861,14.632
Kepler-1061,Kepler-1061 b,296.230004,50.27523,585,13.263
Kepler-1062,Kepler-1062 b,283.899402,41.221607,388,14.796
Kepler-1063,Kepler-1063 b,290.52675,38.142973,365,12.261
Kepler-1064,Kepler-1064 b,291.741637,37.688934,374,13.755
Kepler-1065,Kepler-1065 b,294.511258,38.790501,1078,15.54
Kepler-1065,Kepler-1065 c,294.511258,38.790501,1078,15.54
Kepler-1066,Kepler-1066 b,298.866564,46.502239,399,13.007
Kepler-1067,Kepler-1067 b,285.387409,45.049053,689,14.305
Kepler-1068,Kepler-1068 b,294.648164,46.392365,1532,15.818
Kepler-1069,Kepler-1069 b,290.979329,47.989002,435,13.153
Kepler-107,Kepler-107 b,297.028248,48.208611,512,12.487
Kepler-107,Kepler-107 c,297.028248,48.208611,512,12.487
Kepler-107,Kepler-107 d,297.028248,48.208611,512,12.487
Kepler-107,Kepler-107 e,297.028248,48.208611,512,12.487
Kepler-1070,Kepler-1070 b,293.195374,49.316502,1040,13.977
Kepler-1071,Kepler-1071 b,293.057996,45.248817,964,15.801
Kepler-1072,Kepler-1072 b,292.04438,46.329025,976,13.93
Kepler-1073,Kepler-1073 b,294.1527,38.233048,837,14.523
Kepler-1073,Kepler-1073 c,294.1527,38.233048,837,14.523
Kepler-1074,Kepler-1074 b,284.476545,46.252579,245,15.026
Kepler-1075,Kepler-1075 b,287.501179,47.469269,265,15.313
Kepler-1076,Kepler-1076 b,287.590098,51.060574,199,12.906
Kepler-1077,Kepler-1077 b,291.033636,42.26786,1098,14.998
Kepler-1078,Kepler-1078 b,293.200589,43.050037,1215,15.62
Kepler-1079,Kepler-1079 b,299.549499,45.769753,481,12.584
Kepler-108,Kepler-108 b,294.559169,46.062325,729,12.654
Kepler-108,Kepler-108 c,294.559169,46.062325,729,12.654
Kepler-1080,Kepler-1080 b,296.464522,49.182915,688,13.754
Kepler-1081,Kepler-1081 b,289.44452,41.317757,425,13.746
Kepler-1082,Kepler-1082 b,289.358672,50.598484,628,13.38
Kepler-1083,Kepler-1083 b,283.161951,45.198315,912,15.824
Kepler-1084,Kepler-1084 b,290.101971,48.251137,427,12.217
Kepler-1085,Kepler-1085 b,287.477648,46.141186,1518,15.273
Kepler-1086,Kepler-1086 b,295.251155,45.842972,464,15.561
Kepler-1086,Kepler-1086 c,295.251155,45.842972,464,15.561
Kepler-1087,Kepler-1087 b,294.978825,46.005653,354,12.953
Kepler-1088,Kepler-1088 b,281.561453,42.450504,300,11.863
Kepler-1089,Kepler-1089 b,291.092742,49.190059,227,15.535
Kepler-109,Kepler-109 b,290.392721,40.284875,482,12.365
Kepler-109,Kepler-109 c,290.392721,40.284875,482,12.365
Kepler-1090,Kepler-1090 b,295.662872,44.525845,702,15.001
Kepler-1091,Kepler-1091 b,299.785465,43.670753,915,14.691
Kepler-1092,Kepler-1092 b,297.72314,47.112659,914,14.649
Kepler-1093,Kepler-1093 b,284.978013,41.420166,848,13.838
Kepler-1093,Kepler-1093 c,284.978013,41.420166,848,13.838
Kepler-1094,Kepler-1094 b,292.301253,38.267041,1371,14.999
Kepler-1095,Kepler-1095 b,293.262447,41.365114,758,14.553
Kepler-1096,Kepler-1096 b,294.70938,45.969501,344,15.068
Kepler-1097,Kepler-1097 b,281.594148,42.596416,738,15.206
Kepler-1098,Kepler-1098 b,295.502705,43.232796,876,14.736
Kepler-1099,Kepler-1099 b,288.749962,48.277176,1209,15.141
Kepler-11,Kepler-11 b,297.115123,41.909138,613,14.2
Kepler-11,Kepler-11 c,297.115123,41.909138,613,14.2
Kepler-11,Kepler-11 d,297.115123,41.909138,613,14.2
Kepler-11,Kepler-11 e,297.115123,41.909138,613,14.2
Kepler-11,Kepler-11 f,297.115123,41.909138,613,14.2
Kepler-11,Kepler-11 g,297.115123,41.909138,613,14.2
Kepler-110,Kepler-110 b,292.929133,48.602814,692,12.935
Kepler-110,Kepler-110 c,292.929133,48.602814,692,12.935
Kepler-1100,Kepler-1100 b,291.871356,44.087376,940,13.862
Kepler-1101,Kepler-1101 b,294.569379,45.671257,897,15.111
Kepler-1102,Kepler-1102 b,281.322565,48.066505,986,14.955
Kepler-1103,Kepler-1103 b,287.38209,49.452396,921,14.09
Kepler-1104,Kepler-1104 b,294.468554,49.331024,516,12.189
Kepler-1105,Kepler-1105 b,281.111771,42.454931,369,15.18
Kepler-1106,Kepler-1106 b,291.145201,44.062546,1168,14.69
Kepler-1107,Kepler-1107 b,291.049927,39.141674,457,14.098
Kepler-1108,Kepler-1108 b,296.042339,45.985146,764,14.979
Kepler-1109,Kepler-1109 b,291.646244,39.396624,797,14.288
Kepler-111,Kepler-111 b,291.65317,44.688274,698,13.492
Kepler-111,Kepler-111 c,291.65317,44.688274,698,13.492
Kepler-1110,Kepler-1110 b,291.808022,38.622703,726,15.914
Kepler-1111,Kepler-1111 b,295.463372,45.812744,1142,15.159
Kepler-1112,Kepler-1112 b,296.968815,47.751488,1734,14.612
Kepler-1113,Kepler-1113 b,289.406695,39.338834,1127,14.766
Kepler-1114,Kepler-1114 b,299.236933,45.834698,427,13.747
Kepler-1115,Kepler-1115 b,294.991772,40.144409,935,11.98
Kepler-1116,Kepler-1116 b,291.933655,44.115505,1017,15.265
Kepler-1117,Kepler-1117 b,292.08478,49.23748,619,14.102
Kepler-1118,Kepler-1118 b,299.965664,44.160896,818,14.94
Kepler-1119,Kepler-1119 b,297.019131,44.327522,1288,15.06
Kepler-112,Kepler-112 b,296.981009,43.209751,499,13.771
Kepler-112,Kepler-112 c,296.981009,43.209751,499,13.771
Kepler-1120,Kepler-1120 b,290.914483,42.286579,635,15.333
Kepler-1121,Kepler-1121 b,297.786606,47.886127,529,12.071
Kepler-1122,Kepler-1122 b,288.280535,46.340904,924,15.06
Kepler-1123,Kepler-1123 b,294.517667,50.670399,796,14.822
Kepler-1124,Kepler-1124 b,286.594273,37.891266,177,15.959
Kepler-1125,Kepler-1125 b,295.481223,40.73198,910,14.874
