loc_rowid,epic_name,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
1197,EPIC 212577658,208.753357,-11.079821,14.069759,0.000724,-0.00071,0,2457221.321,0.00215,-0.002261,0,89.028,0.679,-1.383,0,31.486756,4.811296,-11.010493,0,0.01923,0.00147,-0.0009,0,1.867,0.18,-0.111,0,0.89,0.05,-0.03,0,11.541,,0,9.883,0.027,0
1198,EPIC 212579164,198.074768,-11.047655,18.155653,0.00007,-0.000068,0,2457238.553,0.000123,-0.00011,0,,,,,,,,,0.607,0.141,-0.0851,0,55,25.4,-23.3,0,0.83,,,0,13.632,,0,12.25,0.027,0
1199,EPIC 212579424,197.857407,-11.042554,6.373,,,0,2457221.769,,,0,,,,,,,,,0.13386,,,0,,,,,,,,,17.443,,0,15.193,,-1
1203,EPIC 212585579,204.815765,-10.906977,3.02164122,,,0,2457227.61,,,0,,,,,,,,,,,,,,,,,,,,,12.629,,0,11.288,0.023,0
1204,EPIC 212585579,204.815765,-10.906977,3.021795,0.000093,-0.000094,0,2457221.563,0.001279,-0.001227,0,,,,,,,,,0.3876,0.3569,-0.2416,0,45.9,42.6,-28.9,0,1.09,,,0,12.629,,0,11.288,0.023,0
1205,EPIC 212586030,205.858154,-10.896922,7.785227,0.000752,-0.000652,0,2457220.883,0.003541,-0.003859,0,83.47,5.894,-4.516,0,8.825517,21.327853,-2.475195,0,0.03894,0.18092,-0.01696,0,7.721,35.882,-3.426,0,1.82,0.22,-0.15,0,11.689,,0,9.468,0.019,0
1206,EPIC 212586030,205.858154,-10.896922,7.785,,,0,2457220.882,,,0,,,,,,,,,0.02327,,,0,,,,,,,,,11.689,,0,9.468,0.019,0
1207,EPIC 212586030,205.858154,-10.896922,7.783286,0.000743,-0.000753,0,2457220.896,0.003699,-0.003796,0,,,,,,,,,0.3728,0.3924,-0.2658,0,155.7,165.8,-113,0,3.83,,,0,11.689,,0,9.468,0.019,0
1208,EPIC 212587672,205.444702,-10.862432,23.24110566,,,0,2457237.031,,,0,,,,,,,,,,,,,,,,,,,,,12.188,,0,10.857,0.021,0
1209,EPIC 212587672,205.444702,-10.862432,23.226,0.003022,-0.003156,0,2457237.044,0.003769,-0.003889,0,,,,,,,,,0.022,0.0026,-0.0013,0,2.3,0.3,-0.2,0,0.95,,,0,12.188,,0,10.857,0.021,0
1210,EPIC 212587672,205.444702,-10.862432,23.226001,0.003092,-0.003212,0,2457237.044,0.003669,-0.003946,0,89.421,0.421,-1.027,0,44.881086,6.922389,-15.582233,0,0.0216,0.00362,-0.00177,0,2.245,0.4,-0.21,0,0.95,0.06,-0.04,0,12.188,,0,10.857,0.021,0
1211,EPIC 212587672,205.444702,-10.862432,23.226,,,0,2457237.044,,,0,,,,,,,,,0.02166,,,0,,,,,,,,,12.188,,0,10.857,0.021,0
1212,EPIC 212592101,205.671219,-10.768529,4.545,,,0,2457217.55,,,0,,,,,,,,,0.07971,,,0,,,,,,,,,16.831,,0,13.717,0.043,0
1213,EPIC 212601505,202.641663,-10.555388,0.72436144,,,0,2457225.116,,,0,,,,,,,,,,,,,,,,,,,,,14.486,,0,10.508,0.021,0
1214,EPIC 212628098,200.290558,-9.949168,4.352428,0.00002,-0.000021,0,2457223.348,0.000188,-0.000183,0,,,,,,,,,0.2272,0.0052,-0.0049,0,16.6,6.7,-6.7,0,0.67,,,0,13.259,,0,10.743,0.026,0
1216,EPIC 212634172,202.390686,-9.810173,2.85177,0.0001,-0.0001,0,2457254.669,0.001,-0.001,0,86.39,,,0,14.76,,,0,0.088,0.43,-0.023,0,3.34,16.3,-0.94,0,,,,,14.831,,0,11.412,0.023,0
1217,EPIC 212639319,199.57814,-9.691857,13.843,,,0,2457222.438,,,0,,,,,,,,,0.02795,,,0,,,,,,,,,12.471,,0,10.647,0.019,0
1218,EPIC 212639319,199.57814,-9.691857,13.843725,0.000948,-0.000868,0,2457222.437,0.002757,-0.0029,0,88.18,1.569,-2.867,0,28.622521,33.473301,-12.702752,0,0.03775,0.2967,-0.00957,0,6.761,53.143,-1.959,0,1.64,0.26,-0.23,0,12.471,,0,10.647,0.019,0
1219,EPIC 212639319,199.57814,-9.691857,13.843678,0.000906,-0.000989,0,2457222.439,0.002882,-0.002728,0,,,,,,,,,0.2421,0.4469,-0.1927,0,21.4,40.4,-19.1,0,0.81,,,0,12.471,,0,10.647,0.019,0
1220,EPIC 212645891,210.273026,-9.540112,0.984,,,0,2457218.042,,,0,,,,,,,,,0.04034,,,0,,,,,,,,,12.641,,0,11.053,0.026,0
1221,EPIC 212645891,210.273026,-9.540112,0.32814902,,,0,2457225.26,,,0,,,,,,,,,,,,,,,,,,,,,12.641,,0,11.053,0.026,0
1222,EPIC 212645891,210.273026,-9.540112,0.328152,0.000001,-0.000001,0,2457218.042,0.000185,-0.000185,0,41.646,5.432,-4.897,0,1.441255,0.065698,-0.048116,0,0.13697,0.11299,-0.05963,0,14.792,12.249,-6.468,0,0.99,0.07,-0.04,0,12.641,,0,11.053,0.026,0
1223,EPIC 212646483,211.663208,-9.526506,8.253,,,0,2457219.873,,,0,,,,,,,,,0.02907,,,0,,,,,,,,,13.858,,0,12.194,0.026,0
1224,EPIC 212661144,209.233337,-9.187627,2.459,,,0,2457218.91,,,0,,,,,,,,,0.02719,,,0,,,,,,,,,13.595,,0,12.055,0.04,0
1225,EPIC 212661144,209.233337,-9.187627,2.45840745,,,0,2457226.294,,,0,,,,,,,,,,,,,,,,,,,,,13.595,,0,12.055,0.04,0
1228,EPIC 212679181,201.737183,-8.763013,1.05459,0.00001,-0.00001,0,2457256.57,0,0,0,83.6,,,0,7.99,,,0,0.027,0.002,-0.003,0,1.29,0.14,-0.17,0,,,,,12.011,,0,8.588,0.024,0
1229,EPIC 212679181,201.737183,-8.763013,1.054612,0.000023,-0.000024,0,2457221.768,0.000937,-0.000932,0,,,,,,,,,0.0249,0.0033,-0.0017,0,1,0.4,-0.4,0,0.36,,,0,12.011,,0,8.588,0.024,0
1230,EPIC 212679181,201.737183,-8.763013,1.055,,,0,2457217.551,,,0,,,,,,,,,0.0214,,,0,,,,,,,,,12.011,,0,8.588,0.024,0
1234,EPIC 212688920,203.013565,-8.53148,62.841,,,0,2457220.233,,,0,,,,,,,,,0.23122,,,0,,,,,,,,,13.886,,0,11.969,0.029,0
1239,EPIC 212690867,203.314285,-8.484509,25.86125,0.00299,-0.00311,0,2457255.464,0.003,-0.003,0,89.76,,,0,64.96,,,0,0.049,0.002,-0.001,0,2.2,0.19,-0.18,0,,,,,14.936,,0,12.061,0.026,0
1245,EPIC 212703473,201.236542,-8.171739,6.788344,0.001558,-0.00158,0,2457222.733,0.009459,-0.009217,0,,,,,,,,,0.0133,0.0019,-0.0011,0,1.6,0.3,-0.2,0,1.11,,,0,10.729,,0,9.307,0.021,0
1246,EPIC 212703473,201.236542,-8.171739,6.788,,,0,2457222.73,,,0,,,,,,,,,0.0143,,,0,,,,,,,,,10.729,,0,9.307,0.021,0
1247,EPIC 212703473,201.236542,-8.171739,18.517319,0.00092,-0.000933,0,2457221.164,0.002525,-0.002506,0,89.259,0.529,-1.091,0,43.099679,7.645349,-16.243721,0,0.01744,0.0012,-0.00072,0,1.862,0.182,-0.107,0,0.98,0.07,-0.04,0,10.729,,0,9.307,0.021,0
1248,EPIC 212703473,201.236542,-8.171739,6.789076,0.000359,-0.000353,0,2457222.725,0.002287,-0.002307,0,88.2,1.252,-2.327,0,16.102046,2.270949,-4.919728,0,0.01507,0.00082,-0.00053,0,1.608,0.142,-0.086,0,0.98,0.07,-0.04,0,10.729,,0,9.307,0.021,0
1249,EPIC 212703473,201.236542,-8.171739,18.516,,,0,2457221.169,,,0,,,,,,,,,0.0173,,,0,,,,,,,,,10.729,,0,9.307,0.021,0
1250,EPIC 212705192,202.605438,-8.130262,2.268,,,0,2457219.619,,,0,,,,,,,,,0.06806,,,0,,,,,,,,,11.728,,0,10.28,0.019,0
1251,EPIC 212705192,202.605438,-8.130262,2.2688499,,,0,2457226.417,,,0,,,,,,,,,,,,,,,,,,,,,11.728,,0,10.28,0.019,0
1252,EPIC 212712473,209.019363,-7.95213,7.264,,,0,2457217.793,,,0,,,,,,,,,0.05685,,,0,,,,,,,,,17.589,,0,15.077,0.161,0
1257,EPIC 212737443,204.221695,-7.318144,13.603,,,0,2457221.355,,,0,,,,,,,,,0.03481,,,0,,,,,,,,,14.461,,0,12.16,0.024,0
1258,EPIC 212737443,204.221695,-7.318144,13.60697954,,,0,2457234.953,,,0,,,,,,,,,,,,,,,,,,,,,14.461,,0,12.16,0.024,0
1262,EPIC 212757601,208.154648,-6.769382,1.018,,,0,2457218.013,,,0,,,,,,,,,0.09896,,,0,,,,,,,,,16.825,,0,14.774,0.106,0
1263,EPIC 212757601,208.154648,-6.769382,1.017968,0.000028,-0.00003,0,2457221.068,0.001189,-0.001112,0,,,,,,,,,0.4393,0.3493,-0.2484,0,36.1,32.1,-25,0,0.75,,,0,16.825,,0,14.774,0.106,0
1264,EPIC 212768333,198.843811,-6.464886,17.043,,,0,2457221.61,,,0,,,,,,,,,0.04167,,,0,,,,,,,,,11.022,,0,9.228,0.021,0
1267,EPIC 212768333,198.843811,-6.464886,7.45,,,0,2457221.023,,,0,,,,,,,,,0.0261,,,0,,,,,,,,,11.022,,0,9.228,0.021,0
1268,EPIC 212772113,203.222015,-6.356853,8.953,,,0,2457223.806,,,0,,,,,,,,,0.03432,,,0,,,,,,,,,13.747,,0,11.701,0.022,0
1269,EPIC 212772313,202.474075,-6.350882,37.361973,0.015153,-0.01563,0,2457226.374,0.009044,-0.00792,0,87.288,2.407,-5.089,0,19.870685,32.618946,-10.648547,0,0.02252,0.24336,-0.00666,0,2.744,29.651,-0.87,0,1.12,0.16,-0.13,0,10.471,,0,8.981,0.021,0
1270,EPIC 212773272,207.382034,-6.324099,4.681743,0.000275,-0.000273,0,2457222.665,0.001955,-0.001921,0,,,,,,,,,0.1987,0.01,-0.0068,0,5.4,2.2,-2.2,0,0.25,,,0,14.965,,0,11.701,0.024,0
1281,EPIC 212796016,205.293701,-5.663363,3.216,,,0,2457217.935,,,0,,,,,,,,,0.01754,,,0,,,,,,,,,14.209,,0,11.308,0.022,0
1282,EPIC 212797028,207.818024,-5.6346,29.978884,0.000569,-0.000575,0,2457230.472,0.000763,-0.00075,0,,,,,,,,,0.1481,0.0036,-0.0024,0,15.3,6.1,-6.1,0,0.94,,,0,13.097,,0,11.538,0.022,0
1286,EPIC 212813907,206.832657,-5.106074,6.725,,,0,2457221.836,,,0,,,,,,,,,0.04925,,,0,,,,,,,,,14.07,,0,11.971,0.021,0
1289,EPIC 212839127,201.779999,-4.248198,20.641492,0.000139,-0.000139,0,2457238.339,0.00017,-0.000176,0,,,,,,,,,0.431,0.2149,-0.1179,0,49.5,31.6,-24,0,1.05,,,0,13.33,,0,11.953,0.023,0
1290,EPIC 213546283,289.376862,-29.049206,9.770186,0.00031,-0.000325,0,2457302.357,0.001466,-0.001498,0,88.885,0.815,-1.269,0,22.914391,2.429703,-5.359632,0,0.02944,0.00152,-0.00102,0,3.193,0.416,-0.333,0,0.99,0.12,-0.1,0,12.031,,0,10.436,0.021,0
1291,EPIC 213546283,289.376862,-29.049206,9.769155,0.000909,-0.000906,0,2457312.131,0.003468,-0.003617,0,,,,,,,,,0.0277,0.0024,-0.0012,0,3.3,0.6,-0.4,0,1.1,,,0,12.031,,0,10.436,0.021,0
1292,EPIC 213703832,289.87674,-28.535585,0.515513,0.000024,-0.000023,0,2457311.466,0.00175,-0.001774,0,,,,,,,,,0.0409,0.0096,-0.0051,0,3.4,1.6,-1.4,0,0.75,,,0,13.87,,0,11.853,0.024,0
1293,EPIC 213817056,283.646606,-28.188761,13.61358,0.001673,-0.001575,0,2457311.945,0.004751,-0.004975,0,88.049,1.545,-4.455,0,23.163475,12.700738,-12.69261,0,0.03988,0.12698,-0.00669,0,3.397,10.817,-0.578,0,0.78,0.03,-0.02,0,12.964,,0,10.455,0.023,0
1294,EPIC 213840781,290.561127,-28.11792,12.364531,0.000307,-0.000375,0,2457323.027,0.000564,-0.000486,0,,,,,,,,,0.4363,0.2602,-0.1525,0,36.3,26,-19.3,0,0.76,,,0,13.727,,0,11.787,0.026,0
1295,EPIC 213920015,293.078705,-27.884281,1.489184,0.000116,-0.000124,0,2457311.379,0.003179,-0.003239,0,,,,,,,,,0.0104,0.0009,-0.0005,0,1,0.1,-0.1,0,0.87,,,0,10.021,,0,7.83,0.016,0
1297,EPIC 213951550,286.851562,-27.792179,1.117027,0.00003,-0.00003,0,2457311.23,0.001071,-0.001108,0,,,,,,,,,0.5727,0.2637,-0.1847,0,16.9,10.3,-8.7,0,0.27,,,0,14.971,,0,11.735,0.021,0
1298,EPIC 214234110,288.377167,-27.016935,4.637911,0.000157,-0.000153,0,2457303.879,0.001497,-0.001523,0,88.984,0.717,-1.427,0,28.844411,5.426537,-9.517639,0,0.01741,0.00213,-0.00153,0,1.871,0.272,-0.183,0,0.99,0.08,-0.04,0,11.624,,0,10.021,0.023,0
1299,EPIC 214254518,285.475739,-26.962774,5.059033,0.000491,-0.000492,0,2457304.217,0.00433,-0.004464,0,88.102,1.395,-2.696,0,14.421271,2.316006,-4.42468,0,0.01526,0.00147,-0.00115,0,1.038,0.105,-0.083,0,0.62,0.02,-0.02,0,11.874,,0,9.338,0.023,0
1300,EPIC 214254518,285.475739,-26.962774,5.059,0.00053,-0.00053,0,2457339.63,0.003,-0.003,0,89.13,,,0,16.19,,,0,0.015,0.001,-0.001,0,1.12,0.08,-0.07,0,,,,,11.874,,0,9.338,0.023,0
1301,EPIC 214522613,288.50238,-26.284489,10.99044,0.00126,-0.00127,0,2457339.314,0.002,-0.002,0,88.86,,,0,36.32,,,0,0.024,0.002,-0.002,0,1.16,0.13,-0.12,0,,,,,13.622,,0,10.214,0.023,0
1302,EPIC 214611894,281.440643,-26.065205,21.568409,0.000235,-0.000229,0,2457325.855,0.000286,-0.00029,0,,,,,,,,,0.1557,0.0013,-0.0006,0,20.5,2.8,-2.1,0,1.21,,,0,11.872,,0,10.034,0.023,0
1303,EPIC 214741009,281.115753,-25.753733,7.269622,0.000518,-0.000521,0,2457316.123,0.00271,-0.002805,0,,,,,,,,,0.4156,0.3808,-0.2799,0,32.9,32.9,-25.8,0,0.73,,,0,14.012,,0,11.788,0.021,0
1305,EPIC 215101303,289.411469,-24.935858,15.207101,0.000389,-0.000392,0,2457320.839,0.00088,-0.000846,0,,,,,,,,,0.1385,0.004,-0.002,0,12.7,5.1,-5.1,0,0.84,,,0,14.891,,0,13.306,0.038,0
1306,EPIC 215171927,295.036469,-24.782837,4.135707,0.000307,-0.000341,0,2457301.871,0.003739,-0.003501,0,87.708,1.678,-3.504,0,13.052827,2.380963,-4.685327,0,0.01921,0.0018,-0.00121,0,1.6,0.159,-0.108,0,0.76,0.03,-0.02,0,12.692,,0,10.81,0.023,0
1307,EPIC 215171927,295.036469,-24.782837,6.631247,0.001124,-0.001067,0,2457306.895,0.006812,-0.007152,0,88.431,1.119,-2.312,0,17.800395,3.702543,-5.769519,0,0.01632,0.00156,-0.00131,0,1.36,0.138,-0.114,0,0.76,0.03,-0.02,0,12.692,,0,10.81,0.023,0
1308,EPIC 215358983,294.480225,-24.384943,6.421719,0.000162,-0.000165,0,2457316.275,0.000934,-0.000934,0,,,,,,,,,0.1279,0.0013,-0.0007,0,15.3,1.8,-1.4,0,1.1,,,0,13.786,,0,12.328,0.03,0
1309,EPIC 215389654,283.549622,-24.320801,23.510811,0.001456,-0.001427,0,2457333.448,0.001839,-0.001851,0,,,,,,,,,0.1741,0.0027,-0.0011,0,18.4,1.8,-1.2,0,0.97,,,0,13.229,,0,11.173,0.026,0
1310,EPIC 215502661,282.19281,-24.084225,21.521554,0.005087,-0.006118,0,2457306.223,0.010543,-0.009658,0,87.727,1.866,-8.481,0,20.697925,14.543135,-14.049938,0,0.01896,0.1868,-0.0039,0,2.4,23.643,-0.575,0,1.16,0.17,-0.14,0,12.032,,0,9.919,0.021,0
1311,EPIC 215854715,293.20163,-23.415018,11.123654,0.001467,-0.001235,0,2457310.081,0.004584,-0.005516,0,88.744,0.874,-1.692,0,21.116696,2.908756,-5.95349,0,0.01918,0.00144,-0.00121,0,1.717,0.143,-0.119,0,0.82,0.03,-0.02,0,12.611,,0,10.745,0.036,0
1312,EPIC 215938010,291.401642,-23.260845,1.151471,0.000041,-0.000042,0,2457311.791,0.001484,-0.001453,0,,,,,,,,,0.0691,0.0516,-0.0322,0,12.4,9.4,-5.9,0,1.64,,,0,12.093,,0,10.707,0.024,0
1316,EPIC 216050437,293.616058,-23.052948,14.948966,0.000317,-0.000323,0,2457308.241,0.000832,-0.000822,0,85.772,0.818,-0.91,0,15.845417,1.437822,-1.146211,0,0.22221,0.22925,-0.11112,0,36.95,38.708,-18.861,0,1.52,0.28,-0.16,0,12.326,,0,10.891,0.019,0
1317,EPIC 216114172,295.150909,-22.936018,13.125244,0.002228,-0.002305,0,2457303.213,0.008073,-0.008355,0,88.703,0.934,-2.292,0,21.963269,3.724402,-8.372916,0,0.01574,0.00256,-0.00131,0,1.677,0.292,-0.154,0,0.98,0.06,-0.04,0,12.603,,0,,,
1318,EPIC 216166748,291.921997,-22.840675,19.679411,0.001107,-0.001002,0,2457303.362,0.002463,-0.002474,0,88.826,0.866,-1.772,0,28.927116,6.280062,-11.779685,0,0.02118,0.00358,-0.00128,0,2.315,0.416,-0.176,0,1,0.06,-0.05,0,11.884,,0,10.355,0.03,0
1319,EPIC 216334329,288.07666,-22.534388,28.077484,0.002115,-0.002199,0,2457316.766,0.003,-0.002847,0,,,,,,,,,0.3999,0.4006,-0.2641,0,67.3,68.1,-45.1,0,1.54,,,0,12.896,,0,11.268,0.023,0
1320,EPIC 216387101,284.013184,-22.439625,9.761854,0.001822,-0.001701,0,2457303.012,0.008601,-0.007939,0,86.845,2.431,-15.243,0,12.668355,4.7362,-9.037645,0,0.01782,0.07946,-0.00236,0,3.442,15.356,-0.611,0,1.77,0.23,-0.21,0,12.897,,0,10.834,0.026,0
1327,EPIC 216892056,291.673187,-21.539055,2.786008,0.000059,-0.000051,0,2457311.404,0.000737,-0.000815,0,,,,,,,,,0.0413,0.0043,-0.0021,0,1.9,0.8,-0.8,0,0.42,,,0,12.503,,0,9.129,0.021,0
1328,EPIC 216892056,291.673187,-21.539055,2.78592,0.00005,-0.00005,0,2457311.406,0.001,-0.001,0,85.24,,,0,15.37,,,0,0.342,0.364,-0.222,0,14.87,15.85,-9.7,0,,,,,12.503,,0,9.129,0.021,0
1329,EPIC 217149884,290.659943,-21.083879,16.692356,0.000175,-0.000176,0,2457315.063,0.000431,-0.000438,0,,,,,,,,,0.1733,0.0018,-0.0013,0,17,6.8,-6.8,0,0.9,,,0,14.216,,0,12.66,0.029,0
1330,EPIC 217192839,288.026917,-21.007643,16.035054,0.000798,-0.000814,0,2457304.291,0.001787,-0.001755,0,88.798,0.924,-2.347,0,31.039056,8.75737,-15.844157,0,0.02923,0.00808,-0.00351,0,2.058,0.573,-0.255,0,0.65,0.02,-0.02,0,12.601,,0,10.302,0.021,0
1331,EPIC 217192839,288.026917,-21.007643,26.804998,0.002441,-0.002403,0,2457307.912,0.003108,-0.00309,0,89.478,0.379,-0.731,0,55.979016,9.062385,-18.275709,0,0.02175,0.00389,-0.00171,0,1.532,0.279,-0.128,0,0.65,0.02,-0.02,0,12.601,,0,10.302,0.021,0
1332,EPIC 217192839,288.026917,-21.007643,16.038474,0.002975,-0.003057,0,2457320.325,0.005179,-0.004901,0,,,,,,,,,0.026,0.0031,-0.0015,0,2,0.4,-0.3,0,0.7,,,0,12.601,,0,10.302,0.021,0
1333,EPIC 217192839,288.026917,-21.007643,7.939256,0.000797,-0.0008,0,2457304.845,0.00408,-0.00418,0,88.863,0.85,-5.438,0,28.901352,7.771243,-20.17498,0,0.01538,0.01329,-0.00177,0,1.083,0.937,-0.128,0,0.65,0.02,-0.02,0,12.601,,0,10.302,0.021,0
1334,EPIC 217393088,289.439117,-20.654375,1.319474,0.000024,-0.000024,0,2457311.669,0.000723,-0.00073,0,,,,,,,,,0.0987,0.0015,-0.0008,0,16.6,2.4,-2,0,1.54,,,0,15.293,,0,13.971,0.051,0
1336,EPIC 217855533,290.051819,-19.843121,21.587326,0.004658,-0.005318,0,2457320.385,0.006314,-0.006025,0,89.113,0.641,-1.206,0,31.277472,4.702595,-9.415112,0,0.01113,0.00095,-0.0007,0,1.781,0.322,-0.248,0,1.47,0.23,-0.18,0,10.043,,0,,,
1339,EPIC 217977895,287.412567,-19.626938,21.697619,0.002312,-0.002213,0,2457314.37,0.004053,-0.004248,0,88.298,1.382,-4.667,0,25.704849,12.220061,-16.016742,0,0.02881,0.06391,-0.00583,0,2.771,6.148,-0.567,0,0.88,0.04,-0.03,0,12.745,,0,11.046,0.023,0
1342,EPIC 218170789,282.777832,-19.284481,3.041617,0.000321,-0.000315,0,2457303.402,0.004888,-0.005101,0,57.297,6.193,-6.565,0,2.009597,0.257902,-0.179572,0,0.09433,0.15796,-0.05263,0,8.989,15.062,-5.04,0,0.87,0.05,-0.05,0,12.89,,0,10.627,0.021,0
1343,EPIC 218304292,288.224426,-19.044497,8.421659,0.000376,-0.000402,0,2457306.816,0.002417,-0.002263,0,89.679,0.219,-0.526,0,85.918072,29.267377,-29.494256,0,0.02578,0.00505,-0.00262,0,3.458,0.836,-0.529,0,1.23,0.17,-0.14,0,12.511,,0,11.028,0.023,0
1344,EPIC 218621322,285.468811,-18.467922,11.587502,0.001733,-0.001787,0,2457316.045,0.004432,-0.004537,0,,,,,,,,,0.202,0.4642,-0.1546,0,21.9,50.5,-16.9,0,1,,,0,12.396,,0,10.586,0.023,0
1345,EPIC 218668602,282.008728,-18.379305,1.865979,0.000117,-0.00012,0,2457302.091,0.003029,-0.003062,0,85.255,3.437,-8.626,0,6.279847,1.142088,-2.504751,0,0.02065,0.00321,-0.00152,0,1.859,0.295,-0.143,0,0.83,0.03,-0.02,0,12.411,,0,10.456,0.023,0
1346,EPIC 218711655,285.477173,-18.298365,1.157563,0.00005,-0.00005,0,2457311.853,0.001835,-0.001812,0,,,,,,,,,0.0777,0.0484,-0.0324,0,12.3,7.9,-5.3,0,1.46,,,0,11.334,,0,9.853,0.026,0
1349,EPIC 219256848,285.678833,-17.17728,20.943909,0.002522,-0.002615,0,2457325.792,0.003098,-0.003163,0,,,,,,,,,0.4686,0.3573,-0.2886,0,591.1,453.8,-367.2,0,11.57,,,0,13.068,,0,,,
1350,EPIC 219388192,289.391815,-16.871611,5.292605,0.000031,-0.000031,0,2457303.989,0.000277,-0.000277,0,89.297,0.487,-0.66,0,13.345959,0.186701,-0.427786,0,0.09434,0.00085,-0.0007,0,9.978,0.913,-0.466,0,0.97,0.09,-0.04,0,12.336,,0,10.666,0.021,0
1351,EPIC 219388192,289.391815,-16.871611,5.29266,0.000084,-0.000082,0,2457314.573,0.00058,-0.000586,0,,,,,,,,,0.0879,0.0009,-0.0005,0,9.6,0.7,-0.5,0,1,,,0,12.336,,0,10.666,0.021,0
1352,EPIC 219420915,287.510864,-16.793495,0.515013,0.000006,-0.000006,0,2457311.331,0.000483,-0.000463,0,,,,,,,,,0.1838,0.0776,-0.0418,0,26.1,11.6,-6.6,0,1.3,,,0,12.847,,0,11.135,0.021,0
1355,EPIC 220187552,19.975456,-0.48349,17.093491,0.000159,-0.000159,0,2457399.315,0.000388,-0.000394,0,,,,,,,,,0.4514,0.2857,-0.187,0,32.5,21.2,-14.3,0,0.66,,,0,12.836,,0,9.886,0.025,0
1356,EPIC 220192485,19.130703,-0.290045,50.693644,0.000569,-0.00055,0,2457409.223,0.000396,-0.000374,0,89.481,0.082,-0.054,0,75.576315,5.035064,-3.379718,0,0.10039,0.00168,-0.00247,0,8.683,0.459,-0.376,0,0.79,0.04,-0.03,0,11.758,,0,9.947,0.019,0
1357,EPIC 220207765,21.007797,0.274438,7.119856,0.000622,-0.000638,0,2457396.426,0.004103,-0.004166,0,89.052,0.675,-1.263,0,27.66873,5.313782,-7.535598,0,0.02022,0.0021,-0.0016,0,1.88,0.209,-0.157,0,0.85,0.03,-0.02,0,12.17,,0,10.388,0.021,0
1358,EPIC 220209578,19.462019,0.341995,8.904519,0.000205,-0.000203,0,2457394.767,0.000992,-0.000967,0,,,,,,,,,0.3805,0.3287,-0.2038,0,36.9,32,-19.9,0,0.89,,,0,14.376,,0,12.85,0.026,0
1364,EPIC 220245303,10.8022,1.470872,3.68034,0.000359,-0.000325,0,2457396.477,0.003757,-0.003637,0,87.885,1.514,-3.336,0,12.883622,2.731317,-4.313286,0,0.01256,0.00221,-0.00118,0,1.062,0.189,-0.104,0,0.77,0.02,-0.02,0,11.821,,0,9.962,0.023,0
1367,EPIC 220258394,10.74257,1.742699,15.960128,0.000133,-0.000131,0,2457401.748,0.000343,-0.000345,0,,,,,,,,,0.2049,0.0013,-0.001,0,19.5,0.9,-0.8,0,0.87,,,0,13.721,,0,12.017,0.022,0
1368,EPIC 220292715,18.280867,2.480111,41.552934,0.000772,-0.000869,0,2457407.485,0.000565,-0.000558,0,89.549,0.32,-0.317,0,86.22931,26.461809,-23.063871,0,0.05265,0.00447,-0.00327,0,4.158,0.381,-0.288,0,0.72,0.02,-0.02,0,12.213,,0,10.205,0.022,0
1369,EPIC 220294712,18.161898,2.521875,23.607902,0.001982,-0.002284,0,2457413.719,0.002978,-0.002687,0,89.007,0.675,-1.183,0,27.747243,3.443391,-7.518577,0,0.02564,0.00239,-0.00112,0,3.119,0.4,-0.213,0,1.12,0.1,-0.06,0,12.264,,0,10.97,0.02,0
1370,EPIC 220294712,18.161898,2.521875,23.610939,0.003388,-0.003299,0,2457413.72,0.004589,-0.00485,0,,,,,,,,,0.0251,0.0024,-0.001,0,3,0.4,-0.3,0,1.09,,,0,12.264,,0,10.97,0.02,0
1372,EPIC 220317172,17.14259,2.999646,4.435717,0.000308,-0.000325,0,2457396.152,0.00283,-0.002826,0,89.218,0.571,-1.204,0,33.145982,7.220311,-10.238878,0,0.01435,0.00164,-0.00125,0,1.325,0.162,-0.121,0,0.85,0.04,-0.02,0,12.107,,0,10.342,0.023,0
1375,EPIC 220336320,16.688229,3.40735,1.72767,0.00001,-0.00001,0,2457393.881,0.00026,-0.00026,0,,,,,,,,,0.5253,0.2535,-0.2165,0,21.3,13.3,-12.2,0,0.37,,,0,15.929,,0,12.824,0.032,0
1383,EPIC 220397060,8.697182,4.657757,12.092199,0.00038,-0.000363,0,2457403.233,0.001056,-0.001089,0,87.702,1.451,-1.473,0,10.220757,0.789715,-1.153531,0,0.05407,0.00219,-0.00131,0,5.844,1.455,-0.525,0,0.99,0.24,-0.09,0,12.835,,0,11.027,0.021,0
1384,EPIC 220397060,8.697182,4.657757,12.092216,0.000672,-0.00072,0,2457403.234,0.002101,-0.002055,0,,,,,,,,,0.051,0.0029,-0.0011,0,4.7,5.1,-0.4,0,0.84,,,0,12.835,,0,11.027,0.021,0
