loc_rowid,epic_name,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
388,EPIC 204576757,247.157608,-21.767506,23.277669,,,0,2456898.089,,,0,,,,,,,,,0.4569,,,0,32.8,,,0,0.68,,,0,13.668,,0,11.193,0.023,0
389,EPIC 204634789,247.94693,-21.523508,2.2,10,-1.4,0,2456921.016,0.001,-0.001,0,,,,,,,,,0.088,0.038,-0.008,0,8.4,3.6,-1.1,0,0.87,0.09,-0.09,0,12.292,,0,10.361,0.023,0
390,EPIC 204649811,244.820694,-21.460026,2.6454165,,,0,2456894.861,,,0,,,,,,,,,0.1375,,,0,9.47,,,0,0.79,,,0,11.61,,0,10.298,0.023,0
391,EPIC 204649811,244.820694,-21.460026,2.64594828,,,0,2456897.498,,,0,,,,,,,,,,,,,,,,,,,,,11.61,,0,10.298,0.023,0
392,EPIC 204658292,243.706879,-21.42363,20.98296043,,,0,2456911.585,,,0,,,,,,,,,,,,,,,,,,,,,14.421,,0,12.073,0.024,0
393,EPIC 204676499,245.813904,-21.346094,1.5271792,,,0,2456897.469,,,0,,,,,,,,,,,,,,,,,,,,,14.659,,0,12.421,0.023,0
394,EPIC 204750116,238.819733,-21.026836,23.446873,0.001944,-0.002059,0,2456898.836,0.004026,-0.003738,0,89.004,0.735,-1.288,0,27.922818,3.780544,-8.187191,0,0.02691,0.00264,-0.00129,0,2.897,0.322,-0.18,0,0.99,0.05,-0.04,0,11.526,,0,9.623,0.023,0
395,EPIC 204750116,238.819733,-21.026836,23.446501,,,0,2456898.838,,,0,,,,,,,,,0.02578,,,0,2.71,,,0,0.87,,,0,11.526,,0,9.623,0.023,0
396,EPIC 204750116,238.819733,-21.026836,23.4302,,,0,2456875.444,,,0,,,,,,,,,,,,,,,,,,,,,11.526,,0,9.623,0.023,0
398,EPIC 204763194,239.941864,-20.969925,2.32046168,,,0,2456898.023,,,0,,,,,,,,,,,,,,,,,,,,,9.973,,0,8.474,0.023,0
401,EPIC 204884005,249.331451,-20.428377,46.40651,,,0,2456924.032,,,0,,,,,,,,,0.03779,,,0,3.35,,,0,0.73,,,0,11.514,,0,9.417,0.021,0
402,EPIC 204888276,239.997681,-20.409025,16.563155,,,0,2456900.532,,,0,,,,,,,,,0.02876,,,0,1.66,,,0,0.48,,,0,12.542,,0,9.251,0.027,0
406,EPIC 204914585,242.057953,-20.288393,18.357773,,,0,2456895.192,,,0,,,,,,,,,0.01924,,,0,1.74,,,0,0.75,,,0,12.492,,0,10.546,0.023,0
407,EPIC 205029914,249.025269,-19.744625,4.981838,0.000172,-0.000166,0,2456894.731,0.001449,-0.001513,0,86.418,2.635,-6.028,0,8.556132,1.352623,-3.366937,0,0.02243,0.00259,-0.00088,0,2.393,0.377,-0.169,0,0.98,0.11,-0.06,0,12.183,,0,,,
408,EPIC 205029914,249.025269,-19.744625,4.9818921,,,0,2456894.731,,,0,,,,,,,,,0.02159,,,0,2.66,,,0,1.04,,,0,12.183,,0,,,
409,EPIC 205029914,249.025269,-19.744625,4.98049071,,,0,2456899.719,,,0,,,,,,,,,,,,,,,,,,,,,12.183,,0,,,
410,EPIC 205029914,249.025269,-19.744625,4.98205,0.00028,-0.00028,0,2456894.731,0.0025,-0.0025,0,,,,,,,,,0.0206,0.0012,-0.0012,0,2.3,0.26,-0.26,0,1.01,0.1,-0.1,0,12.183,,0,,,
411,EPIC 205040048,242.168488,-19.695845,3.3055191,,,0,2456894.546,,,0,,,,,,,,,0.03401,,,0,1.27,,,0,0.35,,,0,14.989,,0,11.453,0.024,0
413,EPIC 205047565,250.043701,-19.659178,14.5444413,,,0,2456906.637,,,0,,,,,,,,,,,,,,,,,,,,,14.654,,0,10.916,0.023,0
414,EPIC 205050711,252.66362,-19.643932,4.30221683,,,0,2456899.261,,,0,,,,,,,,,,,,,,,,,,,,,10.588,,0,9.233,0.023,0
415,EPIC 205064326,251.888428,-19.579313,8.0241306,,,0,2456896.667,,,0,,,,,,,,,0.08498,,,0,4.42,,,0,0.58,,,0,12.839,,0,9.794,0.023,0
417,EPIC 205064326,251.888428,-19.579313,8.02678456,,,0,2456896.656,,,0,,,,,,,,,,,,,,,,,,,,,12.839,,0,9.794,0.023,0
428,EPIC 205084841,248.399277,-19.479185,11.31009,0.00053,-0.00053,0,2456893.859,0.0021,-0.0021,0,,,,,,,,,0.119,0.0026,-0.0026,0,130,47,-47,0,10,3.6,-3.6,0,15.605,,0,12.612,0.027,0
429,EPIC 205111664,243.680115,-19.346617,15.937378,,,0,2456906.431,,,0,,,,,,,,,0.02135,,,0,1.84,,,0,0.7,,,0,12.129,,0,9.875,0.023,0
432,EPIC 205145448,248.448639,-19.17779,16.63311,0.00058,-0.00058,0,2456902.267,0.0011,-0.0011,0,,,,,,,,,0.1861,0.0046,-0.0046,0,44,11,-11,0,2.19,0.55,-0.55,0,13.651,,0,10.12,0.021,0
433,EPIC 205145448,248.448639,-19.17779,16.63091654,,,0,2456902.267,,,0,,,,,,,,,,,,,,,,,,,,,13.651,,0,10.12,0.021,0
434,EPIC 205145448,248.448639,-19.17779,16.63237,,,0,2456902.268,,,0,,,,,,,,,0.1887,,,0,10.7,,,0,0.47,,,0,13.651,,0,10.12,0.021,0
436,EPIC 205148699,253.160477,-19.16165,4.3772986,,,0,2456896.513,,,0,,,,,,,,,0.1744,,,0,16.6,,,0,0.78,,,0,12.389,,0,10.554,0.022,0
437,EPIC 205148699,253.160477,-19.16165,4.37983009,,,0,2456896.498,,,0,,,,,,,,,,,,,,,,,,,,,12.389,,0,10.554,0.022,0
438,EPIC 205152172,245.180008,-19.14414,0.98036126,,,0,2456894.604,,,0,,,,,,,,,0.02071,,,0,1.44,,,0,0.58,,,0,13.486,,0,10.524,0.019,0
439,EPIC 205152172,245.180008,-19.14414,0.980414,0.000096,-0.000096,0,2456959.309,0.0014,-0.0014,0,83.7,4.7,-8.8,0,5.3,1.1,-1.9,0,0.0219,0.004,-0.002,0,1.58,0.36,-0.36,0,0.66,0.1,-0.1,0,13.486,,0,10.524,0.019,0
440,EPIC 205152172,245.180008,-19.14414,0.97988263,,,0,2456896.576,,,0,,,,,,,,,,,,,,,,,,,,,13.486,,0,10.524,0.019,0
441,EPIC 205242733,246.879898,-18.675165,2.4165066,,,0,2456896.717,,,0,,,,,,,,,0.02173,,,0,0.988,,,0,0.38,,,0,13.493,,0,10.487,0.023,0
442,EPIC 205252523,247.043442,-18.623919,4.4984354,,,0,2456897.605,,,0,,,,,,,,,0.04131,,,0,3.12,,,0,0.66,,,0,14.793,,0,12.084,0.029,0
443,EPIC 205463986,241.527634,-17.417355,2.3240489,,,0,2456895.914,,,0,,,,,,,,,0.4699,,,0,33.4,,,0,0.78,,,0,10.919,,0,9.072,0.021,0
445,EPIC 205489894,247.474335,-17.247229,14.658196,,,0,2456907.075,,,0,,,,,,,,,0.03059,,,0,1.6,,,0,0.45,,,0,12.337,,0,8.965,0.021,0
446,EPIC 205570849,244.863434,-16.689157,16.858,0.0011,-0.0011,0,2456894.672,0.0032,-0.0032,0,,,,,,,,,0.047,0.057,-0.057,0,5.6,6.7,-6.7,0,1.07,0.1,-0.1,0,12.122,,0,10.414,0.021,0
449,EPIC 205703094,247.338928,-15.646748,8.1191,0.0017,-0.0017,0,2456895.817,0.0071,-0.0071,0,,,,,,,,,0.45,0.32,-0.32,0,57,43,-43,0,1.2,0.26,-0.26,0,12.514,,0,10.361,0.019,0
450,EPIC 205703094,247.338928,-15.646748,16.235,0.0059,-0.0059,0,2456899.889,0.014,-0.014,0,,,,,,,,,0.086,0.094,-0.094,0,11,24,-24,0,1.2,0.26,-0.26,0,12.514,,0,10.361,0.019,0
460,EPIC 205944181,333.924896,-16.56354,2.4756313,,,0,2456981.815,,,0,,,,,,,,,0.02869,,,0,2.48,,,0,0.81,,,0,12.41,,0,10.648,0.021,0
461,EPIC 205944181,333.924896,-16.56354,2.475641,0.000057,-0.000054,0,2456981.815,0.000939,-0.000847,0,82.188,6.884,-4.032,0,7.536817,15.08905,-1.528074,0,0.05583,0.19008,-0.02958,0,5.023,17.102,-2.666,0,0.82,0.05,-0.03,0,12.41,,0,10.648,0.021,0
462,EPIC 205944181,333.924896,-16.56354,2.475527,0.000083,-0.000083,0,2456981.817,0.0012,-0.0012,0,,,,,,,,,0.38,0.35,-0.35,0,42,40,-40,0,1.06,0.22,-0.22,0,12.41,,0,10.648,0.021,0
463,EPIC 205947161,340.959686,-16.462458,17.72507,0.00062,-0.00062,0,2456989.196,0.0011,-0.0011,0,,,,,,,,,0.31,0.32,-0.32,0,45,46,-46,0,1.33,0.14,-0.14,0,11.16,,0,9.864,0.023,0
464,EPIC 205947161,340.959686,-16.462458,17.725837,,,0,2456989.194,,,0,,,,,,,,,0.06395,,,0,6.63,,,0,1.11,,,0,11.16,,0,9.864,0.023,0
465,EPIC 205947214,334.616638,-16.460911,54.169832,,,0,2456983.71,,,0,,,,,,,,,0.4052,,,0,22,,,0,0.55,,,0,16.121,,0,12.777,0.032,0
468,EPIC 205957328,339.902435,-16.129774,14.353347,,,0,2456981.588,,,0,,,,,,,,,0.02383,,,0,2.19,,,0,0.79,,,0,12.464,,0,10.641,0.023,0
469,EPIC 205957328,339.902435,-16.129774,14.353438,0.001421,-0.001491,0,2456981.586,0.003481,-0.003193,0,88.995,0.733,-1.803,0,30.72942,5.792637,-12.851525,0,0.02391,0.00439,-0.00177,0,2.16,0.406,-0.17,0,0.83,0.03,-0.02,0,12.464,,0,10.641,0.023,0
470,EPIC 205976958,339.309692,-15.514149,2.3181466,,,0,2456980.703,,,0,,,,,,,,,0.03644,,,0,2.9,,,0,0.67,,,0,15.557,,0,12.52,0.026,0
472,EPIC 205990339,330.971375,-15.106543,19.441899,,,0,2456992.136,,,0,,,,,,,,,0.3792,,,0,4.15,,,0,0.11,,,0,16.768,,0,14.22,0.083,0
473,EPIC 205996447,339.726624,-14.925673,0.80032756,,,0,2456980.092,,,0,,,,,,,,,0.3618,,,0,21.3,,,0,0.61,,,0,15.262,,0,12.312,0.027,0
474,EPIC 205999468,335.406616,-14.83948,12.2631,0.0011,-0.0011,0,2456984.093,0.0027,-0.0027,0,,,,,,,,,0.0238,0.0022,-0.0022,0,1.87,0.21,-0.21,0,0.72,0.05,-0.05,0,12.932,,0,11.011,0.024,0
475,EPIC 205999468,335.406616,-14.83948,12.25823207,,,0,2456984.105,,,0,,,,,,,,,,,,,,,,,,,,,12.932,,0,11.011,0.024,0
476,EPIC 205999468,335.406616,-14.83948,12.263354,,,0,2456984.094,,,0,,,,,,,,,0.026,,,0,2.16,,,0,0.76,,,0,12.932,,0,11.011,0.024,0
494,EPIC 206024342,331.277222,-14.121665,0.9116567,,,0,2456980.07,,,0,,,,,,,,,0.01593,,,0,1.35,,,0,0.94,,,0,13.046,,0,11.487,0.023,0
495,EPIC 206024342,331.277222,-14.121665,14.641541,,,0,2456985.482,,,0,,,,,,,,,0.03369,,,0,2.94,,,0,0.94,,,0,13.046,,0,11.487,0.023,0
496,EPIC 206024342,331.277222,-14.121665,14.637,0.0021,-0.0021,0,2456985.49,0.0041,-0.0041,0,,,,,,,,,0.0249,0.0015,-0.0015,0,4,1.3,-1.3,0,1.5,0.46,-0.46,0,13.046,,0,11.487,0.023,0
513,EPIC 206028176,330.300293,-14.014557,9.3826,0.0018,-0.0018,0,2456988.125,0.0066,-0.0066,0,,,,,,,,,0.0158,0.0011,-0.0011,0,2.39,0.28,-0.28,0,1.38,0.13,-0.13,0,12.244,,0,11.075,0.021,0
514,EPIC 206028176,330.300293,-14.014557,9.3813402,,,0,2456988.13,,,0,,,,,,,,,0.01745,,,0,2.86,,,0,1.39,,,0,12.244,,0,11.075,0.021,0
515,EPIC 206029450,335.882935,-13.979621,4.2304959,,,0,2456980.943,,,0,,,,,,,,,0.03081,,,0,2.56,,,0,0.67,,,0,15.504,,0,12.834,0.029,0
516,EPIC 206032309,341.240692,-13.900921,4.1107634,,,0,2456982.769,,,0,,,,,,,,,0.04665,,,0,1.01,,,0,0.18,,,0,15.782,,0,12.538,0.026,0
517,EPIC 206036749,332.476257,-13.7777,1.131316,0.00003,-0.00003,0,2456982.119,0.092,-0.092,0,,,,,,,,,0.0313,0.0018,-0.0018,0,4.6,1.3,-1.3,0,1.32,0.36,-0.36,0,13.008,,0,11.323,0.027,0
522,EPIC 206042996,337.51358,-13.610113,0.35490972,,,0,2456979.732,,,0,,,,,,,,,0.02145,,,0,1.45,,,0,0.57,,,0,16.061,,0,13.071,0.033,0
527,EPIC 206049452,334.52655,-13.437336,14.454495,,,0,2456989.197,,,0,,,,,,,,,0.02923,,,0,2.21,,,0,0.7,,,0,13.13,,0,10.717,0.025,0
530,EPIC 206055981,337.858917,-13.264627,20.643928,,,0,2456997.393,,,0,,,,,,,,,0.03129,,,0,2.54,,,0,0.68,,,0,13.418,,0,10.957,0.023,0
531,EPIC 206056433,335.179047,-13.252261,28.564994,,,0,2456998.795,,,0,,,,,,,,,0.02852,,,0,2.25,,,0,0.68,,,0,13.251,,0,10.836,0.021,0
532,EPIC 206061524,335.057373,-13.114627,5.87975,0.00008,-0.00008,0,2456986.324,0.00051,-0.00051,0,,,,,,,,,0.0873,0.0017,-0.0017,0,3.76,0.56,-0.56,0,0.39,0.06,-0.06,0,14.443,,0,11.579,0.021,0
533,EPIC 206061524,335.057373,-13.114627,5.8796123,,,0,2456980.445,,,0,,,,,,,,,0.08963,,,0,6.5,,,0,0.62,,,0,14.443,,0,11.579,0.021,0
534,EPIC 206061524,335.057373,-13.114627,5.8797,0.0018,-0.0015,0,2456986.324,0.0006,-0.0006,0,86.2,0.4,-0.4,0,12.1,0.9,-0.8,0,0.0982,0.0024,-0.002,0,,,,,,,,,14.443,,0,11.579,0.021,0
535,EPIC 206061524,335.057373,-13.114627,5.87913354,,,0,2456986.323,,,0,,,,,,,,,,,,,,,,,,,,,14.443,,0,11.579,0.021,0
551,EPIC 206101302,333.426666,-12.066374,25.457815,,,0,2456983.646,,,0,,,,,,,,,0.02641,,,0,2.99,,,0,0.95,,,0,12.703,,0,11.274,0.022,0
552,EPIC 206101302,333.426666,-12.066374,25.4556,0.0047,-0.0047,0,2456983.645,0.006,-0.006,0,,,,,,,,,0.0219,0.0019,-0.0019,0,3.9,1.2,-1.2,0,1.63,0.48,-0.48,0,12.703,,0,11.274,0.022,0
561,EPIC 206114294,332.344208,-11.734278,3.291897,0.000076,-0.000076,0,2456983.342,0.0009,-0.0009,0,,,,,,,,,0.0777,0.0045,-0.0045,0,3.39,0.46,-0.46,0,0.4,0.05,-0.05,0,15.737,,0,12.604,0.026,0
562,EPIC 206114294,332.344208,-11.734278,3.2920598,,,0,2456980.049,,,0,,,,,,,,,0.0772,,,0,4.54,,,0,0.52,,,0,15.737,,0,12.604,0.026,0
563,EPIC 206114630,330.330536,-11.724275,7.4448754,,,0,2456985.39,,,0,,,,,,,,,0.03097,,,0,2.11,,,0,0.78,,,0,11.032,,0,9.075,0.024,0
564,EPIC 206114630,330.330536,-11.724275,7.445026,0.000297,-0.000301,0,2456985.39,0.001447,-0.001336,0,89.329,0.501,-2.673,0,54.673344,17.78553,-36.845171,0,0.02534,0.03388,-0.00285,0,2.281,3.05,-0.263,0,0.83,0.03,-0.02,0,11.032,,0,9.075,0.024,0
571,EPIC 206135075,337.940613,-11.182043,54.976021,,,0,2456982.868,,,0,,,,,,,,,0.2481,,,0,39.1,,,0,1.41,,,0,11.888,,0,10.739,0.023,0
572,EPIC 206135267,333.294769,-11.177358,2.573088,0.000068,-0.000068,0,2456982.624,0.00095,-0.00095,0,,,,,,,,,0.1235,0.0048,-0.0048,0,34,9,-9,0,2.5,0.66,-0.66,0,9.225,,0,7.267,0.029,0
573,EPIC 206135267,333.294769,-11.177358,2.5730187,,,0,2456980.052,,,0,,,,,,,,,0.2167,,,0,17.2,,,0,0.69,,,0,9.225,,0,7.267,0.029,0
574,EPIC 206135682,332.635681,-11.166197,5.025831,,,0,2456983.791,,,0,,,,,,,,,0.01961,,,0,1.72,,,0,0.72,,,0,13.213,,0,11.042,0.021,0
579,EPIC 206146957,329.726074,-10.87507,5.761359,0.000516,-0.000517,0,2456979.87,0.003327,-0.003256,0,88.337,1.186,-2.703,0,16.920189,2.480967,-5.97118,0,0.01396,0.00134,-0.00081,0,1.373,0.15,-0.094,0,0.9,0.05,-0.03,0,11.379,,0,9.934,0.019,0
580,EPIC 206146957,329.726074,-10.87507,5.7619248,,,0,2456979.866,,,0,,,,,,,,,0.01357,,,0,1.37,,,0,0.83,,,0,11.379,,0,9.934,0.019,0
581,EPIC 206151047,333.714996,-10.769168,0.35840528,,,0,2456979.48,,,0,,,,,,,,,0.01598,,,0,1.92,,,0,1.04,,,0,13.432,,0,12.088,0.025,0
582,EPIC 206151047,333.714996,-10.769168,0.358378,0.00006,-0.00006,0,2456983.066,0.00071,-0.00093,0,85.4,3.3,-5.5,0,4.9,1,-1,0,0.017,0.002,-0.001,0,1.65,0.18,-0.18,0,0.89,0.06,-0.06,0,13.432,,0,12.088,0.025,0
583,EPIC 206152015,342.34137,-10.743431,0.80858305,,,0,2456981.703,,,0,,,,,,,,,,,,,,,,,,,,,11.316,,0,9.966,0.019,0
598,EPIC 206169375,344.016388,-10.332234,0.36747226,,,0,2456979.536,,,0,,,,,,,,,0.02295,,,0,3.32,,,0,1.29,,,0,12.559,,0,11.284,0.026,0
599,EPIC 206169375,344.016388,-10.332234,0.367473,0.000007,-0.000007,0,2456979.536,0.000717,-0.00069,0,71.62,14.578,-34.106,0,2.548755,1.350045,-1.095638,0,0.0258,0.14751,-0.00418,0,3.555,20.332,-0.715,0,1.26,0.22,-0.15,0,12.559,,0,11.284,0.026,0
600,EPIC 206169375,344.016388,-10.332234,0.367453,0.000039,-0.000039,0,2457004.524,0.00052,-0.00068,0,85.3,3.4,-5.1,0,5.2,0.9,-1,0,0.0246,0.002,-0.001,0,2.55,0.25,-0.25,0,0.95,0.07,-0.07,0,12.559,,0,11.284,0.026,0
601,EPIC 206175552,339.511536,-10.205107,6.57986525,,,0,2456984.215,,,0,,,,,,,,,,,,,,,,,,,,,13.303,,0,11.816,0.027,0
606,EPIC 206192335,332.664185,-9.889762,3.59905,0.000203,-0.000181,0,2456979.947,0.001966,-0.002008,0,87.935,1.445,-3.203,0,13.43219,2.067701,-4.470317,0,0.01762,0.00153,-0.00102,0,1.588,0.156,-0.106,0,0.83,0.04,-0.03,0,11.87,,0,10.25,0.019,0
607,EPIC 206192335,332.664185,-9.889762,3.59912,0.00024,-0.00024,0,2456983.545,0.0025,-0.0025,0,,,,,,,,,0.0163,0.0012,-0.0012,0,1.46,0.12,-0.12,0,0.82,0.03,-0.03,0,11.87,,0,10.25,0.019,0
608,EPIC 206192335,332.664185,-9.889762,3.5990666,,,0,2456979.947,,,0,,,,,,,,,0.0174,,,0,1.62,,,0,0.78,,,0,11.87,,0,10.25,0.019,0
620,EPIC 206215704,335.094818,-9.509531,0.62309386,,,0,2456979.787,,,0,,,,,,,,,0.03441,,,0,2.52,,,0,0.65,,,0,15.598,,0,12.767,0.029,0
633,EPIC 206298289,337.357697,-8.266702,0.434827,0.000298,-0.000298,0,2456987.6,0.00083,-0.0009,0,84.8,3.7,-6.2,0,5.2,1.3,-1.4,0,0.0297,0.004,-0.002,0,1.62,0.28,-0.28,0,0.5,0.06,-0.06,0,14.688,,0,11.395,0.025,0
634,EPIC 206298289,337.357697,-8.266702,0.4348359,,,0,2456979.772,,,0,,,,,,,,,0.02723,,,0,1.59,,,0,0.5,,,0,14.688,,0,11.395,0.025,0
635,EPIC 206311743,335.1185,-8.060535,4.31444335,,,0,2456983.718,,,0,,,,,,,,,,,,,,,,,,,,,12.922,,0,10.701,0.019,0
636,EPIC 206312951,337.085052,-8.041529,1.53402,0.00018,-0.00017,0,2456980.159,0.005,-0.005,0,87.18,,,0,9.44,,,0,0.022,0.002,-0.002,0,1.13,0.11,-0.1,0,,,,,14.497,,0,11.328,0.023,0
637,EPIC 206312951,337.085052,-8.041529,1.5339666,,,0,2456980.161,,,0,,,,,,,,,0.02385,,,0,1.47,,,0,0.52,,,0,14.497,,0,11.328,0.023,0
638,EPIC 206317286,337.617584,-7.972406,17.501662,,,0,2456995.35,,,0,,,,,,,,,0.03159,,,0,2.63,,,0,0.73,,,0,13.806,,0,11.635,0.025,0
647,EPIC 206403979,332.889374,-6.568565,23.8039,0.0046,-0.0046,0,2456982.388,0.0067,-0.0067,0,,,,,,,,,0.21,0.23,-0.23,0,12,12,-12,0,0.48,0.1,-0.1,0,18.642,,0,,,
648,EPIC 206417197,337.133453,-6.347505,0.44214967,,,0,2456979.628,,,0,,,,,,,,,0.01471,,,0,1.32,,,0,0.76,,,0,13.352,,0,11.394,0.019,0
649,EPIC 206417197,337.133453,-6.347505,0.442094,0.000086,-0.000086,0,2457007.484,0.00138,-0.00134,0,81.6,6.1,-10,0,3.2,0.6,-0.7,0,0.0138,0.001,-0.001,0,1.16,0.13,-0.13,0,0.77,0.04,-0.04,0,13.352,,0,11.394,0.019,0
654,EPIC 206439513,337.853516,-5.977968,18.415126,0.00675,-0.00651,0,2456992.868,0.008161,-0.008049,0,64.282,4.818,-7.201,0,2.717431,0.298239,-0.222651,0,0.18369,0.34386,-0.10755,0,69.443,130.354,-41.625,0,3.47,0.48,-0.44,0,11.437,,0,10.621,0.021,0
655,EPIC 206439513,337.853516,-5.977968,18.406118,,,0,2456992.866,,,0,,,,,,,,,0.02417,,,0,5.2,,,0,1.84,,,0,11.437,,0,10.621,0.021,0
656,EPIC 206500801,334.492249,-4.864619,8.15306759,,,0,2456985.369,,,0,,,,,,,,,,,,,,,,,,,,,12.187,,0,10.296,0.023,0
657,EPIC 206532093,335.577911,-4.206278,2.2021868,,,0,2456979.588,,,0,,,,,,,,,0.5916,,,0,56.5,,,0,0.96,,,0,11.561,,0,10.035,0.025,0
658,EPIC 206535016,335.240265,-4.139476,20.398147,,,0,2456996.368,,,0,,,,,,,,,0.03633,,,0,2.93,,,0,0.85,,,0,11.644,,0,10.019,0.019,0
659,EPIC 206535016,335.240265,-4.139476,20.398071,0.001892,-0.001857,0,2456996.368,0.002827,-0.002952,0,89.558,0.323,-1.158,0,72.850542,16.353313,-39.426388,0,0.03041,0.00878,-0.00259,0,2.579,0.755,-0.239,0,0.78,0.04,-0.03,0,11.644,,0,10.019,0.019,0
660,EPIC 206543223,336.011169,-3.95439,17.81188,0.00093,-0.00093,0,2456988.775,0.0031,-0.0031,0,,,,,,,,,0.212,0.014,-0.014,0,21.6,2,-2,0,0.93,0.06,-0.06,0,11.487,,0,9.933,0.019,0
661,EPIC 206543223,336.011169,-3.95439,17.812866,,,0,2456988.772,,,0,,,,,,,,,0.2568,,,0,22.5,,,0,0.92,,,0,11.487,,0,9.933,0.019,0
662,EPIC 206543223,336.011169,-3.95439,17.80345864,,,0,2456988.788,,,0,,,,,,,,,,,,,,,,,,,,,11.487,,0,9.933,0.019,0
663,EPIC 207389002,102.688667,16.808443,2.931226,0.000086,-0.000086,0,2456775.095,0.00052,-0.00052,0,,,,,,,,,0.75,0.18,-0.18,0,90,25,-25,0,1.12,0.17,-0.17,0,15.519,,0,13.826,0.039,0
665,EPIC 207739861,99.55442,18.227169,1.81449,0.00011,-0.00011,0,2456769.39,0.0013,-0.0013,0,,,,,,,,,0.27,0.2,-0.2,0,27,20,-20,0,0.92,0.09,-0.09,0,16.099,,0,14.546,0.1,0
666,EPIC 208445756,95.783028,20.971462,22.4844,0.0013,-0.0013,0,2456775.034,0.00078,-0.00078,0,,,,,,,,,0.65,0.23,-0.23,0,79,31,-31,0,1.15,0.2,-0.2,0,15.681,,0,13.556,0.039,0
667,EPIC 208833261,91.108276,22.499475,3.47451,0.00065,-0.00065,0,2456773.478,0.0035,-0.0035,0,,,,,,,,,0.0536,0.0041,-0.0041,0,10.6,1.1,-1.1,0,1.83,0.11,-0.11,0,13.371,,0,12.826,0.024,0
668,EPIC 209036259,96.910088,23.340759,0.369181,0.000013,-0.000013,0,2456767.956,0.00083,-0.00083,0,,,,,,,,,0.0705,0.0071,-0.0071,0,16.5,2.7,-2.7,0,2.22,0.3,-0.3,0,15.738,,0,13.961,0.053,0
669,EPIC 209286622,93.918068,24.366735,6.71694,0.00054,-0.00054,0,2456775.265,0.0013,-0.0013,0,,,,,,,,,0.44,0.28,-0.28,0,39,24,-24,0,0.82,0.08,-0.08,0,16.326,,0,14.408,0.06,0
673,EPIC 210365511,60.092361,12.633847,3.951971,0.001246,-0.001267,0,2457067.617,0.010099,-0.010243,0,38.938,9.2,-9.201,0,1.466826,0.50089,-0.106817,0,0.11188,0.38464,-0.07335,0,8.446,29.035,-5.542,0,0.69,0.02,-0.02,0,12.439,,0,9.842,0.017,0
674,EPIC 210389383,62.603676,13.217711,14.08549,0.00019,-0.00019,0,2457069.777,0.00047,-0.00047,0,,,,,,,,,0.14602,0.00057,-0.00057,0,21.1,2.1,-2.1,0,1.32,0.13,-0.13,0,12.752,,0,10.772,0.025,0
684,EPIC 210414957,64.325264,13.804842,0.96997227,,,0,2457062.192,,,0,,,,,,,,,,,,,,,,,,,,,12.655,,0,10.216,0.018,0
685,EPIC 210414957,64.325264,13.804842,0.969967,0.000012,-0.000012,0,2457065.101,0.00048,-0.00048,0,,,,,,,,,0.35,0.15,-0.15,0,59,26,-26,0,1.54,0.07,-0.07,0,12.655,,0,10.216,0.018,0
687,EPIC 210423938,60.37236,14.000156,19.860476,0.001975,-0.002165,0,2457072.016,0.004273,-0.003717,0,88.985,0.752,-2.34,0,34.186841,8.785546,-18.158659,0,0.02742,0.00705,-0.00275,0,2.083,0.539,-0.218,0,0.7,0.02,-0.02,0,12.655,,0,10.272,0.017,0
691,EPIC 210472483,64.285896,14.936378,1.1430018,,,0,2457062.307,,,0,,,,,,,,,,,,,,,,,,,,,13.179,,0,10.875,0.019,0
701,EPIC 210513446,58.018524,15.635284,1.14907861,,,0,2457062.419,,,0,,,,,,,,,,,,,,,,,,,,,13.618,,0,11.191,0.021,0
703,EPIC 210550063,61.131908,16.216694,2.16594452,,,0,2457062.816,,,0,,,,,,,,,,,,,,,,,,,,,11.147,,0,9.626,0.018,0
708,EPIC 210559259,59.475853,16.357698,14.27669647,,,0,2457063.409,,,0,,,,,,,,,,,,,,,,,,,,,13.699,,0,11.323,0.017,0
709,EPIC 210564155,60.463333,16.433319,4.86406,0.00028,-0.00028,0,2457096.759,0.001,-0.001,0,89.03,,,0,27.35,,,0,0.035,0.002,-0.002,0,1.09,0.13,-0.13,0,,,,,14.595,,0,10.993,0.018,0
710,EPIC 210576234,53.772568,16.61537,15.97700259,,,0,2457071.679,,,0,,,,,,,,,,,,,,,,,,,,,11.603,,0,9.734,0.017,0
713,EPIC 210598340,56.868729,16.941629,3.73478175,,,0,2457063.087,,,0,,,,,,,,,,,,,,,,,,,,,12.537,,0,10.876,0.02,0
714,EPIC 210605073,65.623291,17.037874,0.567055,0.000145,-0.000145,0,2457127.437,0.00056,-0.00056,0,85.7,3.1,-5,0,5.7,0.7,-1.3,0,0.1047,0.007,-0.004,0,16.22,6.26,-6.26,0,1.42,0.54,-0.54,0,17.887,,0,,,
