loc_rowid,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas,RA,Dec
2535,4781,0.76,,0.27227,191,0.3913,0.9236,0.5218,2.049,4.835,2.732,281.194747,47.497148
2536,5769,0.96,,0.92096,1317,0.7198,1.6986,0.9597,0.547,1.29,0.729,294.241293,47.275982
2537,5539,0.86,,0.62809,1105,0.5944,1.4028,0.7925,0.538,1.269,0.717,294.326356,47.217613
2538,4861,0.75,,0.28335,218,0.3992,0.9422,0.5323,1.831,4.322,2.442,294.955114,44.149818
2539,5612,0.91,,0.74105,1239,0.6456,1.5237,0.8608,0.521,1.23,0.695,284.273965,41.535023
2540,5409,0.83,,0.53201,1035,0.547,1.291,0.7294,0.529,1.247,0.705,293.601262,42.379761
2541,5718,0.97,,0.90744,1543,0.7144,1.6861,0.9526,0.463,1.093,0.617,291.269748,42.096046
2542,5665,0.93,,0.80364,918,0.6723,1.5867,0.8965,0.732,1.728,0.977,300.929606,44.02879
2543,5508,0.87,,0.62851,1188,0.5946,1.4032,0.7928,0.5,1.181,0.667,294.366727,42.252678
2544,5679,0.94,,0.82916,884,0.6829,1.6117,0.9106,0.773,1.823,1.03,293.300231,41.523338
2545,5403,0.86,,0.56863,572,0.5656,1.3347,0.7541,0.989,2.333,1.318,298.607876,46.453682
2546,5699,1.41,,1.89204,443,1.0316,2.4347,1.3755,2.329,5.496,3.105,284.482459,44.398037
2547,5857,1.02,,1.10458,1489,0.7882,1.8603,1.051,0.529,1.249,0.706,287.956566,41.130329
2548,4834,0.73,,0.26252,408,0.3843,0.9069,0.5124,0.942,2.223,1.256,287.73756,38.114567
2549,5730,0.99,,0.9532,1167,0.7322,1.7281,0.9763,0.627,1.481,0.837,285.371949,41.993912
2550,5416,0.99,,0.76082,240,0.6542,1.5439,0.8722,2.726,6.433,3.634,288.971662,44.624531
2551,4990,0.76,,0.32309,224,0.4263,1.0061,0.5684,1.903,4.491,2.538,295.859378,47.93951
2552,5350,0.84,,0.52152,637,0.5416,1.2782,0.7222,0.85,2.007,1.134,288.471458,40.269795
2553,6040,1.15,,1.58796,631,0.9451,2.2305,1.2601,1.498,3.535,1.997,292.530806,49.061707
2554,4963,0.75,,0.30789,749,0.4162,0.9821,0.5549,0.556,1.311,0.741,290.156346,48.818996
2555,5421,0.86,,0.57625,467,0.5693,1.3436,0.7591,1.219,2.877,1.626,287.256685,46.066769
2556,7005,2.01,,8.7765,1003,2.2219,5.2437,2.9625,2.215,5.228,2.954,292.171168,40.811382
2557,5690,1.02,,0.98389,134,0.7439,1.7557,0.9919,5.552,13.102,7.402,297.069643,40.525141
2558,4755,0.72,,0.23909,298,0.3667,0.8655,0.489,1.231,2.904,1.641,281.457163,46.746468
2559,5582,0.9,,0.70948,607,0.6317,1.4909,0.8423,1.041,2.456,1.388,282.035496,43.631268
2560,5478,0.86,,0.60087,439,0.5814,1.372,0.7752,1.324,3.125,1.766,295.313145,46.237488
2561,5461,0.87,,0.60733,786,0.5845,1.3794,0.7793,0.744,1.755,0.991,296.752973,45.0411
2562,5427,0.84,,0.5522,478,0.5573,1.3153,0.7431,1.166,2.752,1.555,295.30009,40.556591
2563,5886,1.15,,1.4321,618,0.8975,2.1182,1.1967,1.452,3.427,1.936,298.515338,41.891205
2564,5840,1.02,,1.09181,773,0.7837,1.8495,1.0449,1.014,2.393,1.352,297.270578,50.121811
2565,5178,0.8,,0.41507,499,0.4832,1.1403,0.6443,0.968,2.285,1.291,286.558075,38.40536
2566,4598,0.7,,0.19759,312,0.3334,0.7868,0.4445,1.069,2.522,1.425,285.602528,50.112038
2567,5214,0.82,,0.44834,411,0.5022,1.1852,0.6696,1.222,2.884,1.629,288.372508,47.933556
2568,5779,0.98,,0.96641,393,0.7373,1.74,0.9831,1.876,4.428,2.501,287.326624,48.673431
2569,4511,0.67,,0.1677,350,0.3071,0.7248,0.4095,0.878,2.071,1.17,289.62523,40.708726
2570,5431,0.85,,0.56709,345,0.5648,1.3329,0.7531,1.637,3.864,2.183,284.094587,41.182821
2571,6146,1.22,,1.91596,1304,1.0381,2.45,1.3842,0.796,1.879,1.061,295.828703,43.425495
2572,5213,0.78,,0.40536,297,0.4775,1.1269,0.6367,1.608,3.794,2.144,290.165258,49.923862
2573,3687,0.5,,0.04168,121,0.1531,0.3614,0.2042,1.265,2.986,1.687,285.013102,40.220753
2574,4897,0.75,,0.29184,404,0.4052,0.9562,0.5402,1.003,2.367,1.337,290.54855,38.495275
2575,5232,0.83,,0.46572,1020,0.5118,1.2079,0.6824,0.502,1.184,0.669,289.869641,46.729706
2576,5315,0.83,,0.49598,664,0.5282,1.2465,0.7043,0.795,1.877,1.061,291.51621,42.248196
2577,6002,1.09,,1.39102,624,0.8846,2.0876,1.1794,1.418,3.345,1.89,286.710723,43.043453
2578,5310,0.83,,0.49412,606,0.5272,1.2442,0.7029,0.87,2.053,1.16,300.371281,46.408276
2579,5539,1.11,,1.04633,390,0.7672,1.8105,1.0229,1.967,4.642,2.623,285.661662,37.964506
2580,5935,1.06,,1.25774,804,0.8411,1.985,1.1215,1.046,2.469,1.395,294.613008,45.060169
2581,5718,0.96,,0.88882,913,0.7071,1.6687,0.9428,0.774,1.828,1.033,289.248907,47.650101
2582,6139,1.29,,2.13239,702,1.0952,2.5847,1.4603,1.56,3.682,2.08,288.41768,46.590427
2583,6052,1.08,,1.41169,655,0.8911,2.103,1.1881,1.36,3.211,1.814,285.10406,45.008167
2584,5610,0.93,,0.77288,461,0.6594,1.5561,0.8791,1.43,3.375,1.907,296.958868,46.394127
2585,5434,0.85,,0.56835,741,0.5654,1.3344,0.7539,0.763,1.801,1.017,290.144308,44.049953
2586,5642,0.98,,0.87797,563,0.7028,1.6585,0.937,1.248,2.946,1.664,293.094007,42.896431
2587,5637,0.91,,0.75435,936,0.6514,1.5373,0.8685,0.696,1.642,0.928,289.41107,46.130848
2588,4005,0.53,,0.0652,248,0.1915,0.452,0.2553,0.772,1.822,1.03,290.708386,42.237251
2589,5074,0.78,,0.36382,484,0.4524,1.0676,0.6032,0.935,2.206,1.246,281.582909,47.233631
2590,4782,0.73,,0.25141,210,0.3761,0.8875,0.5014,1.791,4.226,2.388,297.354004,41.300049
2591,5948,1.08,,1.31713,933,0.8607,2.0314,1.1477,0.923,2.177,1.23,297.938209,46.881393
2592,4392,0.61,,0.12491,370,0.2651,0.6256,0.3534,0.716,1.691,0.955,297.090655,49.626572
2593,4944,0.74,,0.29517,268,0.4075,0.9616,0.5433,1.52,3.588,2.027,284.43028,47.641785
2594,3843,0.54,,0.05738,298,0.1797,0.424,0.2395,0.603,1.423,0.804,292.614101,44.394661
2595,3934,0.54,,0.06301,170,0.1883,0.4443,0.251,1.107,2.614,1.477,289.072225,47.40707
2596,5206,0.8,,0.42412,659,0.4884,1.1527,0.6512,0.741,1.749,0.988,284.615727,39.131038
2597,6014,1.14,,1.53377,1098,0.9288,2.1921,1.2385,0.846,1.996,1.128,291.912789,41.533611
2598,6150,1.56,,3.14084,470,1.3292,3.1369,1.7722,2.828,6.674,3.771,289.233369,49.938934
2599,6058,1.18,,1.69191,996,0.9756,2.3023,1.3007,0.979,2.312,1.306,296.754151,49.208744
2600,6237,1.65,,3.71679,568,1.4459,3.4124,1.9279,2.546,6.008,3.394,299.660466,46.198418
2601,3216,0.214,0.00441,0.00441,12.47,0.0498,0.1175,0.0664,3.994,9.426,5.325,11.24724,-15.271532
2602,3036,0.189,0.00272,0.00272,14.9,0.0391,0.0923,0.0522,2.625,6.195,3.5,340.492104,-69.168986
2603,,,,,158.87,,,,,,,69.824148,22.350967
2604,5000,0.82,,0.37914,2000,0.4618,1.0899,0.6157,0.231,0.545,0.308,232.577571,-42.979908
2605,7554,2.1,14.98,14.98,188.7,2.9028,6.8506,3.8704,15.383,36.304,20.511,317.551544,10.738873
2606,,,,,1000,,,,,,,272.015825,-27.150075
2607,,,,,5800,,,,,,,272.424917,-29.224153
2608,,,,,7700,,,,,,,268.560542,-34.778053
2609,,,,,3300,,,,,,,269.706,-30.196931
2610,,,,,3040,,,,,,,267.008125,-35.005411
2611,,,,,6100,,,,,,,271.742208,-26.819692
2612,,,,,5690,,,,,,,268.461625,-33.990333
2613,,,,,2800,,,,,,,272.547258,-26.522932
2614,,,,,3500,,,,,,,271.95697,-25.344639
2615,,,,,810,,,,,,,269.496333,-30.715175
2616,,,,,6430,,,,,,,271.303917,-27.293233
2617,5950,,,,2300,,,,,,,271.531006,-31.454477
2618,,,,,7380,,,,,,,270.854,-29.213417
2619,,,,,7000,,,,,,,270.097833,-31.245258
2620,,,,,4400,,,,,,,268.867889,-29.170666
2621,,,,,7720,,,,,,,268.913958,-28.476847
2622,,,,,7560,,,,,,,271.223333,-27.220944
2623,,,,,5300,,,,,,,270.442963,-29.108778
2624,,,,,7210,,,,,,,268.143097,-32.040092
2625,,,,,,,,,,,,269.678542,-29.398239
2626,,,,,7100,,,,,,,271.9487,-28.170279
2627,,,,,6500,,,,,,,271.473755,-27.714287
2628,,,,,6800,,,,,,,268.742218,-29.750463
2629,,,,,5100,,,,,,,261.7925,-29.793972
2630,,,,,,,,,,,,255.527252,-29.945583
2631,4284,39.59,,476.28357,837.03,16.3679,38.6283,21.8239,19.555,46.149,26.073,132.48676,11.692484
2632,4200,,,,842.01,,,,,,,132.82283,11.756299
2633,5780,,,,895.73,,,,,,,132.753364,11.814655
2634,5725,,,,939.38,,,,,,,132.753193,11.88653
2635,6165,,,,851.36,,,,,,,132.82936,11.67102
2636,4445,19.98,,140.59659,2200,8.893,20.9875,11.8573,4.042,9.54,5.39,186.147811,-61.820004
2637,3916,0.573,,0.06966,224,0.1979,0.4672,0.2639,0.884,2.086,1.178,82.714378,-36.630787
2638,6478,1.702,,4.60235,360.3,1.609,3.7972,2.1453,4.466,10.539,5.954,215.122879,-31.20207
2639,5600,0.93,,0.76739,1010,0.657,1.5505,0.876,0.65,1.535,0.867,94.444794,-35.706394
2640,57000,,,,500,,,,,,,238.233879,12.912411
2641,,,,,551.99,,,,,,,204.700622,-2.030315
2642,,,,,5800,,,,,,,271.318125,-28.895
2643,,,,,3200,,,,,,,267.540708,-34.673194
2644,,,,,4100,,,,,,,271.522167,-30.732639
2645,,,,,6600,,,,,,,268.579958,-30.377306
2646,,,,,1510,,,,,,,268.143792,-30.087778
2647,,,,,2760,,,,,,,271.351807,-26.421944
2648,,,,,5900,,,,,,,269.108167,-32.237417
2649,,,,,8100,,,,,,,266.872583,-34.726556
2650,,,,,6800,,,,,,,269.786708,-30.759472
2651,,,,,6100,,,,,,,269.315735,-28.233862
2652,,,,,2570,,,,,,,264.559083,-27.136139
2653,,,,,4380,,,,,,,269.448833,-27.394528
2654,,,,,4019,,,,,,,263.577917,-27.14275
2655,,,,,1760,,,,,,,265.694875,-24.261
2656,,,,,4970,,,,,,,268.325708,-30.471167
2657,,,,,1300,,,,,,,271.4905,-27.712
2658,,,,,6700,,,,,,,268.968292,-29.818528
2659,,,,,3000,,,,,,,272.019257,-29.731583
2660,,,,,3040,,,,,,,268.0295,-31.690583
2661,,,,,3900,,,,,,,269.764618,-28.421028
2662,,,,,1161,,,,,,,268.031208,-29.846111
2663,,,,,6300,,,,,,,268.126556,-30.292694
2664,,,,,6900,,,,,,,268.409485,-28.895271
2665,,,,,4100,,,,,,,270.621708,-28.39625
2666,,,,,2220,,,,,,,268.102081,-30.548389
2667,,,,,6400,,,,,,,268.75238,-31.469055
2668,,,,,6860,,,,,,,269.408997,-28.963158
2669,,,,,8200,,,,,,,269.662537,-28.031694
2670,,,,,600,,,,,,,270.184333,-28.660889
2671,,,,,2500,,,,,,,268.75425,-29.047111
2672,,,,,6500,,,,,,,269.895416,-31.818611
2673,,,,,3410,,,,,,,269.260406,-28.116167
2674,,,,,6770,,,,,,,269.717926,-27.613556
2675,,,,,3910,,,,,,,268.847931,-30.207251
2676,,,,,4705,,,,,,,267.970612,-29.27136
2677,,,,,5915,,,,,,,269.329407,-31.951723
2678,,,,,5800,,,,,,,269.048889,-30.52836
2679,,,,,,,,,,,,266.883057,-24.522667
2680,,,,,860,,,,,,,268.280365,-30.245722
2681,,,,,,,,,,,,270.319366,-28.461971
2682,6050,,2.23872,2.23872,,1.1222,2.6483,1.4962,,,,269.147958,-29.539222
2683,5950,1.17,1.5417,1.5417,,0.9312,2.1977,1.2417,,,,267.867708,-29.876361
2684,5040,0.831,0.40087,0.40087,,0.4749,1.1207,0.6331,,,,163.324625,-61.405639
2685,4790,0.774,0.2958,0.2958,600,0.4079,0.9627,0.5439,0.68,1.604,0.906,163.101667,-61.446806
2686,6210,1.32,2.34963,2.34963,2500,1.1496,2.7131,1.5329,0.46,1.085,0.613,162.644667,-61.957194
2687,5924,1.14,,1.444,2669.56,0.9012,2.1269,1.2017,0.338,0.797,0.45,167.327963,-61.095257
2688,6325,1.64,,3.88353,1574.54,1.478,3.4881,1.9707,0.939,2.215,1.252,160.059951,-62.455601
2689,6933,1.53,,4.87938,1704.36,1.6567,3.9098,2.2089,0.972,2.294,1.296,166.979921,-61.146263
2690,2375,,0.0017,0.0017,125,0.0309,0.0729,0.0412,0.247,0.584,0.33,245.605058,-24.087208
2691,6407,1.734,,4.57103,1000,1.6035,3.7843,2.138,1.603,3.784,2.138,298.215108,39.955104
2692,5629,1,0.79068,0.79068,346,0.6669,1.5739,0.8892,1.927,4.549,2.57,289.76359,51.962601
2693,4400,0.588,,0.11691,1200,0.2564,0.6052,0.3419,0.214,0.504,0.285,203.608877,-66.581116
2694,,,,,600,,,,,,,195.014903,12.682353
2695,,,,,,,,,,,,245.909262,-26.531594
2696,4500,0.04,,0.00059,1200,0.0182,0.0431,0.0243,0.015,0.036,0.02,259.791971,-14.6336
2697,,,,,230,,,,,,,350.644348,-26.849533
2698,6174,1.15,,1.73364,181.54,0.9875,2.3305,1.3167,5.44,12.838,7.253,130.432596,20.226891
2699,5300,0.827,,0.48687,183.68,0.5233,1.235,0.6978,2.849,6.724,3.799,130.547882,19.277044
2700,3050,0.141,0.00155,0.00155,1.29,0.0295,0.0697,0.0394,22.89,54.019,30.519,217.428955,-62.679485
2701,5013,0.803,0.365,0.365,186.61,0.4531,1.0693,0.6042,2.428,5.73,3.237,303.381672,65.162041
2702,4645,0.776,,0.25291,182.32,0.3772,0.8901,0.5029,2.069,4.882,2.758,207.655866,-6.804028
2703,6007,1.272,1.9,1.9,750.99,1.0338,2.4398,1.3784,1.377,3.249,1.835,359.152008,36.212971
2704,5215,0.849,0.481,0.481,332.17,0.5202,1.2276,0.6935,1.566,3.696,2.088,4.859266,44.027641
2705,5747,1.076,1.138,1.138,371.39,0.8001,1.8882,1.0668,2.154,5.084,2.872,7.053898,42.061333
2706,3850,,,,120,,,,,,,246.615609,-25.456865
2707,,,,,135,,,,,,,247.812567,-24.545471
2708,,,,,21.2,,,,,,,65.273181,-48.651976
2709,3192,0.197,0.00362,0.00362,3.38,0.0451,0.1065,0.0602,13.348,31.502,17.798,176.934982,0.804563
2710,3621,0.63,0.05998,0.05998,11.51,0.1837,0.4335,0.2449,15.954,37.651,21.272,195.194092,12.375724
2711,,,,,112.32,,,,,,,246.8313,-24.694553
2712,,1.45,,,8500,,,,,,,269.758333,-29.198194
2713,,1.18,,,8500,,,,,,,269.724667,-29.189056
2714,4620,1.17,0.56234,0.56234,147,0.5624,1.3273,0.7499,3.826,9.029,5.101,64.715416,17.387936
2715,,,,,380,,,,,,,76.927666,24.79875
2716,2559,0.117,0.00052,0.00052,12.1,0.0172,0.0405,0.0229,1.419,3.349,1.892,346.622013,-5.041274
2717,4806,6.85,22.38721,22.38721,759,3.5486,8.3748,4.7315,4.675,11.034,6.234,154.277798,19.558472
2718,4776,5.9,16.2181,16.2181,497.41,3.0204,7.1281,4.0272,6.072,14.33,8.096,45.582458,49.74416
2719,5130,6.26,23.98833,23.98833,481,3.6733,8.6691,4.8978,7.637,18.023,10.183,12.887344,58.426167
2720,4300,16.21,81.28305,81.28305,700,6.7618,15.9578,9.0157,9.66,22.797,12.88,343.871704,62.239182
2721,5230,0.85,,0.48769,150,0.5238,1.2361,0.6983,3.492,8.24,4.656,286.041062,36.632629
2722,5850,1.12,,1.32543,213,0.8635,2.0378,1.1513,4.054,9.567,5.405,286.808473,49.316402
2723,5650,0.829,0.62517,0.62517,228,0.593,1.3995,0.7907,2.601,6.138,3.468,268.029265,37.546154
2724,6200,1.66,,3.6735,492,1.4375,3.3924,1.9166,2.922,6.895,3.896,268.304354,37.211849
2725,5171,0.868,,0.486,360,0.5229,1.2339,0.6971,1.452,3.428,1.936,305.221841,59.448788
2726,,,,,6300,,,,,,,266.654083,-29.211361
2727,2700,,0.01122,0.01122,144.29,0.0794,0.1875,0.1059,0.551,1.299,0.734,241.47532,-18.312332
2728,,,,,239.6,,,,,,,53.869338,-25.739395
2729,29300,0.23,,35.17409,1400,4.4481,10.4975,5.9308,3.177,7.498,4.236,331.05044,26.41886
2730,4250,2,,1.17737,150,0.8138,1.9206,1.0851,5.425,12.804,7.234,68.291803,24.56205
2731,2620,,0.00072,0.00072,12.7,0.0202,0.0476,0.0269,1.589,3.751,2.119,194.008964,-12.956031
2732,,1.47,2.76,2.76,408,1.246,2.9405,1.6613,3.054,7.207,4.072,5.166978,31.98999
2733,4675,0.698,,0.20996,90,0.3437,0.811,0.4582,3.818,9.012,5.091,348.992912,31.462852
2734,6900,1.57,,5.04072,368.28,1.6839,3.9739,2.2452,4.572,10.791,6.096,68.959728,-64.027039
2735,6380,1.31,,2.5652,202.39,1.2012,2.8349,1.6016,5.935,14.007,7.913,98.351102,-23.48621
2736,6110,1.436,2.58821,2.58821,470,1.2066,2.8476,1.6088,2.567,6.059,3.423,249.314868,7.183352
2737,5475,0.963,,0.75177,143,0.6503,1.5347,0.867,4.547,10.732,6.063,160.602432,7.435026
2738,5070,0.9,,0.48285,252.52,0.5212,1.2299,0.6949,2.064,4.871,2.752,24.167667,-50.659027
2739,6055,1.31,,2.08111,283,1.082,2.5534,1.4426,3.823,9.023,5.098,166.429747,-5.079412
2740,4430,0.66,,0.15136,64.86,0.2918,0.6886,0.389,4.499,10.617,5.998,188.386871,-10.146149
2741,4800,0.89,,0.37935,121.7,0.4619,1.0902,0.6159,3.796,8.958,5.061,47.368964,30.673594
2742,5890,1.608,,2.80757,360,1.2567,2.9658,1.6756,3.491,8.238,4.654,224.872776,46.960117
2743,5940,1.43,,2.29675,460,1.1366,2.6824,1.5155,2.471,5.831,3.295,327.664437,10.463482
2744,6040,1.22,,1.78716,158.69,1.0026,2.3662,1.3368,6.318,14.911,8.425,36.775432,-50.284519
2745,6410,1.696,,4.38107,380.53,1.5698,3.7048,2.0931,4.125,9.736,5.501,19.550543,2.702824
2746,5650,1.2,,1.32389,333,0.863,2.0366,1.1506,2.591,6.116,3.455,55.933441,-65.193855
2747,6300,1.59,,3.59297,432.48,1.4216,3.3551,1.8955,3.287,7.758,4.383,97.63664,29.672291
2748,6450,1.87,,5.46033,437,1.7526,4.136,2.3367,4.01,9.465,5.347,62.616051,-45.89822
2749,6459,1.458,3.3,3.3,270,1.3624,3.2154,1.8166,5.046,11.909,6.728,107.600275,-39.097393
2750,5740,1.285,,1.61715,214,0.9538,2.2509,1.2717,4.457,10.518,5.942,289.478676,-32.86113
2751,6050,1.02,,1.25753,433,0.841,1.9849,1.1214,1.942,4.584,2.59,332.714323,-30.749672
2752,5800,1.27,,1.64671,234,0.9624,2.2713,1.2832,4.113,9.707,5.484,63.373865,-69.226807
2753,5620,1.39,,1.73889,102,0.989,2.334,1.3187,9.696,22.883,12.928,160.55867,-3.835064
2754,5900,0.9,,0.8855,246,0.7058,1.6656,0.941,2.869,6.771,3.825,176.298965,-42.063927
2755,5950,1.37,,2.12229,155,1.0926,2.5786,1.4568,7.049,16.636,9.399,140.102976,33.882439
2756,5625,0.96,,0.83239,180,0.6843,1.6149,0.9124,3.801,8.972,5.069,203.105988,-42.475273
2757,6030,1.53,,2.79222,250,1.2532,2.9577,1.671,5.013,11.831,6.684,210.193542,-30.583567
2758,4775,0.74,,0.25683,120,0.3801,0.897,0.5068,3.167,7.475,4.223,217.609131,-46.15918
2759,5700,1.44,,1.97479,547,1.054,2.4873,1.4053,1.927,4.547,2.569,314.575373,-35.796555
2760,5675,0.96,,0.86239,300,0.6965,1.6437,0.9286,2.322,5.479,3.095,267.284974,29.879107
2761,6260,2.21,,6.76673,164,1.951,4.6043,2.6013,11.896,28.075,15.862,0.32575,-8.926325
2762,6272,1.36,,2.58225,308,1.2052,2.8443,1.6069,3.913,9.235,5.217,41.639084,-0.463922
2763,5310,0.8,,0.45904,230,0.5081,1.1992,0.6775,2.209,5.214,2.946,49.562229,-41.302147
2764,6475,1.4,,3.10822,160,1.3223,3.1205,1.763,8.264,19.503,11.019,218.276477,21.894714
2765,5260,0.87,,0.52273,180,0.5423,1.2797,0.723,3.013,7.11,4.017,60.38562,-20.451092
2766,5900,1.37,,2.05185,570,1.0743,2.5354,1.4324,1.885,4.448,2.513,71.824409,-17.115154
2767,6010,1.64,,3.16579,840,1.3345,3.1493,1.7793,1.589,3.749,2.118,140.506393,-23.946169
2768,5200,0.81,,0.43279,358.72,0.4934,1.1644,0.6579,1.375,3.246,1.834,320.762878,-40.048443
2769,4900,0.68,,0.24049,91.54,0.3678,0.868,0.4904,4.018,9.482,5.357,322.253754,-58.83614
2770,5702,1.429,,1.94747,426,1.0466,2.4701,1.3955,2.457,5.798,3.276,359.191528,-22.153164
2771,6300,1.48,,3.11302,284.35,1.3233,3.1229,1.7644,4.654,10.983,6.205,208.927939,-32.159607
2772,5871,1.14,,1.39301,458.91,0.8852,2.0891,1.1803,1.929,4.552,2.572,349.063446,0.306743
2773,5914,1.73,,3.30304,430,1.3631,3.2168,1.8174,3.17,7.481,4.227,279.26239,40.018723
2774,4910,0.76,,0.30287,140,0.4127,0.9741,0.5503,2.948,6.958,3.931,32.781708,2.418
2775,5772,1.1,,1.21168,337.71,0.8256,1.9483,1.1008,2.445,5.769,3.259,201.655197,-8.31756
2776,6350,1.39,,2.83414,532.92,1.2626,2.9798,1.6835,2.369,5.591,3.159,4.146333,-10.976417
2777,6120,2.11,,5.63466,730.5,1.7803,4.2015,2.3737,2.437,5.752,3.249,68.136497,-38.968334
2778,5700,1.14,,1.23767,195.2,0.8344,1.9691,1.1125,4.275,10.088,5.699,214.683032,-20.275484
2779,5298,0.868,,0.53553,284,0.5488,1.2953,0.7318,1.933,4.561,2.577,87.67942,-27.623163
2780,6400,1.712,4.44,4.44,346.46,1.5803,3.7296,2.1071,4.561,10.765,6.082,126.337875,-11.501
2781,5300,1.11,,0.87709,313.6,0.7024,1.6577,0.9365,2.24,5.286,2.986,168.292923,-17.657778
2782,5500,1.015,0.84,0.84,263.29,0.6874,1.6222,0.9165,2.611,6.161,3.481,256.537417,-10.413056
2783,5806,0.932,,0.89051,322,0.7077,1.6703,0.9437,2.198,5.187,2.931,344.873413,-60.447769
2784,5599,1.75,,2.71528,583,1.2359,2.9166,1.6478,2.12,5.003,2.826,357.580536,-17.077572
2785,7000,1.79,,6.94057,381,1.9759,4.6631,2.6345,5.186,12.239,6.915,196.043869,-35.549522
2786,6000,1.12,,1.46669,306.63,0.9083,2.1436,1.2111,2.962,6.991,3.95,96.744621,-46.821445
2787,6550,1.49,,3.68667,400,1.4401,3.3985,1.9201,3.6,8.496,4.8,239.962306,-28.061733
2788,5600,0.938,0.77,0.77,308.27,0.6581,1.5532,0.8775,2.135,5.038,2.847,135.416375,-20.720444
2789,6900,1.91,,7.46036,546.02,2.0485,4.8345,2.7314,3.752,8.854,5.002,199.433838,-47.237583
2790,5800,1.11,,1.25792,234.54,0.8412,1.9852,1.1216,3.586,8.464,4.782,354.168243,-34.611279
2791,6400,1.31,,2.59752,414.69,1.2088,2.8527,1.6117,2.915,6.879,3.886,195.794006,-41.384838
2792,6431,1.29,,2.56797,123.92,1.2019,2.8364,1.6025,9.698,22.888,12.931,24.354311,-45.677887
2793,5568,1.004,,0.8741,250,0.7012,1.6548,0.9349,2.805,6.619,3.74,148.417002,-45.659191
2794,5200,0.84,0.46989,0.46989,166,0.5141,1.2133,0.6855,3.097,7.309,4.129,307.725542,6.429536
2795,5940,1.392,,2.17631,210,1.1064,2.6112,1.4752,5.269,12.434,7.025,5.160559,-23.935728
2796,5800,1.136,,1.31754,242,0.8609,2.0317,1.1478,3.557,8.395,4.743,347.492721,18.396086
2797,6000,1.24,,1.79782,300,1.0056,2.3733,1.3408,3.352,7.911,4.469,52.818043,-23.819702
2798,5150,0.765,,0.37141,208.74,0.4571,1.0787,0.6094,2.19,5.168,2.92,101.127587,-42.761826
2799,6075,1.42,,2.47776,325.05,1.1806,2.7861,1.5741,3.632,8.571,4.843,227.215586,2.343304
2800,5750,0.8,,0.63117,212.7,0.5958,1.4062,0.7945,2.801,6.611,3.735,195.359879,-27.5222
2801,6034,1.22,,1.78007,250,1.0006,2.3615,1.3342,4.003,9.446,5.337,4.602897,-15.267305
2802,6150,1.094,,1.54466,410,0.9321,2.1998,1.2428,2.273,5.365,3.031,353.616152,-1.580064
2803,4800,0.79,,0.29889,70,0.41,0.9677,0.5467,5.858,13.824,7.81,357.879538,-39.906719
2804,6140,1.44,,2.65886,220,1.223,2.8862,1.6306,5.559,13.119,7.412,278.631793,35.661533
2805,6302,1.252,,2.23059,360,1.1201,2.6435,1.4935,3.111,7.343,4.149,169.439021,-19.054773
2806,6140,0.95,,1.15722,278.17,0.8068,1.9041,1.0757,2.9,6.845,3.867,3.961682,1.200451
2807,7308,1.55,,6.18236,122.36,1.8648,4.401,2.4864,15.24,35.967,20.32,36.712746,37.550484
2808,5700,0.91,,0.78864,120,0.666,1.5719,0.8881,5.55,13.099,7.4,165.399561,-23.860636
2809,5990,1.08,,1.35473,203.39,0.8729,2.0602,1.1639,4.292,10.129,5.723,76.081782,-6.229821
2810,5959,0.985,,1.10373,450,0.7879,1.8595,1.0506,1.751,4.132,2.335,131.580405,-8.026946
2811,5800,1.003,0.9528,0.9528,343,0.7321,1.7277,0.9761,2.134,5.037,2.846,221.943987,1.064966
2812,6180,1.52,,3.04045,110,1.3078,3.0863,1.7437,11.889,28.058,15.852,243.959845,10.032566
2813,5400,0.895,,0.61449,230,0.5879,1.3875,0.7839,2.556,6.033,3.408,217.326702,-3.444534
2814,5500,0.9,,0.6687,300,0.6133,1.4474,0.8177,2.044,4.825,2.726,353.562841,-42.061428
2815,5545,0.83,,0.58757,180,0.5749,1.3568,0.7665,3.194,7.538,4.259,190.618736,-30.63987
2816,5315,0.892,,0.57285,160,0.5677,1.3397,0.7569,3.548,8.373,4.73,192.981545,-42.073608
2817,4400,0.6,,0.12173,80,0.2617,0.6176,0.3489,3.271,7.719,4.361,154.908372,-9.806276
2818,5410,0.927,,0.66412,368.31,0.6112,1.4424,0.8149,1.659,3.916,2.213,3.903165,-11.938115
2819,5140,0.96,,0.58035,212.48,0.5714,1.3484,0.7618,2.689,6.346,3.585,5.237497,-35.99826
2820,5600,0.858,,0.65317,379.36,0.6061,1.4305,0.8082,1.598,3.771,2.13,318.736981,-55.87178
2821,5552,1.137,,1.10819,200,0.7895,1.8633,1.0527,3.948,9.316,5.264,331.203047,-12.018885
2822,5920,1.58,,2.76629,460.14,1.2474,2.9439,1.6632,2.711,6.398,3.615,291.16233,55.47316
2823,5600,0.97,,0.83482,170,0.6853,1.6172,0.9137,4.031,9.513,5.375,91.089427,-16.965294
2824,5700,1.029,,1.00839,300,0.7531,1.7774,1.0042,2.51,5.925,3.347,359.348991,-41.277149
2825,5400,0.89,,0.60765,230,0.5846,1.3797,0.7795,2.542,5.999,3.389,43.688073,-10.89808
