loc_rowid,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas,RA,Dec
2283,5394,0.84,,0.53889,810,0.5506,1.2993,0.7341,0.68,1.604,0.906,291.760406,41.944077
2284,5099,0.76,,0.35226,626,0.4451,1.0505,0.5935,0.711,1.678,0.948,290.00757,42.116459
2285,5692,0.96,,0.87277,1241,0.7007,1.6536,0.9342,0.565,1.332,0.753,293.816466,42.212498
2286,5071,0.77,,0.35371,668,0.4461,1.0527,0.5947,0.668,1.576,0.89,292.105207,42.380318
2287,5611,0.91,,0.74053,919,0.6454,1.5232,0.8605,0.702,1.657,0.936,291.964161,42.696144
2288,5222,0.8,,0.42936,664,0.4914,1.1598,0.6553,0.74,1.747,0.987,297.460015,42.839924
2289,5148,0.78,,0.38551,944,0.4657,1.099,0.6209,0.493,1.164,0.658,294.909734,42.935261
2290,5785,0.99,,0.99033,1003,0.7464,1.7614,0.9952,0.744,1.756,0.992,295.651502,43.029831
2291,5995,1.12,,1.46181,1460,0.9068,2.14,1.2091,0.621,1.466,0.828,282.699531,43.272743
2292,5871,1.04,,1.15934,1214,0.8075,1.9058,1.0767,0.665,1.57,0.887,283.630767,43.379398
2293,5099,0.78,,0.37104,675,0.4569,1.0782,0.6091,0.677,1.597,0.902,290.393214,43.363899
2294,5485,0.85,,0.58999,1126,0.5761,1.3595,0.7681,0.512,1.207,0.682,292.965535,43.34639
2295,6191,1.3,,2.23989,1520,1.1225,2.649,1.4966,0.738,1.743,0.985,299.561877,43.503559
2296,5777,0.98,,0.96507,1427,0.7368,1.7388,0.9824,0.516,1.219,0.688,295.536136,43.884453
2297,5618,0.92,,0.76068,880,0.6541,1.5437,0.8722,0.743,1.754,0.991,298.635649,44.170944
2298,5075,0.78,,0.36411,848,0.4526,1.068,0.6034,0.534,1.259,0.712,284.430506,44.480534
2299,5863,1.05,,1.17532,1375,0.8131,1.9189,1.0841,0.591,1.396,0.788,290.263285,44.55645
2300,5539,0.89,,0.67267,965,0.6151,1.4517,0.8202,0.637,1.504,0.85,284.830468,44.658142
2301,5437,0.86,,0.58308,862,0.5727,1.3516,0.7636,0.664,1.568,0.886,293.454838,44.792797
2302,5363,0.84,,0.52661,778,0.5443,1.2844,0.7257,0.7,1.651,0.933,283.977492,44.811562
2303,5452,0.85,,0.57591,838,0.5692,1.3432,0.7589,0.679,1.603,0.906,291.717311,44.887306
2304,5441,0.86,,0.5848,892,0.5735,1.3536,0.7647,0.643,1.517,0.857,294.846908,45.034416
2305,5660,0.93,,0.80081,1236,0.6712,1.5839,0.8949,0.543,1.282,0.724,291.092356,45.115528
2306,5633,0.91,,0.75221,1271,0.6505,1.5351,0.8673,0.512,1.208,0.682,286.360112,45.414295
2307,5620,1.411,,1.79183,2020.2,1.0039,2.3693,1.3386,0.497,1.173,0.663,285.554804,45.578857
2308,5849,1.06,,1.18641,1311,0.8169,1.9279,1.0892,0.623,1.471,0.831,296.393174,45.568558
2309,3631,0.46,,0.03318,150,0.1366,0.3224,0.1822,0.911,2.15,1.214,283.732021,45.958771
2310,5418,0.86,,0.57498,980,0.5687,1.3421,0.7583,0.58,1.37,0.774,293.018285,45.914692
2311,5326,0.78,,0.44166,553,0.4984,1.1763,0.6646,0.901,2.127,1.202,297.045638,46.027363
2312,5107,0.8,,0.39277,790,0.47,1.1093,0.6267,0.595,1.404,0.793,284.688884,46.172249
2313,5217,0.81,,0.43848,1007,0.4966,1.1721,0.6622,0.493,1.164,0.658,285.391321,46.180939
2314,3813,0.48,,0.04394,195,0.1572,0.371,0.2096,0.806,1.903,1.075,291.862847,46.429256
2315,5327,0.82,,0.48849,992,0.5242,1.2371,0.6989,0.528,1.247,0.705,287.569664,46.567859
2316,5601,0.9,,0.71919,1128,0.636,1.5011,0.8481,0.564,1.331,0.752,290.067985,46.57914
2317,6000,1.12,,1.46669,1330,0.9083,2.1436,1.2111,0.683,1.612,0.911,293.092525,41.355523
2318,5438,0.87,,0.59716,1262,0.5796,1.3678,0.7728,0.459,1.084,0.612,286.482254,46.692451
2319,6129,1.24,,1.95749,1530,1.0493,2.4764,1.3991,0.686,1.619,0.914,289.431703,46.617531
2320,4642,0.71,,0.21117,499,0.3446,0.8134,0.4595,0.691,1.63,0.921,283.866019,46.789589
2321,5486,0.85,,0.59042,258,0.5763,1.36,0.7684,2.234,5.271,2.978,295.574168,42.806436
2322,5594,0.93,,0.7641,486,0.6556,1.5472,0.8741,1.349,3.184,1.799,296.496136,47.182865
2323,5849,1.04,,1.14206,1199,0.8015,1.8916,1.0687,0.668,1.578,0.891,291.49943,37.059283
2324,5418,0.93,,0.67239,450,0.615,1.4514,0.82,1.367,3.225,1.822,290.682243,37.355117
2325,5096,0.78,,0.37017,855,0.4563,1.0769,0.6084,0.534,1.26,0.712,288.416503,41.029804
2326,5934,1.1,,1.35354,1271,0.8726,2.0593,1.1634,0.687,1.62,0.915,292.262899,37.236992
2327,5009,0.75,,0.31947,753,0.4239,1.0004,0.5652,0.563,1.329,0.751,299.89723,43.903908
2328,5200,0.89,,0.5225,1140,0.5421,1.2794,0.7228,0.476,1.122,0.634,291.137593,36.577386
2329,6160,1.23,,1.9653,1181,1.0514,2.4814,1.4019,0.89,2.101,1.187,289.096874,44.004379
2330,5387,0.84,,0.5361,748,0.5491,1.296,0.7322,0.734,1.733,0.979,294.843831,44.077686
2331,5373,0.83,,0.51799,1075,0.5398,1.2739,0.7197,0.502,1.185,0.67,292.268128,37.955654
2332,4346,0.65,,0.13598,278,0.2766,0.6527,0.3688,0.995,2.348,1.326,291.903273,37.902288
2333,5935,1.08,,1.30565,1192,0.857,2.0225,1.1427,0.719,1.697,0.959,293.254104,37.846192
2334,5043,0.77,,0.34597,368,0.4411,1.0411,0.5882,1.199,2.829,1.598,296.860998,41.097338
2335,5282,0.79,,0.43827,852,0.4965,1.1718,0.662,0.583,1.375,0.777,290.607939,41.201093
2336,6014,1.13,,1.50698,1016,0.9207,2.1728,1.2276,0.906,2.139,1.208,296.680438,41.386515
2337,6228,1.42,,2.73696,1353,1.2408,2.9282,1.6544,0.917,2.164,1.223,293.084606,41.135436
2338,5860,1.04,,1.15068,892,0.8045,1.8987,1.0727,0.902,2.129,1.203,290.131501,41.381498
2339,6409,1.32,,2.6522,844,1.2214,2.8825,1.6286,1.447,3.415,1.93,294.192118,39.619003
2340,5322,0.85,,0.52292,782,0.5423,1.2799,0.7231,0.694,1.637,0.925,287.593209,44.179417
2341,5706,0.93,,0.82716,867,0.6821,1.6098,0.9095,0.787,1.857,1.049,290.503604,44.143581
2342,5944,1.08,,1.31359,1465,0.8596,2.0286,1.1461,0.587,1.385,0.782,291.275634,47.329491
2343,5166,0.8,,0.41124,902,0.481,1.1351,0.6413,0.533,1.258,0.711,292.144477,47.157352
2344,5557,0.89,,0.68146,1013,0.6191,1.4611,0.8255,0.611,1.442,0.815,297.393183,47.164627
2345,5901,1.06,,1.22917,1000,0.8315,1.9624,1.1087,0.832,1.962,1.109,283.184612,47.15567
2346,5992,1.15,,1.53808,1614,0.9301,2.1951,1.2402,0.576,1.36,0.768,293.184531,37.969851
2347,5694,0.94,,0.83796,1185,0.6866,1.6203,0.9154,0.579,1.367,0.772,291.579173,38.035828
2348,5108,0.78,,0.37367,795,0.4585,1.082,0.6113,0.577,1.361,0.769,294.115656,38.393485
2349,6186,1.28,,2.16449,1362,1.1034,2.6041,1.4712,0.81,1.912,1.08,292.713101,38.358213
2350,5520,0.99,,0.82096,570,0.6796,1.6037,0.9061,1.192,2.814,1.59,289.607956,44.345425
2351,5598,0.92,,0.7499,761,0.6495,1.5328,0.866,0.853,2.014,1.138,286.490428,38.374907
2352,5906,1.05,,1.21018,1000,0.8251,1.9471,1.1001,0.825,1.947,1.1,287.44409,38.088431
2353,5714,1.11,,1.18496,689,0.8164,1.9267,1.0886,1.185,2.796,1.58,291.423583,38.216591
2354,5850,1.01,,1.07786,528,0.7787,1.8376,1.0382,1.475,3.48,1.966,290.884667,38.057567
2355,6403,2.42,,8.88099,1190,2.2351,5.2748,2.9801,1.878,4.433,2.504,291.03193,38.211956
2356,5468,0.84,,0.56907,400,0.5658,1.3352,0.7544,1.414,3.338,1.886,291.433297,41.703438
2357,5071,0.78,,0.36296,727,0.4518,1.0664,0.6025,0.622,1.467,0.829,287.27264,41.635559
2358,4043,0.56,,0.07559,383,0.2062,0.4867,0.2749,0.538,1.271,0.718,282.724059,44.346478
2359,5102,0.77,,0.36244,899,0.4515,1.0656,0.602,0.502,1.185,0.67,287.477437,44.237514
2360,3804,0.44,,0.03657,224,0.1434,0.3385,0.1912,0.64,1.511,0.854,285.628532,44.310889
2361,5089,0.75,,0.34037,124.36,0.4376,1.0326,0.5834,3.518,8.304,4.691,293.74169,44.44833
2362,5769,1.02,,1.03968,520,0.7647,1.8048,1.0196,1.471,3.471,1.961,281.766389,44.292549
2363,5162,0.78,,0.38972,1036,0.4682,1.105,0.6243,0.452,1.067,0.603,287.653619,47.414811
2364,5867,1.01,,1.09045,412,0.7832,1.8483,1.0442,1.901,4.486,2.535,288.868231,47.759434
2365,5521,0.89,,0.66397,544,0.6111,1.4423,0.8148,1.123,2.651,1.498,291.062936,47.484803
2366,5674,1.32,,1.6293,604,0.9573,2.2593,1.2764,1.585,3.741,2.113,295.920663,47.448616
2367,4739,0.71,,0.22938,666,0.3592,0.8477,0.4789,0.539,1.273,0.719,292.068304,38.842261
2368,4838,0.74,,0.27066,512,0.3902,0.9208,0.5202,0.762,1.799,1.016,293.743938,38.939276
2369,4248,0.62,,0.11293,468,0.252,0.5948,0.3361,0.539,1.271,0.718,291.692465,38.572907
2370,6159,1.23,,1.96403,1649,1.0511,2.4805,1.4014,0.637,1.504,0.85,290.000414,38.539892
2371,5870,1.02,,1.11442,915,0.7917,1.8685,1.0557,0.865,2.042,1.154,295.975153,38.946652
2372,6174,1.302,2.19786,2.19786,995,1.1119,2.6241,1.4825,1.117,2.637,1.49,300.517131,44.38158
2373,5208,0.8,,0.42478,727,0.4888,1.1536,0.6517,0.672,1.587,0.896,286.917117,38.872221
2374,6383,1.47,,3.23617,1447,1.3492,3.1841,1.7989,0.932,2.2,1.243,293.595841,39.029477
2375,5971,1.12,,1.43854,1205,0.8995,2.1229,1.1994,0.747,1.762,0.995,292.006813,38.820733
2376,5745,0.97,,0.9247,794,0.7212,1.7021,0.9616,0.908,2.144,1.211,295.21664,38.774343
2377,5839,1.38,,1.99714,763,1.0599,2.5014,1.4132,1.389,3.278,1.852,288.133701,38.996881
2378,5631,0.96,,0.83595,458,0.6857,1.6183,0.9143,1.497,3.533,1.996,291.019046,38.54558
2379,5475,1.09,,0.96313,377,0.736,1.7371,0.9814,1.952,4.608,2.603,287.307857,39.144731
2380,5680,0.95,,0.8475,752,0.6904,1.6295,0.9206,0.918,2.167,1.224,297.208965,41.781708
2381,6224,1.29,,2.25297,1085,1.1257,2.6567,1.501,1.038,2.449,1.383,292.478209,42.142291
2382,5681,0.93,,0.81276,1029,0.6761,1.5957,0.9015,0.657,1.551,0.876,287.174894,44.878571
2383,6213,1.486,,2.96852,1330,1.2922,3.0496,1.7229,0.972,2.293,1.295,281.288118,42.45108
2384,4540,0.678,0.17,0.17,357,0.3092,0.7298,0.4123,0.866,2.044,1.155,296.112564,39.978779
2385,5315,0.82,,0.4841,1049,0.5218,1.2315,0.6958,0.497,1.174,0.663,286.574823,44.795204
2386,4435,0.63,,0.13853,419,0.2791,0.6588,0.3722,0.666,1.572,0.888,286.075243,44.664639
2387,5507,0.9,,0.67211,828,0.6149,1.4511,0.8198,0.743,1.753,0.99,286.015855,45.007767
2388,5919,1.12,,1.38908,615,0.8839,2.0861,1.1786,1.437,3.392,1.916,299.221605,44.693874
2389,5817,1.05,,1.13886,648,0.8004,1.8889,1.0672,1.235,2.915,1.647,293.37227,44.785137
2390,6112,1.65,,3.42766,657,1.3885,3.277,1.8514,2.113,4.988,2.818,293.229945,45.053314
2391,5770,1.16,,1.3456,260,0.87,2.0532,1.16,3.346,7.897,4.462,296.007043,44.853443
2392,5965,1.06,,1.28337,1312,0.8496,2.0052,1.1329,0.648,1.528,0.863,289.020172,48.119812
2393,4653,0.71,,0.21318,321,0.3463,0.8172,0.4617,1.079,2.546,1.438,291.59409,48.445614
2394,5734,0.98,,0.93665,933,0.7259,1.713,0.9678,0.778,1.836,1.037,289.083643,48.018131
2395,4500,0.595,,0.13097,366,0.2714,0.6406,0.3619,0.742,1.75,0.989,293.63695,42.82497
2396,5803,1.04,,1.10656,1554,0.7889,1.8619,1.0519,0.508,1.198,0.677,296.614859,48.082645
2397,5747,1.24,,1.51323,847,0.9226,2.1773,1.2301,1.089,2.571,1.452,285.424273,47.834614
2398,6761,1.71,,5.5123,1482,1.7609,4.1557,2.3478,1.188,2.804,1.584,288.85529,48.208538
2399,5743,0.93,,0.84882,840,0.691,1.6307,0.9213,0.823,1.941,1.097,285.662694,48.435371
2400,6162,1.22,,1.93599,1327,1.0435,2.4628,1.3914,0.786,1.856,1.049,284.910486,48.431644
2401,5028,3.42,,6.74419,1199,1.9477,4.5966,2.597,1.624,3.834,2.166,285.22111,47.881382
2402,5286,0.85,,0.50891,1059,0.535,1.2627,0.7134,0.505,1.192,0.674,293.362842,39.212452
2403,5861,1.03,,1.12943,1401,0.7971,1.8811,1.0627,0.569,1.343,0.759,296.081856,39.161617
2404,5638,0.92,,0.77157,967,0.6588,1.5547,0.8784,0.681,1.608,0.908,296.235105,39.370343
2405,5279,0.81,,0.4597,722,0.5085,1.2001,0.678,0.704,1.662,0.939,295.370797,39.177218
2406,5428,0.945,,0.69939,987,0.6272,1.4802,0.8363,0.635,1.5,0.847,292.87339,42.966137
2407,6260,1.36,,2.56255,989,1.2006,2.8334,1.6008,1.214,2.865,1.619,291.020145,39.220678
2408,5191,0.8,,0.41926,619,0.4856,1.1461,0.6475,0.785,1.851,1.046,285.617437,39.37953
2409,5928,1.08,,1.2995,956,0.855,2.0177,1.14,0.894,2.111,1.192,292.276118,39.550179
2410,5643,0.96,,0.8431,896,0.6887,1.6252,0.9182,0.769,1.814,1.025,284.582577,39.220204
2411,6035,1.22,,1.78125,1352,1.001,2.3623,1.3346,0.74,1.747,0.987,290.477412,39.732009
2412,5976,1.08,,1.34211,820,0.8689,2.0505,1.1585,1.06,2.501,1.413,294.769908,39.398514
2413,6079,1.15,,1.62937,649,0.9574,2.2594,1.2765,1.475,3.481,1.967,284.860139,39.240548
2414,5602,0.91,,0.73579,1352,0.6433,1.5183,0.8578,0.476,1.123,0.634,294.966046,42.708569
2415,5039,0.77,,0.34487,625,0.4404,1.0394,0.5873,0.705,1.663,0.94,286.887275,42.471256
2416,5698,0.97,,0.89481,954,0.7095,1.6743,0.9459,0.744,1.755,0.992,282.332793,42.463825
2417,4648,0.594,,0.14857,365,0.2891,0.6822,0.3854,0.792,1.869,1.056,282.232525,43.665627
2418,6037,1.11,,1.47648,1122,0.9113,2.1507,1.2151,0.812,1.917,1.083,295.054286,42.756847
2419,5732,0.97,,0.91636,577,0.7179,1.6944,0.9573,1.244,2.936,1.659,294.985491,42.727669
2420,5596,0.9,,0.71663,1346,0.6349,1.4984,0.8465,0.472,1.113,0.629,295.926094,45.383862
2421,4339,0.62,,0.12292,421,0.263,0.6206,0.3506,0.625,1.474,0.833,290.479954,45.6007
2422,4554,0.66,,0.16903,620,0.3083,0.7277,0.4111,0.497,1.174,0.663,287.054516,45.180374
2423,5954,1.11,,1.39694,2011,0.8864,2.092,1.1819,0.441,1.04,0.588,283.574233,45.734802
2424,5895,1.04,,1.17842,1003,0.8142,1.9214,1.0855,0.812,1.916,1.082,287.452778,45.704399
2425,5403,0.81,,0.50444,846,0.5327,1.2571,0.7102,0.63,1.486,0.84,285.24667,45.950195
2426,5770,0.96,,0.9216,1210,0.72,1.6992,0.96,0.595,1.404,0.793,285.435512,45.976021
2427,6058,1.31,,2.08524,833,1.083,2.5559,1.444,1.3,3.068,1.734,291.074676,45.242584
2428,6031,1.169,,1.63111,1066,0.9579,2.2606,1.2771,0.899,2.121,1.198,298.252049,40.496077
2429,5920,1.06,,1.24507,778,0.8369,1.975,1.1158,1.076,2.539,1.434,296.507394,49.457291
2430,5324,0.81,,0.47557,1052,0.5172,1.2206,0.6896,0.492,1.16,0.656,284.251306,48.809612
2431,4848,0.73,,0.26558,552,0.3865,0.9122,0.5153,0.7,1.652,0.934,292.328581,49.653538
2432,5830,1.03,,1.10572,1247,0.7886,1.8612,1.0515,0.632,1.493,0.843,296.321994,48.971478
2433,4128,0.57,,0.08511,394,0.2188,0.5164,0.2917,0.555,1.311,0.74,287.857729,48.774113
2434,4913,0.75,,0.29567,471,0.4078,0.9624,0.5438,0.866,2.043,1.154,290.957565,49.203812
2435,5579,0.91,,0.72378,1233,0.6381,1.5058,0.8508,0.517,1.221,0.69,287.057016,49.046021
2436,4940,0.77,,0.31856,529,0.4233,0.999,0.5644,0.8,1.888,1.067,283.504798,49.451015
2437,5695,1.2,,1.36658,797,0.8768,2.0691,1.169,1.1,2.596,1.467,293.288273,48.811619
2438,6059,1.64,,3.2703,747,1.3563,3.2009,1.8084,1.816,4.285,2.421,290.851779,48.521339
2439,5436,0.893,,0.62823,789,0.5945,1.4029,0.7926,0.753,1.778,1.005,290.973429,45.290318
2440,5932,1.09,,1.32725,1535,0.864,2.0392,1.1521,0.563,1.328,0.751,293.084462,48.57539
2441,5455,0.85,,0.57718,869,0.5698,1.3447,0.7597,0.656,1.547,0.874,294.680286,49.14016
2442,6100,1.16,,1.68086,854,0.9724,2.2948,1.2965,1.139,2.687,1.518,297.391593,48.560692
2443,6350,1.55,,3.52416,610,1.408,3.3228,1.8773,2.308,5.447,3.077,283.936824,49.110325
2444,6179,1.27,,2.12118,741,1.0923,2.5779,1.4564,1.474,3.479,1.965,293.351293,43.13464
2445,5835,1.03,,1.10952,1043,0.79,1.8644,1.0533,0.757,1.788,1.01,295.09499,43.537586
2446,5535,0.93,,0.73237,1175,0.6418,1.5147,0.8558,0.546,1.289,0.728,289.603836,46.314953
2447,5773,0.99,,0.98214,1039,0.7433,1.7541,0.991,0.715,1.688,0.954,294.632389,43.400467
2448,5653,0.91,,0.76295,296,0.6551,1.546,0.8735,2.213,5.223,2.951,288.848631,51.209049
2449,5020,0.77,,0.3397,915,0.4371,1.0316,0.5828,0.478,1.127,0.637,286.741873,43.190108
2450,5836,1.06,,1.1759,1295,0.8133,1.9194,1.0844,0.628,1.482,0.837,295.577265,46.254742
2451,5047,0.78,,0.35614,806,0.4476,1.0563,0.5968,0.555,1.311,0.74,292.353929,46.22628
2452,5333,0.84,,0.51492,806,0.5382,1.2701,0.7176,0.668,1.576,0.89,297.779266,46.492741
2453,5678,0.95,,0.8463,1145,0.69,1.6283,0.9199,0.603,1.422,0.803,297.664523,43.248962
2454,5754,1,,0.98895,1573,0.7458,1.7602,0.9945,0.474,1.119,0.632,285.057092,46.320675
2455,5570,0.92,,0.73501,664,0.643,1.5175,0.8573,0.968,2.285,1.291,297.724283,43.527435
2456,4751,0.71,,0.23171,690,0.361,0.852,0.4814,0.523,1.235,0.698,290.122337,43.08556
2457,5541,0.91,,0.70426,824,0.6294,1.4854,0.8392,0.764,1.803,1.018,287.285313,51.249981
2458,5614,0.89,,0.70985,1269,0.6319,1.4913,0.8425,0.498,1.175,0.664,282.363512,46.67524
2459,5664,0.95,,0.83799,957,0.6866,1.6203,0.9154,0.717,1.693,0.957,289.424591,50.994122
2460,5600,1.82,,2.93895,1525,1.2858,3.0344,1.7143,0.843,1.99,1.124,297.916877,46.96513
2461,5857,1.02,,1.10458,1231,0.7882,1.8603,1.051,0.64,1.511,0.854,295.402544,50.478634
2462,5993,1.14,,1.51246,1695,0.9224,2.1768,1.2298,0.544,1.284,0.726,294.52711,43.36816
2463,5902,1.08,,1.27685,1114,0.8475,2.0001,1.13,0.761,1.795,1.014,295.417461,43.60564
2464,6163,1.27,,2.09929,1397,1.0867,2.5645,1.4489,0.778,1.836,1.037,296.403212,51.271339
2465,6020,1.13,,1.513,1072,0.9225,2.1772,1.23,0.861,2.031,1.147,294.95686,43.014328
2466,5958,1.11,,1.4007,1244,0.8876,2.0948,1.1835,0.714,1.684,0.951,297.3013,43.141888
2467,5060,0.77,,0.35066,735,0.4441,1.0481,0.5922,0.604,1.426,0.806,283.478199,43.383781
2468,5261,0.81,,0.45346,572,0.505,1.1919,0.6734,0.883,2.084,1.177,289.859129,46.522667
2469,5044,0.77,,0.34624,567,0.4413,1.0415,0.5884,0.778,1.837,1.038,285.296197,46.603439
2470,5792,1.02,,1.05636,772,0.7708,1.8192,1.0278,0.999,2.356,1.331,295.806573,50.909798
2471,6761,1.74,,5.70741,673,1.7918,4.2286,2.389,2.662,6.283,3.55,281.971245,43.672771
2472,5961,1.09,,1.3534,1364,0.8725,2.0591,1.1634,0.64,1.51,0.853,288.992588,46.670753
2473,5476,0.87,,0.61403,525,0.5877,1.387,0.7836,1.119,2.642,1.493,294.649885,43.335587
2474,6116,1.09,,1.49975,549,0.9185,2.1676,1.2246,1.673,3.948,2.231,286.433673,50.300327
2475,5715,0.94,,0.85039,420,0.6916,1.6322,0.9222,1.647,3.886,2.196,292.584443,49.923161
2476,6187,1.35,,2.40927,632,1.1641,2.7474,1.5522,1.842,4.347,2.456,288.661559,49.737206
2477,6098,1.16,,1.67866,857,0.9717,2.2933,1.2956,1.134,2.676,1.512,286.271745,43.595234
2478,6194,1.29,,2.20984,831,1.1149,2.6312,1.4866,1.342,3.166,1.789,290.090807,39.816989
2479,5875,0.9,,0.87059,413,0.6998,1.6515,0.9331,1.694,3.999,2.259,295.521206,49.738632
2480,5961,1.25,,1.77989,513,1.0006,2.3614,1.3341,1.95,4.603,2.601,291.467319,50.759489
2481,5954,1.13,,1.44773,1387,0.9024,2.1297,1.2032,0.651,1.535,0.867,288.435745,43.763496
2482,5887,1.07,,1.24062,1372,0.8354,1.9715,1.1138,0.609,1.437,0.812,291.083797,40.355255
2483,4747,0.72,,0.23749,640,0.3655,0.8626,0.4873,0.571,1.348,0.761,283.129641,43.888241
2484,5820,0.99,,1.01452,1216,0.7554,1.7828,1.0072,0.621,1.466,0.828,284.963031,43.913006
2485,5603,0.85,,0.64242,1090,0.6011,1.4187,0.8015,0.551,1.302,0.735,288.734088,46.939396
2486,4315,0.61,,0.11638,516,0.2559,0.6038,0.3411,0.496,1.17,0.661,289.290653,51.408891
2487,5262,0.81,,0.45381,896,0.5052,1.1924,0.6737,0.564,1.331,0.752,282.439182,43.734486
2488,5839,1.04,,1.13427,1147,0.7988,1.8851,1.065,0.696,1.643,0.929,290.586837,51.69582
2489,4223,0.62,,0.1103,479,0.2491,0.5878,0.3321,0.52,1.227,0.693,286.585389,46.87093
2490,5595,0.91,,0.73212,1038,0.6417,1.5145,0.8556,0.618,1.459,0.824,297.48258,40.68078
2491,5777,1.02,,1.04546,650,0.7669,1.8098,1.0225,1.18,2.784,1.573,285.573981,38.400892
2492,4836,0.73,,0.26296,505,0.3846,0.9076,0.5128,0.762,1.797,1.015,296.177297,46.99902
2493,4184,0.57,,0.08983,241,0.2248,0.5305,0.2997,0.933,2.201,1.244,291.152951,40.887497
2494,5647,0.93,,0.79348,904,0.6681,1.5767,0.8908,0.739,1.744,0.985,289.731692,46.953823
2495,5682,0.97,,0.8848,829,0.7055,1.6649,0.9406,0.851,2.008,1.135,288.771018,40.664176
2496,6160,1.25,,2.02974,1151,1.0685,2.5217,1.4247,0.928,2.191,1.238,288.822916,40.389049
2497,5461,0.86,,0.59345,521,0.5778,1.3635,0.7704,1.109,2.617,1.479,290.051123,46.713375
2498,6035,1.02,,1.24511,758,0.8369,1.975,1.1158,1.104,2.606,1.472,291.405561,40.125487
2499,6106,1.38,,2.38826,352,1.1591,2.7354,1.5454,3.293,7.771,4.39,285.476589,41.63274
2500,5973,1.12,,1.44047,250,0.9001,2.1243,1.2002,3.601,8.497,4.801,295.322517,39.376484
2501,6154,1.23,,1.95766,318,1.0494,2.4765,1.3992,3.3,7.788,4.4,289.506358,45.370998
2502,4550,6.3,,15.347,1030,2.9381,6.934,3.9175,2.853,6.732,3.803,285.672872,44.116734
2503,6230,1.5,,3.05796,402,1.3115,3.0952,1.7487,3.263,7.7,4.35,296.047358,42.743006
2504,6112,1.99,,4.98582,567,1.6747,3.9522,2.2329,2.954,6.97,3.938,298.589186,40.750689
2505,5998,1.11,,1.43869,1265,0.8996,2.123,1.1995,0.711,1.678,0.948,298.111206,41.758333
2506,4687,0.61,,0.16201,597,0.3019,0.7124,0.4025,0.506,1.193,0.674,297.583122,41.952431
2507,5877,1.15,,1.42336,678,0.8948,2.1117,1.193,1.32,3.115,1.76,290.412001,44.89933
2508,6173,1.38,,2.49482,806,1.1846,2.7957,1.5795,1.47,3.469,1.96,290.592077,45.737137
2509,5248,0.81,,0.449,769,0.5026,1.186,0.6701,0.654,1.542,0.871,290.983322,45.973301
2510,5418,0.76,,0.44903,1027,0.5026,1.1861,0.6701,0.489,1.155,0.652,299.05126,47.949284
2511,6028,1.14,,1.5481,1245,0.9332,2.2023,1.2442,0.75,1.769,0.999,298.200719,48.267838
2512,6113,1.21,,1.84453,1219,1.0186,2.4039,1.3581,0.836,1.972,1.114,298.114772,48.494404
2513,5883,1.53,,2.52973,444,1.1929,2.8152,1.5905,2.687,6.341,3.582,289.086058,41.562941
2514,5403,0.85,,0.55549,926,0.559,1.3192,0.7453,0.604,1.425,0.805,284.296949,49.158676
2515,5663,0.91,,0.76836,847,0.6574,1.5515,0.8766,0.776,1.832,1.035,284.616205,49.190811
2516,5671,0.93,,0.80705,558,0.6738,1.5901,0.8984,1.207,2.85,1.61,284.731462,49.533195
2517,5988,1.26,,1.84147,966,1.0178,2.4019,1.357,1.054,2.486,1.405,294.171085,40.055165
2518,6167,1.23,,1.97425,995,1.0538,2.487,1.4051,1.059,2.499,1.412,290.668512,40.397718
2519,4673,0.72,,0.22302,623,0.3542,0.8359,0.4723,0.569,1.342,0.758,290.106539,40.490657
2520,5806,1.01,,1.0458,771,0.767,1.8101,1.0226,0.995,2.348,1.326,289.679343,40.700466
2521,5743,0.99,,0.96188,879,0.7356,1.7359,0.9808,0.837,1.975,1.116,289.38351,41.392695
2522,4700,0.7,,0.21572,532,0.3483,0.8221,0.4645,0.655,1.545,0.873,289.920717,41.542828
2523,5869,1.02,,1.11366,820,0.7915,1.8679,1.0553,0.965,2.278,1.287,298.481124,41.615332
2524,5669,0.98,,0.8949,95.9,0.7095,1.6744,0.946,7.398,17.46,9.864,291.418281,38.672354
2525,6335,1.4,,2.848,905,1.2657,2.9871,1.6876,1.399,3.301,1.865,298.314444,42.247434
2526,5241,0.81,,0.4466,490,0.5012,1.1829,0.6683,1.023,2.414,1.364,297.132641,42.768253
2527,5331,0.84,,0.51415,478,0.5378,1.2692,0.717,1.125,2.655,1.5,296.952062,43.271969
2528,5346,0.84,,0.51996,922,0.5408,1.2763,0.7211,0.587,1.384,0.782,289.568659,43.538612
2529,5001,0.77,,0.33458,603,0.4338,1.0238,0.5784,0.719,1.698,0.959,290.288467,43.755322
2530,4830,0.73,,0.26166,482,0.3836,0.9054,0.5115,0.796,1.878,1.061,295.021668,46.619217
2531,5482,0.89,,0.64541,687,0.6025,1.422,0.8034,0.877,2.07,1.169,293.577759,46.736347
2532,6095,1.22,,1.85315,1482,1.021,2.4095,1.3613,0.689,1.626,0.919,294.168805,46.714611
2533,5533,0.89,,0.66976,861,0.6138,1.4485,0.8184,0.713,1.682,0.951,294.789143,46.98399
2534,5471,0.85,,0.58398,1029,0.5731,1.3526,0.7642,0.557,1.314,0.743,293.865613,47.026829
