loc_rowid,kepid,kepler_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
88,8395660,Kepler-106 d,CANDIDATE,0.952,0,0,0,0,23.9800854,2.00E-04,-2.00E-04,147.537,6.47E-03,-6.47E-03,0.95,0.004,-0.66,5.351,0.177,-0.177,1.04E+02,6.50E+00,-6.50E+00,1.31,2.00E-01,-1.30E-01,85.45,,,649,,,41.94,17.84,-10.73,17.1,56,5854,105,-117,1.012,0.154,-0.103,300.86398,44.337551,12.882
89,4139816,Kepler-235 c,CANDIDATE,0.994,0,0,0,0,7.82502168,3.89E-05,-3.89E-05,136.54995,4.36E-03,-4.36E-03,0.708,0.234,-0.487,2.186,0.12,-0.12,5.21E+02,3.64E+01,-3.64E+01,1.2,8.00E-02,-1.00E-01,87.99,,,494,,,14.05,3.1,-3.19,15.9,154,3950,70,-86,0.493,0.033,-0.04,286.07913,39.27832,15.954
90,4275191,Kepler-688 b,CANDIDATE,1,0,0,0,0,3.895936525,7.71E-07,-7.71E-07,170.527552,1.57E-04,-1.57E-04,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8.54E+03,2.95E+01,-2.95E+01,7.34,1.53E+00,-6.50E-01,87.56,,,1005,,,241.62,155.31,-64.19,370.8,275,5557,167,-167,0.774,0.161,-0.069,294.65524,39.308361,15.725
91,4476123,Kepler-689 b,CANDIDATE,0.999,0,0,0,0,22.36646466,9.76E-05,-9.76E-05,175.45862,3.54E-03,-3.54E-03,0.4,0.066,-0.4,5.228,0.122,-0.122,9.87E+02,3.51E+01,-3.51E+01,2.32,3.80E-01,-1.60E-01,89.26,,,536,,,19.45,10.29,-4.56,32.1,48,5395,160,-160,0.734,0.122,-0.052,294.71063,39.52174,15.583
92,3351888,Kepler-685 b,CANDIDATE,1,0,0,0,0,1.625522174,1.58E-07,-1.58E-07,170.8266564,7.61E-05,-7.61E-05,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7.97E+03,1.18E+01,-1.18E+01,9.73,1.41E+00,-1.42E+00,89.22,,,1579,,,1467.41,576.36,-452.24,799.7,657,5539,83,-74,1.106,0.161,-0.161,293.87192,38.422939,15.001
93,3453214,,CANDIDATE,1,0,0,0,0,19.62034692,3.73E-06,-3.73E-06,181.881819,1.48E-04,-1.48E-04,0.458,0.08,-0.165,2.0038,0.0292,-0.0292,2.17E+04,8.50E+01,-8.50E+01,13.6,1.82E+00,-9.20E-01,89.66,,,643,,,40.39,14.34,-7.31,340.5,52,5710,76,-85,0.905,0.121,-0.061,293.81619,38.563568,15.562
95,3641726,,CANDIDATE,1,0,0,0,0,9.02930689,1.65E-05,-1.65E-05,177.20422,1.42E-03,-1.42E-03,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1.02E+03,2.19E+01,-2.19E+01,2.57,4.40E-01,-2.60E-01,89.94,,,757,,,77.75,43.01,-22.28,53.9,146,5349,167,-167,0.82,0.141,-0.082,290.33362,38.72823,15.387
97,3832474,Kepler-30 d,CANDIDATE,1,0,0,0,0,143.2063047,2.35E-04,-2.35E-04,154.23552,1.30E-03,-1.30E-03,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,1.06E+04,8.24E+01,-8.24E+01,8.9,8.20E-01,-3.80E-01,89.83,,,308,,,2.14,0.59,-0.35,138.8,9,5485,98,-120,0.867,0.079,-0.037,285.28363,38.947281,15.403
98,8395660,Kepler-106 b,CANDIDATE,0.95,0,0,0,0,6.164876,4.64E-05,-4.64E-05,135.63916,6.61E-03,-6.61E-03,0.646,0.323,-0.43,3.262,0.186,-0.186,5.58E+01,4.30E+00,-4.30E+00,0.79,1.30E-01,-8.00E-02,86.69,,,1021,,,256.35,109.03,-65.57,14.4,207,5854,105,-117,1.012,0.154,-0.103,300.86398,44.337551,12.882
99,3832474,Kepler-30 c,CANDIDATE,0.745,0,0,0,0,60.32494216,3.21E-05,-3.21E-05,243.892578,4.23E-04,-4.23E-04,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,2.03E+04,6.40E+01,-6.40E+01,12.19,1.11E+00,-5.20E-01,89.83,,,411,,,6.77,1.89,-1.09,347.2,22,5485,98,-120,0.867,0.079,-0.037,285.28363,38.947281,15.403
100,3832474,Kepler-30 b,CANDIDATE,,0,0,0,0,29.1598615,2.53E-04,-2.53E-04,150.69922,7.18E-03,-7.18E-03,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,4.88E+02,4.35E+01,-4.35E+01,1.91,2.00E-01,-7.00E-02,89.38,,,524,,,17.85,5.61,-2.68,11.6,,5485,99,-112,0.867,0.092,-0.034,285.28363,38.947281,15.403
103,3935914,Kepler-686 b,CANDIDATE,1,0,0,0,0,1.594745374,1.13E-07,-1.13E-07,170.6483505,5.79E-05,-5.79E-05,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,1.50E+04,2.03E+01,-2.03E+01,11.3,3.09E+00,-1.33E+00,85.25,,,1539,,,1329.42,1067.75,-412.98,1009.3,762,5934,160,-178,0.893,0.244,-0.105,285.21381,39.027481,15.53
104,3940418,,CANDIDATE,1,0,0,0,0,4.783002698,5.43E-06,-5.43E-06,170.508434,9.43E-04,-9.43E-04,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1.01E+03,1.66E+01,-1.66E+01,2.5,3.40E-01,-1.90E-01,89.99,,,886,,,145.48,66.39,-35.12,70.6,281,5170,155,-155,0.807,0.111,-0.06,287.09399,39.060719,15.119
105,4049131,Kepler-687 b,CANDIDATE,1,0,0,0,0,20.50588921,3.21E-05,-3.21E-05,181.43428,1.22E-03,-1.22E-03,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2.11E+03,3.10E+01,-3.10E+01,3.41,2.80E-01,-3.10E-01,89.62,,,518,,,17.06,5.47,-4.61,78.5,69,4905,148,-148,0.761,0.063,-0.07,289.31543,39.153278,15.398
106,4139816,Kepler-235 b,CANDIDATE,1,0,0,0,0,3.340218842,3.18E-06,-3.18E-06,171.979062,7.50E-04,-7.50E-04,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1.63E+03,2.66E+01,-2.66E+01,2.03,1.30E-01,-1.70E-01,87.85,,,656,,,43.73,9.67,-9.92,71.6,398,3950,70,-86,0.493,0.033,-0.04,286.07913,39.27832,15.954
108,5358241,Kepler-53 b,CANDIDATE,1,0,0,0,0,18.64932728,5.20E-05,-5.20E-05,174.771,2.24E-03,-2.24E-03,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,8.94E+02,2.09E+01,-2.09E+01,3.12,4.70E-01,-2.80E-01,89.86,,,701,,,57.13,22.99,-12.26,46.1,71,5775,78,-78,1.053,0.161,-0.094,290.46176,40.562462,15.386
109,10875245,Kepler-107 c,CANDIDATE,1,0,0,0,0,4.90144976,1.07E-05,-1.07E-05,138.60548,1.75E-03,-1.75E-03,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,1.41E+02,2.90E+00,-2.90E+00,1.7,8.00E-02,-5.00E-02,86.1,,,1262,,,598.74,84.12,-66.83,50.6,193,5847,64,-75,1.402,0.063,-0.046,297.02826,48.208611,12.487
110,5358241,Kepler-53 d,CANDIDATE,0.998,0,0,0,0,9.75192101,4.83E-05,-4.83E-05,138.78608,3.60E-03,-3.60E-03,0.949,0.028,-0.673,4.793,0.181,-0.181,4.18E+02,1.62E+01,-1.62E+01,2.76,4.30E-01,-2.40E-01,80.97,,,870,,,135.66,54.6,-29.09,28.5,132,5775,78,-78,1.053,0.161,-0.094,290.46176,40.562462,15.386
111,5358241,Kepler-53 c,CANDIDATE,1,0,0,0,0,38.5576546,1.77E-04,-1.77E-04,163.85063,4.07E-03,-4.07E-03,0.911,0.025,-0.663,5.794,0.199,-0.199,9.93E+02,2.68E+01,-2.68E+01,4.02,6.20E-01,-3.60E-01,87.91,,,550,,,21.71,8.73,-4.66,39.7,37,5775,78,-78,1.053,0.161,-0.094,290.46176,40.562462,15.386
112,5358624,Kepler-428 b,CANDIDATE,0.99,0,0,0,0,3.525632539,1.50E-07,-1.50E-07,170.0479951,3.33E-05,-3.33E-05,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,2.23E+04,1.31E+01,-1.31E+01,11.58,9.00E-01,-4.80E-01,89.41,,,975,,,213.12,50.79,-29.54,1996.7,382,5150,82,-82,0.793,0.062,-0.033,290.58173,40.5774,15.224
113,4544670,,CANDIDATE,1,0,0,0,0,34.84398644,4.04E-05,-4.04E-05,172.633252,9.40E-04,-9.40E-04,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4.52E+03,8.25E+01,-8.25E+01,7.61,1.72E+00,-9.10E-01,88.92,,,511,,,16.1,11.1,-5.08,76.8,40,5509,166,-166,0.871,0.196,-0.105,285.92001,39.624828,15.684
114,4664847,Kepler-690 b,CANDIDATE,1,0,0,0,0,7.748094239,7.55E-06,-7.55E-06,174.997206,7.65E-04,-7.65E-04,0.517,0.237,-0.325,3.5957,0.043,-0.043,2.47E+03,2.57E+01,-2.57E+01,5.52,1.70E+00,-5.60E-01,88.02,,,964,,,204.39,186.49,-63.82,113.2,133,5973,169,-232,1.085,0.334,-0.111,294.4899,39.771439,15.67
115,4725681,Kepler-236 c,CANDIDATE,1,0,0,0,0,23.96793669,9.25E-05,-9.25E-05,186.22182,3.05E-03,-3.05E-03,0.416,0.053,-0.416,3.827,0.113,-0.113,1.18E+03,4.61E+01,-4.61E+01,1.8,1.00E-01,-1.50E-01,89.47,,,329,,,2.77,0.58,-0.64,27.5,43,3747,75,-83,0.524,0.03,-0.044,283.86639,39.898079,15.414
116,4725681,Kepler-236 b,CANDIDATE,0.995,0,0,0,0,8.29561738,2.37E-05,-2.37E-05,135.79284,2.19E-03,-2.19E-03,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,8.24E+02,5.75E+01,-5.75E+01,1.82,1.00E-01,-1.50E-01,87.95,,,469,,,11.39,2.4,-2.65,17.9,119,3747,75,-83,0.524,0.03,-0.044,283.86639,39.898079,15.414
117,4913852,Kepler-691 b,CANDIDATE,1,0,0,0,0,8.11437482,1.09E-05,-1.09E-05,176.33968,1.07E-03,-1.07E-03,0.573,0,-0.468,2.2736,0.0447,-0.0447,1.56E+03,3.20E+01,-3.20E+01,2.1,1.40E-01,-1.60E-01,88.61,,,460,,,10.55,2.46,-2.31,56.4,167,3692,73,-83,0.517,0.035,-0.039,288.81201,40.033401,15.877
119,4936180,,CANDIDATE,0,0,0,0,0,4.64090031,1.49E-05,-1.49E-05,173.64638,2.61E-03,-2.61E-03,1.28,0.098,-0.07,35.512,0.274,-0.274,2.45E+03,1.17E+01,-1.17E+01,30.09,5.79E+00,-3.14E+00,19.01,,,1155,,,421.08,257.38,-124,296.9,227,6463,205,-205,0.826,0.159,-0.086,295.11371,40.071171,15.27
121,10875245,Kepler-107 e,CANDIDATE,0.992,0,0,0,0,14.74914825,2.17E-05,-2.17E-05,138.77799,1.18E-03,-1.18E-03,0.173,0.262,-0.173,6.0995,0.044,-0.044,4.30E+02,4.20E+00,-4.20E+00,2.89,1.30E-01,-1.00E-01,89.47,,,874,,,137.91,19.38,-15.39,107.4,72,5847,64,-75,1.402,0.063,-0.046,297.02826,48.208611,12.487
122,5021899,Kepler-692 b,CANDIDATE,1,0,0,0,0,21.81295996,7.23E-05,-7.23E-05,174.01085,2.61E-03,-2.61E-03,0.053,0.394,-0.053,4.3791,0.091,-0.091,1.18E+03,3.58E+01,-3.58E+01,3.38,9.10E-01,-4.90E-01,89.92,,,639,,,39.33,31.88,-13.85,37.8,45,5601,166,-166,0.999,0.269,-0.145,294.77686,40.15374,15.54
124,5115978,,CANDIDATE,,0,0,0,0,1.028436523,7.05E-07,-7.05E-07,170.228582,5.40E-04,-5.40E-04,1.5734,0.2599,-0.3164,1.8606,0.034,-0.034,8.10E+03,1.27E+02,-1.27E+02,72.77,2.77E+01,-8.60E+00,57.3,,,1947,,,3400.48,3879.25,-1109.02,89.6,,6228,183,-219,0.99,0.377,-0.117,296.00699,40.295429,15.202
125,5164255,Kepler-693 b,CANDIDATE,1,0,0,0,0,15.37562369,1.02E-05,-1.02E-05,173.61402,6.08E-04,-6.08E-04,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,1.53E+04,1.14E+02,-1.14E+02,11.01,4.40E-01,-8.20E-01,88.73,,,600,,,30.54,4.61,-5.99,166,50,4986,79,-79,0.833,0.033,-0.062,283.25354,40.358189,16.422
126,5252423,Kepler-237 c,CANDIDATE,1,0,0,0,0,8.10363271,2.03E-05,-2.03E-05,176.9486,2.05E-03,-2.05E-03,0.047,0.409,-0.047,3.161,0.0635,-0.0635,8.88E+02,2.45E+01,-2.45E+01,2.11,1.80E-01,-2.00E-01,89.87,,,687,,,52.82,16.3,-14.35,39.3,131,4861,131,-146,0.732,0.062,-0.068,283.22141,40.421829,15.289
127,5252423,Kepler-237 b,CANDIDATE,1,0,0,0,0,4.71510843,1.94E-05,-1.94E-05,134.96178,3.24E-03,-3.24E-03,0.258,0.195,-0.258,2.506,0.103,-0.103,4.18E+02,2.20E+01,-2.20E+01,1.46,1.20E-01,-1.40E-01,88.96,,,823,,,108.84,33.58,-29.57,21.3,208,4861,131,-146,0.732,0.062,-0.068,283.22141,40.421829,15.289
128,5272878,Kepler-694 b,CANDIDATE,1,0,0,0,0,6.365839713,8.06E-06,-8.06E-06,171.13575,1.00E-03,-1.00E-03,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,7.81E+02,1.31E+01,-1.31E+01,2.44,6.00E-01,-2.10E-01,87.92,,,914,,,165.33,121.73,-40.81,70.8,216,5776,155,-155,0.849,0.212,-0.071,291.14951,40.420521,15.09
131,5651104,Kepler-695 b,CANDIDATE,1,0,0,0,0,3.04033046,3.37E-07,-3.37E-07,169.9490106,8.86E-05,-8.86E-05,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,1.09E+04,2.58E+01,-2.58E+01,8.99,8.00E-01,-9.90E-01,85.95,,,1021,,,257.29,86.59,-76.86,568.2,440,5035,151,-151,0.791,0.071,-0.087,299.3161,40.82238,15.028
132,5792202,Kepler-27 b,CANDIDATE,1,0,0,0,0,15.33528675,1.99E-05,-1.99E-05,174.00278,1.03E-03,-1.03E-03,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3.08E+03,3.90E+01,-3.90E+01,5,4.90E-01,-1.80E-01,87.95,,,610,,,32.67,9.96,-4.63,86.6,85,5251,105,-105,0.817,0.08,-0.029,292.23676,41.08588,15.855
133,10875245,Kepler-107 d,CANDIDATE,0.998,0,0,0,0,7.95825328,7.67E-05,-7.67E-05,137.80219,7.67E-03,-7.67E-03,0.706,0.237,-0.494,4.377,0.229,-0.229,5.00E+01,3.70E+00,-3.70E+00,1.06,5.00E-02,-4.00E-02,85.95,,,1074,,,314.15,44.14,-35.07,14.7,109,5847,64,-75,1.402,0.063,-0.046,297.02826,48.208611,12.487
134,5792202,Kepler-27 c,CANDIDATE,1,0,0,0,0,31.33046135,3.98E-05,-3.98E-05,153.43031,1.03E-03,-1.03E-03,0.798,0.021,-0.043,5.176,0.102,-0.102,5.07E+03,4.84E+01,-4.84E+01,6.5,6.40E-01,-2.30E-01,88.62,,,481,,,12.61,3.84,-1.79,117.2,46,5251,105,-105,0.817,0.08,-0.029,292.23676,41.08588,15.855
138,5436502,Kepler-238 e,CANDIDATE,0.999,0,0,0,0,23.65369415,1.75E-05,-1.75E-05,171.376107,6.03E-04,-6.03E-04,0.008,0.169,-0.008,8.2183,0.021,-0.021,3.34E+03,1.32E+01,-1.32E+01,7.89,1.38E+00,-1.52E+00,89.98,,,731,,,67.65,33.37,-26.59,266.3,57,5739,114,-103,1.384,0.242,-0.266,287.89713,40.637821,15.084
139,5436502,Kepler-238 d,CANDIDATE,0.996,0,0,0,0,13.23352214,4.50E-05,-4.50E-05,140.32196,2.75E-03,-2.75E-03,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,5.05E+02,1.08E+01,-1.08E+01,3.06,5.40E-01,-5.80E-01,89.95,,,888,,,146.67,72.35,-57.65,49.1,97,5739,114,-103,1.384,0.242,-0.266,287.89713,40.637821,15.084
140,5436502,Kepler-238 c,CANDIDATE,0.997,0,0,0,0,6.15560285,2.70E-05,-2.70E-05,134.81656,3.45E-03,-3.45E-03,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,2.85E+02,8.60E+00,-8.60E+00,2.32,4.00E-01,-4.50E-01,88.56,,,1146,,,406.94,200.73,-159.95,35.1,203,5739,114,-103,1.384,0.242,-0.266,287.89713,40.637821,15.084
141,5436502,Kepler-238 b,CANDIDATE,1,0,0,0,0,2.090811305,9.57E-06,-9.57E-06,134.17462,3.98E-03,-3.98E-03,0.746,0.053,-0.521,3.388,0.106,-0.106,1.16E+02,6.40E+00,-6.40E+00,1.62,2.80E-01,-3.20E-01,77.03,,,1642,,,1718.04,847.46,-675.28,19.9,527,5739,114,-103,1.384,0.242,-0.266,287.89713,40.637821,15.084
142,10875245,Kepler-107 b,CANDIDATE,0.995,0,0,0,0,3.180027898,7.28E-06,-7.28E-06,133.49863,1.81E-03,-1.81E-03,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,1.20E+02,2.70E+00,-2.70E+00,1.53,7.00E-02,-5.00E-02,88.34,,,1458,,,1066.86,149.88,-119.09,50.4,323,5847,64,-75,1.402,0.063,-0.046,297.02826,48.208611,12.487
143,5436502,Kepler-238 f,CANDIDATE,0.989,0,0,0,0,50.4467417,6.51E-04,-6.51E-04,178.5014,1.03E-02,-1.03E-02,0.379,0.111,-0.378,7.159,0.247,-0.247,3.70E+02,2.01E+01,-2.01E+01,2.67,4.70E-01,-5.10E-01,89.57,,,568,,,24.64,12.16,-9.68,19.4,22,5739,114,-103,1.384,0.242,-0.266,287.89713,40.637821,15.084
144,5456651,Kepler-239 b,CANDIDATE,1,0,0,0,0,11.76307164,2.04E-05,-2.04E-05,180.93613,1.30E-03,-1.30E-03,0.048,0.393,-0.048,2.9076,0.05,-0.05,1.04E+03,2.39E+01,-2.39E+01,2.35,1.70E-01,-8.00E-02,89.91,,,616,,,33.99,8.24,-4.84,48.9,88,4959,99,,0.756,0.054,-0.027,294.20215,40.66341,15.208
145,5456651,Kepler-239 c,CANDIDATE,0.878,0,0,0,0,56.2279271,3.13E-04,-3.13E-04,132.29259,4.71E-03,-4.71E-03,0.7,0.208,-0.496,3.57,0.134,-0.134,8.63E+02,4.49E+01,-4.49E+01,2.37,1.70E-01,-9.00E-02,89.56,,,366,,,4.22,1.02,-0.6,20.9,18,4959,99,0,0.756,0.054,-0.027,294.20215,40.66341,15.208
147,5531576,Kepler-240 c,CANDIDATE,1,0,0,0,0,7.953547,1.91E-05,-1.91E-05,174.66224,1.82E-03,-1.82E-03,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,8.75E+02,2.53E+01,-2.53E+01,2.25,7.00E-02,-1.40E-01,89.24,,,696,,,55.37,7.15,-10.12,38.4,166,4768,76,-85,0.779,0.023,-0.049,291.15878,40.750271,15.66
148,5531576,Kepler-240 b,CANDIDATE,1,0,0,0,0,4.14451656,1.44E-05,-1.44E-05,135.92831,3.13E-03,-3.13E-03,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,3.92E+02,1.98E+01,-1.98E+01,1.48,5.00E-02,-9.00E-02,89.99,,,864,,,132.08,17.05,-24.15,22.8,316,4768,76,-85,0.779,0.023,-0.049,291.15878,40.750271,15.66
150,6291653,Kepler-702 b,CANDIDATE,0.999,0,0,0,0,10.52629458,1.78E-06,-1.78E-06,176.522462,1.36E-04,-1.36E-04,0.644,0.031,-0.045,2.5211,0.0257,-0.0257,9.77E+03,2.64E+01,-2.64E+01,8.24,1.48E+00,-8.00E-01,88.69,,,713,,,61.16,34.56,-16.93,482.3,129,5386,159,-159,0.793,0.143,-0.077,293.87811,41.66177,15.305
151,6392727,Kepler-703 b,CANDIDATE,1,0,0,0,0,4.583520948,4.18E-06,-4.18E-06,169.973972,7.33E-04,-7.33E-04,0.045,0.319,-0.045,2.7055,0.0321,-0.0321,3.81E+03,4.45E+01,-4.45E+01,5.39,1.60E+00,-5.30E-01,89.81,,,1038,,,274.98,239.18,-77.52,99.5,297,5815,157,-175,0.877,0.26,-0.087,299.18686,41.74268,15.287
152,6422070,Kepler-704 b,CANDIDATE,0.876,0,0,0,0,3.76181843,1.14E-05,-1.14E-05,171.90364,2.09E-03,-2.09E-03,0.926,0,-0.663,3.5176,0.0901,-0.0901,5.11E+02,1.64E+01,-1.64E+01,2.66,7.30E-01,-2.60E-01,75.62,,,1121,,,372.62,300.78,-104.51,35.9,273,5653,154,-171,0.949,0.26,-0.093,283.31638,41.83712,15.257
153,6428700,Kepler-242 b,CANDIDATE,1,0,0,0,0,8.20396958,1.49E-05,-1.49E-05,169.69138,1.43E-03,-1.43E-03,0.823,0.001,-0.58,2.9667,0.0529,-0.0529,1.02E+03,2.12E+01,-2.12E+01,3.01,2.40E-01,-3.00E-01,86.43,,,742,,,71.5,22.24,-20.23,54.4,162,5015,149,-149,0.826,0.066,-0.083,286.5657,41.808399,15.376
154,6428700,Kepler-242 c,CANDIDATE,1,0,0,0,0,14.49645186,6.36E-05,-6.36E-05,143.41659,4.09E-03,-4.09E-03,0.97,0.002,-0.663,4.016,0.305,-0.305,6.48E+02,2.67E+01,-2.67E+01,3.01,2.40E-01,-3.00E-01,84.34,,,613,,,33.48,10.42,-9.47,25.7,89,5015,149,-149,0.826,0.066,-0.083,286.5657,41.808399,15.376
155,5792202,,CANDIDATE,1,0,0,0,0,6.54626149,2.67E-05,-2.67E-05,133.85964,3.17E-03,-3.17E-03,0.644,0.295,-0.438,2.75,0.111,-0.111,6.56E+02,3.00E+01,-3.00E+01,2.19,2.20E-01,-8.00E-02,87.46,,,810,,,101.78,31.02,-14.45,24.8,200,5251,105,-105,0.817,0.08,-0.029,292.23676,41.08588,15.855
156,5794379,Kepler-241 b,CANDIDATE,1,0,0,0,0,12.71809866,2.32E-05,-2.32E-05,175.35526,1.52E-03,-1.52E-03,0.427,0.016,-0.427,3.0957,0.0562,-0.0562,1.15E+03,2.45E+01,-2.45E+01,2.31,1.70E-01,-2.20E-01,89.17,,,562,,,23.6,6.56,-6.6,52.7,107,4702,128,-142,0.686,0.049,-0.067,292.91312,41.060921,15.389
157,5794379,Kepler-241 c,CANDIDATE,0.999,0,0,0,0,36.06588163,8.31E-05,-8.31E-05,198.58423,1.72E-03,-1.72E-03,0.26,0.145,-0.26,4.3246,0.0634,-0.0634,1.56E+03,3.21E+01,-3.21E+01,2.64,1.90E-01,-2.60E-01,89.77,,,397,,,5.88,1.64,-1.64,51.7,38,4702,128,-142,0.686,0.049,-0.067,292.91312,41.060921,15.389
158,5881688,Kepler-696 b,CANDIDATE,1,0,0,0,0,4.190425659,1.61E-06,-1.61E-06,171.44122,3.06E-04,-3.06E-04,0.458,0.004,-0.377,2.8589,0.0224,-0.0224,2.88E+03,1.41E+01,-1.41E+01,6.21,2.05E+00,-8.20E-01,87.52,,,1234,,,547.9,549.04,-194.78,240.6,318,6073,190,-232,1.135,0.375,-0.15,293.49661,41.137589,15.27
159,6022556,Kepler-697 b,CANDIDATE,1,0,0,0,0,3.709870784,3.04E-06,-3.04E-06,171.987982,6.38E-04,-6.38E-04,0.023,0.323,-0.023,3.0694,0.0265,-0.0265,2.02E+03,2.01E+01,-2.01E+01,4.35,6.40E-01,-2.80E-01,89.86,,,1151,,,415.1,163.27,-72.1,116.1,279,5727,77,-85,0.978,0.146,-0.062,283.86441,41.346458,15.581
160,6032497,Kepler-698 b,CANDIDATE,1,0,0,0,0,16.3297527,3.61E-05,-3.61E-05,177.29506,1.81E-03,-1.81E-03,0.791,0.091,-0.541,6.271,0.112,-0.112,1.19E+03,1.81E+01,-1.81E+01,3.75,1.11E+00,-4.70E-01,86.59,,,727,,,66.08,57.11,-21.98,74.6,85,5878,158,-193,0.987,0.291,-0.125,288.51001,41.301769,15.447
161,6061119,Kepler-699 b,CANDIDATE,0.985,0,0,0,0,27.80756622,4.75E-06,-4.75E-06,186.713552,1.34E-04,-1.34E-04,0.782,0.002,-0.003,4.21587,0.00935,-0.00935,2.54E+04,4.73E+01,-4.73E+01,13.84,3.63E+00,-1.21E+00,88.96,,,554,,,22.24,17.69,-5.87,748.1,50,5862,177,-177,0.785,0.206,-0.069,296.88821,41.396091,15.482
162,6191521,Kepler-700 b,CANDIDATE,0.942,0,0,0,0,80.8723469,1.47E-04,-1.47E-04,203.895,1.31E-03,-1.31E-03,0.527,0.08,-0.309,11.195,0.13,-0.13,3.60E+03,2.59E+01,-2.59E+01,7.59,1.24E+00,-1.52E+00,89.4,,,452,,,9.88,4.3,-3.87,160.9,17,5510,82,-71,1.238,0.202,-0.247,287.1543,41.565788,15.201
164,3531558,Kepler-467 b,CANDIDATE,0.912,0,0,0,0,24.99324319,6.13E-05,-6.13E-05,138.68167,1.97E-03,-1.97E-03,0.686,0.015,-0.505,5.9409,0.0669,-0.0669,2.70E+02,4.90E+00,-4.90E+00,2.29,1.20E-01,-8.00E-02,88.37,,,712,,,60.88,10.13,-7.34,62,53,5718,85,-77,1.317,0.064,-0.048,287.36279,38.649601,12.377
165,6276477,Kepler-701 b,CANDIDATE,1,0,0,0,0,10.35533116,2.09E-05,-2.09E-05,170.93729,1.60E-03,-1.60E-03,0.029,0.429,-0.029,3.1775,0.0602,-0.0602,7.51E+02,1.74E+01,-1.74E+01,2.47,5.90E-01,-3.10E-01,89.93,,,777,,,86.22,62.02,-27.32,49.2,127,5501,164,-147,0.918,0.217,-0.117,288.9942,41.633282,15.018
166,6863998,Kepler-709 b,CANDIDATE,1,0,0,0,0,16.08518937,3.02E-05,-3.02E-05,180.28319,1.45E-03,-1.45E-03,0.867,0.011,-0.613,3.984,0.0875,-0.0875,1.44E+03,2.67E+01,-2.67E+01,3.68,5.40E-01,-3.60E-01,87.21,,,613,,,33.43,16.76,-9.37,62.6,82,5239,174,-158,0.826,0.122,-0.081,292.10519,42.380322,15.219
167,6867155,,CANDIDATE,0.998,0,0,0,0,235.9986399,2.77E-04,-2.77E-04,208.399822,8.98E-04,-8.98E-04,0.778,0.006,-0.008,8.2284,0.0606,-0.0606,2.07E+04,9.17E+01,-9.17E+01,10.59,3.50E-01,-5.20E-01,89.76,,,188,,,0.29,0.05,-0.04,271.8,6,4245,85,-85,0.657,0.022,-0.032,293.00797,42.307201,15.172
168,6948054,Kepler-245 b,CANDIDATE,1,0,0,0,0,7.49018305,1.18E-05,-1.18E-05,174.95037,1.24E-03,-1.24E-03,0.02,0.404,-0.02,2.7297,0.0424,-0.0424,1.12E+03,2.27E+01,-2.27E+01,2.56,1.70E-01,-1.20E-01,89.95,,,753,,,76.06,17.21,-12.63,53,178,5103,101,-101,0.787,0.051,-0.039,291.63898,42.436321,15.599
