loc_rowid,kepid,kepler_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6074,9605552,,CANDIDATE,,0,0,0,0,9.3210841,1.36E-04,-1.36E-04,138.09946,8.04E-03,-8.04E-03,0.0815,0.4091,-0.0813,1.81,0.32,-0.32,2.94E+02,5.58E+01,-5.58E+01,0.61,1.00E-01,-2.10E-01,89.95,,,394,,,5.67,2.53,-3.55,6.1,,3773,50,-134,0.35,0.06,-0.12,297.96048,46.227921,15.983
6077,5474613,,CANDIDATE,0.989,0,0,0,0,13.6164547,1.05E-04,-1.05E-04,140.93263,6.80E-03,-6.80E-03,1.19,7.244,-0.461,5.175,0.339,-0.339,3.76E+02,2.09E+01,-2.09E+01,22.29,6.68E+00,-2.38E+00,74.91,,,755,,,76.81,67.54,-23.28,22.6,98,5823,158,-193,0.972,0.291,-0.104,298.37384,40.61842,14.802
6078,9823519,Kepler-1350 c,CANDIDATE,0.999,0,0,0,0,1.766789509,6.77E-06,-6.77E-06,133.08336,4.50E-03,-4.50E-03,0.066,0.387,-0.065,1.3345,0.0577,-0.0577,1.01E+03,4.40E+01,-4.40E+01,1.4,1.40E-01,-1.70E-01,89.64,,,730,,,66.95,19.5,-19.01,26.7,273,3698,66,-73,0.444,0.043,-0.053,288.25058,46.679611,16.283
6079,2715695,,CANDIDATE,0.976,0,0,0,0,7.55842923,8.60E-05,-8.60E-05,137.9981,1.01E-02,-1.01E-02,0.619,0.002,-0.492,2.91,0.285,-0.285,3.61E+02,3.91E+01,-3.91E+01,1.46,1.10E-01,-1.10E-01,87.79,,,694,,,54.85,16.15,-13.19,10.3,155,4791,143,-129,0.742,0.054,-0.059,292.03348,37.974548,15.958
6080,10587105,,CANDIDATE,1,0,0,0,0,35.8656484,3.42E-04,-3.42E-04,135.92374,7.93E-03,-7.93E-03,0.963,0.008,-0.719,8.035,0.268,-0.268,2.51E+02,9.90E+00,-9.90E+00,2.44,4.10E-01,-3.60E-01,85.14,,,633,,,37.92,17.83,-12.83,26.2,30,6078,121,-133,1.189,0.197,-0.178,285.88837,47.880379,13.763
6081,8558011,Kepler-607 b,CANDIDATE,1,0,0,0,0,0.638162933,1.92E-06,-1.92E-06,131.74826,2.56E-03,-2.56E-03,0.092,0.376,-0.092,1.2313,0.0892,-0.0892,1.10E+02,7.80E+00,-7.80E+00,0.91,2.10E-01,-1.30E-01,88.69,,,1874,,,2928.31,2160.65,-1083.57,17.6,988,5244,203,-184,0.888,0.197,-0.131,291.05722,44.632381,14.405
6084,5283728,,CANDIDATE,0.999,0,0,0,0,43.681309,2.01E-03,-2.01E-03,168.9218,3.75E-02,-3.75E-02,0.257,0.191,-0.257,12.37,1.4,-1.4,2.58E+02,3.13E+01,-3.13E+01,1.33,3.90E-01,-1.20E-01,89.44,,,473,,,11.86,10.3,-3.17,9.8,23,5726,172,-172,0.829,0.239,-0.075,294.27399,40.462078,15.649
6090,5374838,,CANDIDATE,0.953,0,0,0,0,230.180357,1.04E-03,-1.04E-03,230.05245,3.39E-03,-3.39E-03,0.102,0.193,-0.102,13.436,0.12,-0.12,3.69E+03,6.54E+01,-6.54E+01,7.57,8.90E-01,-4.20E-01,89.96,,,347,,,3.41,1.06,-0.53,64,5,6313,75,-85,1.246,0.147,-0.069,295.21255,40.516911,15.469
6093,6366559,,CANDIDATE,0.325,0,0,0,0,55.7583803,6.73E-04,-6.73E-04,160.0006,1.12E-02,-1.12E-02,0.01,0.446,-0.01,2.497,0.324,-0.324,1.33E+02,1.77E+01,-1.77E+01,1.59,3.00E-01,-4.50E-01,90,,,537,,,19.6,10.18,-10.02,9,25,5413,97,-65,1.403,0.266,-0.398,292.633,41.749222,12.746
6094,6367663,,CANDIDATE,0,0,0,0,0,3.781123,1.04E-03,-1.04E-03,135.204,3.41E-01,-3.41E-01,0.004,0.456,-0.004,8.15,2,-2,9.04E+01,1.23E+01,-1.23E+01,1.16,3.30E-01,-2.60E-01,89.93,,,1421,,,962.72,819.53,-472.32,9,46,6318,199,-244,1.216,0.339,-0.277,292.99493,41.712749,14.531
6095,6368905,,CANDIDATE,0.193,0,0,0,0,220.720142,6.18E-03,-6.18E-03,303.8527,1.90E-02,-1.90E-02,0.113,0.331,-0.113,8.186,0.583,-0.583,8.63E+02,8.66E+01,-8.66E+01,2,2.80E-01,-1.60E-01,89.97,,,235,,,0.72,0.35,-0.2,12,5,5150,184,-184,0.696,0.097,-0.057,293.36475,41.788891,15.827
6097,6372194,,CANDIDATE,0.996,0,0,0,0,281.5921577,7.88E-04,-7.88E-04,261.81786,2.23E-03,-2.23E-03,0.641,0.1,-0.286,5.673,0.145,-0.145,9.31E+03,1.48E+02,-1.48E+02,7.22,1.15E+00,-6.20E-01,89.89,,,225,,,0.61,0.33,-0.17,76,4,5330,187,-187,0.713,0.114,-0.061,294.33594,41.747532,15.87
6098,6387557,,CANDIDATE,0.765,0,0,0,0,103.722152,2.34E-03,-2.34E-03,176.0727,1.61E-02,-1.61E-02,0.017,0.43,-0.017,6.061,0.493,-0.493,2.97E+02,3.78E+01,-3.78E+01,1.95,3.20E-01,-2.30E-01,89.99,,,414,,,6.92,2.96,-1.84,9.4,14,5784,78,-78,1.143,0.187,-0.136,298.11356,41.712749,14.775
6103,5294945,,CANDIDATE,0.854,0,0,0,0,32.5474295,5.21E-04,-5.21E-04,133.6742,1.26E-02,-1.26E-02,0.709,0.047,-0.497,6.945,0.399,-0.399,1.57E+02,1.61E+01,-1.61E+01,1.42,4.40E-01,-2.30E-01,88.43,,,618,,,34.42,31.93,-13.54,11.3,42,6068,190,-211,1.061,0.324,-0.174,296.87976,40.45536,14.564
6104,7742408,,CANDIDATE,0.998,0,0,0,0,33.4969115,4.10E-04,-4.10E-04,163.7638,1.05E-02,-1.05E-02,0.961,0.002,-0.69,4.833,0.227,-0.227,1.64E+02,1.46E+01,-1.46E+01,2.97,1.64E+00,-1.47E+00,86.86,,,630,,,37.3,63.77,-28.82,13.2,40,4928,148,-133,1.688,0.931,-0.838,287.66339,43.471451,13.354
6105,3968809,,CANDIDATE,,0,0,0,0,411.8969,1.43E-02,-1.43E-02,379.0087,1.51E-02,-1.51E-02,0.4026,0.0322,-0.4026,6.203,0.673,-0.673,5.03E+02,6.44E+01,-6.44E+01,2.61,1.30E+00,-3.00E-01,89.95,,,279,,,1.43,2.1,-0.48,8.5,,6362,154,-247,1.144,0.569,-0.135,295.18872,39.01865,14.452
6108,3974928,,CANDIDATE,,0,0,0,0,127.671711,2.19E-03,-2.19E-03,227.0906,1.23E-02,-1.23E-02,0.2999,0.1593,-0.2999,2.637,0.509,-0.509,4.50E+02,6.79E+01,-6.79E+01,5.52,4.12E+00,-1.26E+00,89.95,,,519,,,17.13,40.12,-7.83,8,,4985,118,-111,2.633,1.961,-0.603,296.35797,39.078579,13.832
6110,4063943,,CANDIDATE,,0,0,0,0,115.2314507,,,211.6353632,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,293.29913,39.188389,15.879
6112,4071638,,CANDIDATE,,0,0,0,0,349.58811,1.25E-02,-1.25E-02,183.0587,2.73E-02,-2.73E-02,0.1899,0.2825,-0.1899,5.052,0.885,-0.885,3.73E+02,5.49E+01,-5.49E+01,134.79,3.85E+01,-3.28E+01,89.95,,,1351,,,787.87,626.72,-387.09,11.6,,3860,81,-112,74.32,21.213,-18.098,295.16342,39.180187,12.989
6113,5390913,,CANDIDATE,,0,0,0,0,1.680254289,1.38E-06,-1.38E-06,131.898828,3.34E-04,-3.34E-04,0.7314,0.0028,-0.0011,12.585,0.228,-0.228,5.16E+04,1.04E+03,-1.04E+03,30.88,1.29E+01,-1.00E+01,49.27,,,1996,,,3753.6,4693.11,-2201.77,178.7,,6423,183,-154,1.246,0.521,-0.405,298.7175,40.541969,12.075
6115,5394585,,CANDIDATE,,0,0,0,0,151.13008,1.07E-02,-1.07E-02,278.463,5.02E-02,-5.02E-02,0.0529,0.4146,-0.0528,3.49,1,-1,3.58E+02,1.08E+02,-1.08E+02,4.41,1.27E+00,-1.78E+00,89.95,,,578,,,26.4,22.21,-18.17,4.6,,6768,178,-225,2.302,0.664,-0.927,299.38071,40.535671,11.867
6117,5425643,,CANDIDATE,,0,0,0,0,258.6379778,,,385.721676,,,,,,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,282.9101,40.646519,15.594
6119,5428199,,CANDIDATE,,0,0,0,0,628.15844,1.97E-02,-1.97E-02,152.9787,1.24E-02,-1.24E-02,0.2733,0.1295,-0.2731,12.144,0.783,-0.783,5.02E+02,4.82E+01,-4.82E+01,0.95,1.10E-01,-1.10E-01,89.95,,,101,,,0.03,0,-0.01,14.7,,3697,50,-62,0.423,0.05,-0.05,284.19696,40.641251,13.347
6122,6425377,,CANDIDATE,,0,0,0,0,263.90141,3.52E-03,-3.52E-03,203.1723,1.24E-02,-1.24E-02,0.9585,0.0049,-0.6832,4.303,0.338,-0.338,8.07E+02,8.32E+01,-8.32E+01,23.91,2.04E+00,-6.05E+00,89.95,,,562,,,23.6,5.97,-12.11,11,,5094,80,-170,6.247,0.531,-1.582,284.98364,41.881351,13.485
6124,6442735,,CANDIDATE,,0,0,0,0,18.7821603,4.06E-04,-4.06E-04,147.8508,1.48E-02,-1.48E-02,0.1986,0.2549,-0.1986,5.573,0.537,-0.537,7.72E+01,9.40E+00,-9.40E+00,0.83,3.40E-01,-8.00E-02,89.38,,,681,,,50.97,61.57,-13.54,9.8,68,5919,156,-167,0.94,0.386,-0.087,291.76413,41.86013,14.043
6125,6443093,,CANDIDATE,0.957,0,0,0,0,389.316341,2.49E-03,-2.49E-03,351.36049,5.40E-03,-5.40E-03,1.202,7.061,-0.47,5.49,0.206,-0.206,2.60E+03,9.01E+01,-9.01E+01,27.61,7.70E+00,-3.29E+00,89.68,,,245,,,0.86,0.7,-0.27,34.7,3,5731,153,-170,0.958,0.267,-0.114,291.89035,41.816818,14.57
6128,6509282,,CANDIDATE,1,0,0,0,0,3.98916186,2.03E-05,-2.03E-05,132.21377,3.74E-03,-3.74E-03,0.08,0.378,-0.08,1.913,0.153,-0.153,3.18E+02,2.49E+01,-2.49E+01,28.1,1.82E+00,-1.03E+01,89.72,,,3293,,,27838.74,5063.14,-19003.35,16.3,259,4998,52,-281,16.187,1.05,-5.949,287.33041,41.974899,13.56
6129,8231667,,CANDIDATE,1,0,0,0,0,42.8774169,2.60E-04,-2.60E-04,156.06967,5.11E-03,-5.11E-03,0.02,0.423,-0.02,1.991,0.12,-0.12,1.07E+03,8.37E+01,-8.37E+01,2.67,4.10E-01,-3.40E-01,89.99,,,451,,,9.8,5.2,-3.31,14.8,27,5256,184,-184,0.832,0.129,-0.105,291.19882,44.166241,15.654
6130,6697817,,CANDIDATE,0.975,0,0,0,0,190.800788,2.58E-03,-2.58E-03,236.0389,1.03E-02,-1.03E-02,0.066,0.389,-0.066,8.082,0.352,-0.352,2.88E+02,2.56E+01,-2.56E+01,1.67,2.70E-01,-7.00E-02,89.98,,,321,,,2.51,1.05,-0.32,13,8,5993,72,-84,0.986,0.16,-0.038,293.62357,42.129639,14.322
6133,5437945,Kepler-460 c,CANDIDATE,0.902,0,0,0,0,220.142913,1.29E-03,-1.29E-03,245.94139,2.84E-03,-2.84E-03,0.023,0.334,-0.023,19.528,0.173,-0.173,1.80E+03,1.57E+01,-1.57E+01,5.94,1.65E+00,-1.64E+00,89.99,,,389,,,5.4,4.38,-2.93,121.2,7,6340,171,-209,1.393,0.385,-0.385,288.47485,40.65136,13.771
6137,4135912,,CANDIDATE,0.974,0,0,0,0,29.6094263,3.07E-04,-3.07E-04,141.2485,8.00E-03,-8.00E-03,0.719,0.261,-0.478,2.71,0.253,-0.253,2.25E+02,2.41E+01,-2.41E+01,2.87,5.30E-01,-6.50E-01,89.31,,,789,,,91.56,44.1,-39.94,10.8,42,6079,79,-85,1.783,0.332,-0.406,284.66583,39.252041,14.385
6141,4150972,,CANDIDATE,,0,0,0,0,161.537665,5.43E-03,-5.43E-03,280.9898,3.00E-02,-3.00E-02,0.2175,0.2583,-0.2174,2.65,0.434,-0.434,1.02E+02,1.90E+01,-1.90E+01,1.37,7.80E-01,-3.00E-01,89.95,,,400,,,6.04,10.57,-2.87,5.9,,6033,176,-219,1.358,0.768,-0.299,289.8313,39.278,12.426
6143,5436455,,CANDIDATE,,0,0,0,0,209.967521,3.01E-03,-3.01E-03,241.95921,8.76E-03,-8.76E-03,0.2723,0.201,-0.2722,2.585,0.342,-0.342,1.20E+02,2.02E+01,-2.02E+01,1.16,5.50E-01,-1.10E-01,89.95,,,344,,,3.29,4.61,-0.89,7.1,,6437,148,-198,1.042,0.5,-0.096,287.87424,40.630409,12.489
6144,5439000,,CANDIDATE,,0,0,0,0,369.73011,2.03E-02,-2.03E-02,246.29,4.04E-02,-4.04E-02,0.1236,0.3231,-0.1235,14.27,3.9,-3.9,2.75E+02,8.13E+01,-8.13E+01,1.66,7.40E-01,-1.50E-01,89.95,,,274,,,1.34,1.74,-0.37,9.6,,6283,161,-195,0.999,0.441,-0.095,288.85123,40.692589,13.976
6148,5443320,,CANDIDATE,0.991,0,0,0,0,21.3684341,1.34E-04,-1.34E-04,143.72266,5.32E-03,-5.32E-03,0.063,0.414,-0.063,1.18,0.172,-0.172,4.93E+02,7.83E+01,-7.83E+01,1.72,1.90E-01,-2.10E-01,89.97,,,551,,,21.86,8.49,-6.95,9.7,61,5204,153,-153,0.786,0.088,-0.097,290.20547,40.66993,15.47
6151,6511182,,CANDIDATE,0.994,0,0,0,0,29.5632952,2.17E-04,-2.17E-04,158.22504,5.69E-03,-5.69E-03,0.154,0.306,-0.154,1.562,0.179,-0.179,5.33E+02,6.37E+01,-6.37E+01,1.9,5.10E-01,-1.60E-01,89.94,,,527,,,18.23,14.73,-4.51,10.4,44,5595,169,-152,0.828,0.221,-0.069,288.12735,41.952801,15.684
6152,6517064,,CANDIDATE,,0,0,0,0,181.81214,8.06E-03,-8.06E-03,144.6702,2.98E-02,-2.98E-02,0.3694,0.0824,-0.3693,16.164,0.949,-0.949,4.75E+02,4.23E+01,-4.23E+01,2.04,8.30E-01,-1.80E-01,89.95,,,324,,,2.6,3.08,-0.69,21.3,,6060,154,-189,0.925,0.375,-0.081,290.15829,41.98978,14.94
6153,6517200,,CANDIDATE,,0,0,0,0,435.50635,3.90E-02,-3.90E-02,267.6857,7.27E-02,-7.27E-02,0.1452,0.2898,-0.1451,34.16,2.1,-2.1,5.54E+02,6.59E+01,-6.59E+01,2.06,7.20E-01,-1.50E-01,89.95,,,225,,,0.61,0.63,-0.15,8.2,,5750,161,-164,0.882,0.308,-0.066,290.20068,41.946289,15.667
6154,6517255,,CANDIDATE,,0,0,0,0,525.560452,5.16E-03,-5.16E-03,440.33369,6.72E-03,-6.72E-03,0.0878,0.3778,-0.0876,2.327,0.443,-0.443,1.20E+03,1.66E+02,-1.66E+02,12.74,6.86E+00,-3.59E+00,89.95,,,359,,,3.92,6.22,-2.1,10.9,,4954,110,-130,3.796,2.046,-1.07,290.21606,41.954571,13.795
6159,1164301,,CANDIDATE,,0,0,0,0,95.688682,3.60E-03,-3.60E-03,224.2893,2.61E-02,-2.61E-02,0.5497,0.0141,-0.4925,6.465,0.903,-0.903,4.54E+02,6.16E+01,-6.16E+01,28.41,1.13E+00,-1.02E+01,89.95,,,1046,,,283.07,37.83,-182.87,9.8,,5040,60,-189,13.056,0.52,-4.671,291.69196,36.881409,13.933
6161,1429589,,CANDIDATE,,0,0,0,0,38.168652,1.07E-03,-1.07E-03,144.4713,2.57E-02,-2.57E-02,0.0283,0.444,-0.0282,5.086,0.954,-0.954,9.06E+01,1.26E+01,-1.26E+01,1.4,6.70E-01,-3.90E-01,89.95,,,696,,,55.36,80.02,-29.95,8.3,34,6164,165,-191,1.465,0.708,-0.408,290.75626,37.089809,13.195
6164,1865864,,CANDIDATE,0.523,0,0,0,0,69.089357,2.37E-03,-2.37E-03,135.4461,2.80E-02,-2.80E-02,0.051,0.416,-0.051,6.207,0.93,-0.93,4.75E+02,7.35E+01,-7.35E+01,1.47,1.30E-01,-1.40E-01,89.97,,,332,,,2.87,0.92,-0.8,8.6,20,4848,131,-146,0.698,0.062,-0.068,290.87305,37.362179,15.572
6166,1873513,Kepler-1624 b,CANDIDATE,0.998,0,0,0,0,3.290304098,4.43E-06,-4.43E-06,131.90944,1.78E-03,-1.78E-03,0.09,0.183,-0.09,1.7215,0.0126,-0.0126,1.36E+04,6.48E+01,-6.48E+01,4.91,4.10E-01,-1.10E-01,89.68,,,540,,,20.06,6.53,-1.58,220.5,85,3386,103,-33,0.427,0.036,-0.009,292.57986,37.376411,15.669
6167,4164511,,CANDIDATE,,0,0,0,0,40.9882124,6.80E-04,-6.80E-04,152.2483,1.13E-02,-1.13E-02,0.2697,0.1948,-0.2694,3.599,0.382,-0.382,1.46E+02,2.08E+01,-2.08E+01,1.44,5.70E-01,-1.90E-01,89.95,,,657,,,43.98,49.81,-15.16,11.3,,6705,159,-217,1.174,0.462,-0.159,293.24701,39.236691,13.006
6169,4241238,,CANDIDATE,,0,0,0,0,138.333748,1.69E-03,-1.69E-03,209.39452,7.92E-03,-7.92E-03,0.4579,0.0084,-0.4579,2.391,0.271,-0.271,6.04E+02,8.46E+01,-8.46E+01,6.28,4.32E+00,-1.18E+00,89.95,,,488,,,13.45,28.94,-5.29,8.4,,4948,126,-101,2.547,1.753,-0.48,284.63876,39.355179,13.419
6177,5524229,,CANDIDATE,,0,0,0,0,22.4932751,3.30E-04,-3.30E-04,132.2511,1.32E-02,-1.32E-02,0.1313,0.3118,-0.131,3.172,0.44,-0.44,1.52E+02,1.76E+01,-1.76E+01,6.04,2.64E+00,-2.38E+00,89.95,,,1183,,,463.56,571.74,-311.14,11.2,59,5186,102,-144,4.98,2.178,-1.959,288.87198,40.767059,11.4
6179,5529385,,CANDIDATE,,0,0,0,0,215.732414,5.77E-03,-5.77E-03,294.363,1.09E-02,-1.09E-02,0.4046,0.1079,-0.4046,1.915,0.425,-0.425,2.08E+02,4.83E+01,-4.83E+01,1.26,5.50E-01,-1.50E-01,89.95,,,292,,,1.72,2.27,-0.49,7.3,,5790,164,-135,0.856,0.379,-0.097,290.43491,40.777241,13.372
6181,5551240,Kepler-1626 b,CANDIDATE,1,0,0,0,0,4.13960513,4.08E-05,-4.08E-05,134.04705,6.84E-03,-6.84E-03,0.344,0.099,-0.344,3.31,0.184,-0.184,1.07E+02,1.06E+01,-1.06E+01,1.24,4.00E-01,-1.30E-01,87.83,,,1352,,,789.48,728.35,-238.38,11.6,327,6535,154,-212,1.181,0.382,-0.127,296.50043,40.72123,14.275
6183,6543192,,CANDIDATE,0.962,0,0,0,0,8.0906952,1.31E-04,-1.31E-04,136.7844,1.14E-02,-1.14E-02,0.151,0.313,-0.151,2.648,0.348,-0.348,8.24E+01,1.21E+01,-1.21E+01,0.8,9.00E-02,-5.00E-02,89.63,,,811,,,102.43,29.58,-17.69,8.1,167,5374,75,-85,0.902,0.094,-0.055,297.42578,41.932991,14.441
6186,6594945,,CANDIDATE,0,0,0,0,0,188.954072,8.04E-03,-8.04E-03,160.7576,2.74E-02,-2.74E-02,0.014,0.45,-0.014,14.17,1.1,-1.1,1.67E+02,1.66E+01,-1.66E+01,2.46,5.40E-01,-7.30E-01,89.99,,,468,,,11.36,7.12,-6.33,10.9,4,6392,155,-175,1.899,0.41,-0.563,288.28122,42.072079,13.039
6192,2019199,,CANDIDATE,,0,0,0,0,579.81521,1.73E-02,-1.73E-02,343.5587,2.84E-02,-2.84E-02,0.8425,0.034,-0.5902,5.43,3.3,-3.3,6.07E+02,1.17E+02,-1.17E+02,2.71,1.06E+00,-2.90E-01,89.95,,,218,,,0.53,0.62,-0.15,7.9,,5822,160,-170,0.969,0.377,-0.106,292.48621,37.404339,14.473
6193,2158460,,CANDIDATE,,0,0,0,0,19.12788374,,,134.8576413,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,291.06418,37.535751,15.892
6201,4346339,,CANDIDATE,,0,0,0,0,493.74242,1.04E-02,-1.04E-02,149.1145,1.22E-02,-1.22E-02,0.2377,0.236,-0.2376,5.685,0.581,-0.581,5.06E+02,4.52E+01,-4.52E+01,7.15,4.37E+00,-1.55E+00,89.95,,,358,,,3.9,7.2,-1.72,12.4,,5015,116,-115,3.243,1.984,-0.705,285.34329,39.413849,12.518
6217,6634112,,CANDIDATE,0,0,0,0,0,9.942228056,6.87E-07,-6.87E-07,133.8474942,5.70E-05,-5.70E-05,0.93,0.297,-0.022,2.45451,0.00377,-0.00377,3.11E+04,2.34E+01,-2.34E+01,22.15,3.60E+00,-2.94E+00,87.9,,,740,,,70.93,36.96,-23.71,1073.3,134,5268,158,-158,0.843,0.137,-0.112,298.64252,42.092831,14.099
6219,6675757,,CANDIDATE,0.982,0,0,0,0,22.2903562,2.37E-04,-2.37E-04,152.37929,8.18E-03,-8.18E-03,0.028,0.423,-0.028,1.623,0.287,-0.287,1.30E+02,1.98E+01,-1.98E+01,1.13,1.60E-01,-1.00E-01,89.99,,,632,,,37.67,14.05,-7.79,8.1,63,5597,75,-84,1,0.141,-0.082,286.52942,42.167511,13.993
6222,2310993,,CANDIDATE,0.997,0,0,0,0,55.180772,1.66E-03,-1.66E-03,147.7141,2.56E-02,-2.56E-02,0.306,0.143,-0.306,9.791,0.555,-0.555,4.75E+02,4.34E+01,-4.34E+01,2.37,7.40E-01,-2.90E-01,89.58,,,531,,,18.79,17.24,-6.63,11.5,20,6306,174,-261,1.076,0.335,-0.134,293.22018,37.610699,15.551
6224,2437653,,CANDIDATE,,0,0,0,0,84.6405853,9.68E-04,-9.68E-04,183.17243,9.71E-03,-9.71E-03,0.2541,0.2141,-0.254,2.657,0.306,-0.306,7.84E+02,1.17E+02,-1.17E+02,1.72,1.40E-01,-1.80E-01,89.95,,,271,,,1.27,0.41,-0.36,8.2,,4386,130,-129,0.63,0.052,-0.064,290.24103,37.785221,15.16
6227,2555080,,CANDIDATE,,0,0,0,0,15.2024426,7.52E-04,-7.52E-04,136.9199,3.21E-02,-3.21E-02,0.324,0.1592,-0.3239,8.11,2.7,-2.7,8.34E+02,1.21E+02,-1.21E+02,113.97,3.22E+01,-2.59E+01,88.81,,,2955,,,18026.22,14441.06,-8236.33,4,,3984,91,-93,41.367,11.698,-9.407,286.0947,37.846722,13.297
6233,4471313,,CANDIDATE,,0,0,0,0,110.089267,2.36E-03,-2.36E-03,174.2529,1.79E-02,-1.79E-02,0.2852,0.1965,-0.2849,1.575,0.478,-0.478,1.02E+03,2.45E+02,-2.45E+02,2.4,8.30E-01,-1.80E-01,89.95,,,322,,,2.54,2.84,-0.63,5.6,,5465,214,-172,0.75,0.261,-0.056,293.51175,39.528271,15.792
6234,4478142,,CANDIDATE,0.898,0,0,0,0,219.931324,6.70E-03,-6.70E-03,329.3836,2.26E-02,-2.26E-02,0.307,0.157,-0.307,4.818,0.873,-0.873,6.41E+02,1.18E+02,-1.18E+02,2.3,2.90E-01,-1.40E-01,89.95,,,279,,,1.43,0.49,-0.23,7.1,4,5557,75,-83,0.912,0.116,-0.053,295.1868,39.575691,14.254
6235,4484179,,CANDIDATE,,0,0,0,0,385.29212,1.48E-02,-1.48E-02,440.5319,2.37E-02,-2.37E-02,0.0118,0.4231,-0.0116,19.417,0.611,-0.611,2.19E+02,1.75E+01,-1.75E+01,1.57,5.20E-01,-2.30E-01,89.95,,,290,,,1.68,1.62,-0.6,15.1,,6440,171,-194,1.053,0.347,-0.156,296.4227,39.579391,13.086
6238,5650930,,CANDIDATE,,0,0,0,0,455.195496,6.77E-03,-6.77E-03,312.331,1.01E-02,-1.01E-02,0.054,0.3858,-0.0539,3.565,0.273,-0.273,2.94E+02,3.89E+01,-3.89E+01,2.09,9.60E-01,-3.30E-01,89.95,,,290,,,1.67,2.26,-0.62,8,,6478,158,-199,1.209,0.557,-0.189,299.28336,40.834389,12.376
6242,5697395,,CANDIDATE,,0,0,0,0,50.55398,1.39E-03,-1.39E-03,160.0628,1.98E-02,-1.98E-02,0.1379,0.3193,-0.1379,6.159,0.735,-0.735,2.00E+02,2.66E+01,-2.66E+01,0.94,1.30E-01,-8.00E-02,89.95,,,367,,,4.29,1.9,-1.05,7.9,,4895,149,-129,0.687,0.09,-0.057,289.22729,40.94949,14.867
6245,6805414,,CANDIDATE,0.999,0,0,0,0,200.2350497,5.90E-04,-5.90E-04,305.44985,2.07E-03,-2.07E-03,0.674,0.017,-0.02,23.612,0.167,-0.167,1.08E+04,5.90E+01,-5.90E+01,10.99,3.40E+00,-1.21E+00,89.32,,,325,,,2.63,2.46,-0.85,220.6,7,6108,189,-232,0.997,0.308,-0.11,298.64493,42.285831,15.392
6247,6869373,,CANDIDATE,0.884,0,0,0,0,31.5034587,5.18E-04,-5.18E-04,159.9712,1.21E-02,-1.21E-02,0.053,0.419,-0.053,3.315,0.475,-0.475,2.11E+02,2.96E+01,-2.96E+01,1.17,1.10E-01,-5.00E-02,89.96,,,484,,,13.02,3.68,-1.79,8.6,43,5269,84,-84,0.823,0.08,-0.034,293.66772,42.320541,15.164
6248,6875342,,CANDIDATE,0.894,0,0,0,0,22.2381062,7.49E-04,-7.49E-04,148.3792,3.00E-02,-3.00E-02,0.288,0.176,-0.288,2.68,1.1,-1.1,1.04E+02,1.66E+01,-1.66E+01,1.09,3.70E-01,-1.30E-01,89.73,,,702,,,57.27,58.67,-18.95,7.1,60,6192,172,-237,1.055,0.366,-0.122,295.23825,42.322361,14.296
6249,6879183,,CANDIDATE,0.98,0,0,0,0,20.5477769,3.42E-04,-3.42E-04,149.1769,1.42E-02,-1.42E-02,0.028,0.429,-0.028,4.634,0.335,-0.335,2.54E+02,2.47E+01,-2.47E+01,1.67,5.40E-01,-2.10E-01,89.95,,,690,,,53.65,51.83,-18.64,12.1,65,5922,182,-223,1.057,0.338,-0.135,296.10648,42.354279,15.529
6263,4566848,,CANDIDATE,0.986,0,0,0,0,180.4118581,7.34E-04,-7.34E-04,142.86513,3.47E-03,-3.47E-03,0.953,6.096,-0.059,3.29,0.118,-0.118,4.27E+03,1.58E+02,-1.58E+02,8.86,2.60E+00,-8.60E-01,89.75,,,329,,,2.77,2.47,-0.84,33.2,6,6032,189,-232,0.973,0.285,-0.095,293.16476,39.631561,15.656
6271,5734702,,CANDIDATE,0,0,0,0,0,392.47291,1.00E-02,-1.00E-02,155.4624,2.13E-02,-2.13E-02,0.761,0.032,-0.536,7.867,0.673,-0.673,3.46E+02,3.43E+01,-3.43E+01,5.46,8.80E-01,-1.89E+00,89.83,,,442,,,9.04,4.32,-5.58,12.2,4,6626,160,-180,2.704,0.431,-0.935,298.92667,40.970451,12.361
6291,2861298,,CANDIDATE,,0,0,0,0,581.729006,9.36E-03,-9.36E-03,341.09187,9.35E-03,-9.35E-03,0.2236,0.2434,-0.2235,6.647,0.41,-0.41,1.87E+02,2.09E+01,-2.09E+01,2.74,1.38E+00,-1.24E+00,89.95,,,308,,,2.12,3.38,-1.56,8.6,,5765,202,-173,2.005,1.008,-0.907,293.31863,38.005466,12.362
